Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Alex Hicks LW *,SJ,,1,0,1,1,1.0,0,0:00,0,0,1,0.0,,,,,,0,0,0.0
Alexander Korolyuk,SJ,RW,76,9,23,32,8.0,40,0:00,7,12,115,7.8,,,,,,0,0,0.0
Andrei Zyuzin,SJ,D,59,2,6,8,-7.0,101,0:00,0,0,49,4.1,,,,,,0,0,0.0
Andy Sutton,SJ,D,14,2,2,4,3.0,6,0:00,0,0,22,9.1,,,,,,0,0,0.0
Bernie Nicholls,SJ,C,31,0,3,3,-4.0,65,0:00,0,1,24,0.0,,,,,,0,0,0.0
Bill Houlder,SJ,D,78,16,22,38,7.0,52,0:00,3,8,140,11.4,,,,,,0,0,0.0
Bob Rouse,SJ,D,35,6,6,12,4.0,54,0:00,0,2,65,9.2,,,,,,0,0,0.0
Brantt Myhres,SJ,LW,18,0,1,1,-3.0,29,0:00,0,1,22,0.0,,,,,,0,0,0.0
Bryan Marchment,SJ,D,59,3,6,9,-8.0,40,0:00,0,0,67,4.5,,,,,,0,0,0.0
Dave Lowry,SJ,LW,78,7,9,16,-3.0,158,0:00,1,0,94,7.4,,,,,,0,0,0.0
Gary Suter,SJ,D,4,0,1,1,-1.0,4,0:00,0,0,4,0.0,,,,,,0,0,0.0
Jamie Baker,SJ,C,30,1,0,1,-2.0,116,0:00,0,0,7,14.3,,,,,,0,0,0.0
Jarrod Skalde,SJ,C,10,0,2,2,-4.0,4,0:00,0,2,11,0.0,,,,,,0,0,0.0
Jeff Norton D *,SJ,,68,8,15,23,2.0,73,0:00,0,1,72,11.1,,,,,,0,0,0.0
Joe Murphy,SJ,RW,78,22,35,57,3.0,42,0:00,10,14,215,10.2,,,,,,0,0,0.0
Marco Sturm,SJ,LW,82,13,26,39,1.0,68,0:00,2,5,98,13.3,,,,,,0,0,0.0
Marcus Ragnarsson,SJ,D,82,5,9,14,15.0,36,0:00,2,2,67,7.5,,,,,,0,0,0.0
Mike Craig,SJ,RW,5,0,0,0,0.0,13,0:00,0,0,4,0.0,,,,,,0,0,0.0
Mike Rathje,SJ,D,43,4,10,14,-3.0,18,0:00,0,3,55,7.3,,,,,,0,0,0.0
Mike Ricci,SJ,C,81,21,24,45,10.0,24,0:00,4,6,134,15.7,,,,,,0,0,0.0
Murray Craven,SJ,LW,61,6,9,15,-5.0,24,0:00,2,1,58,10.3,,,,,,0,0,0.0
Owen Nolan,SJ,RW,76,25,23,48,10.0,73,0:00,7,8,176,14.2,,,,,,0,0,0.0
Patrick Marleau,SJ,C,78,19,26,45,16.0,129,0:00,6,8,207,9.2,,,,,,0,0,0.0
Ron Stern,SJ,RW,69,4,18,22,2.0,42,0:00,2,10,68,5.9,,,,,,0,0,0.0
Ron Sutter,SJ,C,70,0,11,11,0.0,44,0:00,0,2,75,0.0,,,,,,0,0,0.0
Scott Hannan,SJ,D,17,1,1,2,-6.0,4,0:00,0,0,17,5.9,,,,,,0,0,0.0
Shawn Burr,SJ,LW,5,0,2,2,0.0,6,0:00,0,1,4,0.0,,,,,,0,0,0.0
Shawn Heins,SJ,D,1,0,0,0,0.0,0,0:00,0,0,1,0.0,,,,,,0,0,0.0
Stephane Matteau,SJ,RW,55,12,18,30,3.0,26,0:00,2,5,96,12.5,,,,,,0,0,0.0
Stephen Guolla,SJ,LW,25,3,1,4,5.0,38,0:00,2,0,44,6.8,,,,,,0,0,0.0
Tony Granato,SJ,LW,12,7,6,13,3.0,4,0:00,3,4,43,16.3,,,,,,0,0,0.0
Total,SJ,,1,0,0,0,-1.0,0,0:00,0,0,1,0.0,,,,,,0,0,0.0
Vincent Damphousse LW *,SJ,,74,0,13,13,7.0,66,0:00,0,3,87,0.0,,,,,,0,0,0.0
