Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Bob Watson,Toronto Rock,G,11,0,6,6,4,0,0,0,59,0,0,0,0,0/0,-
Brad Dairon,Toronto Rock,,1,0,0,0,0,0,0,0,2,0,0,0,0,0/0,-
Brian Beisel,Toronto Rock,,1,1,1,2,0,0,0,0,5,0,0,0,0,0/0,-
Chris Gill,Toronto Rock,,12,25,13,38,6,0,0,0,47,0,0,0,0,0/0,-
Chris Langdale,Toronto Rock,,7,4,4,8,8,0,0,0,24,0,0,0,0,2/10,20%
Colin Doyle,Toronto Rock,,12,17,36,53,24,0,0,0,60,0,0,0,0,0/0,-
Dan Ladouceur,Toronto Rock,,10,0,1,1,47,0,0,0,21,0,0,0,0,0/0,-
Dan Stroup,Toronto Rock,,12,27,20,47,7,0,0,0,74,0,0,0,0,22/49,45%
Dean Harrison,Toronto Rock,,8,5,5,10,2,0,0,0,28,0,0,0,0,0/0,-
Derek Keenan,Toronto Rock,,6,4,7,11,2,0,0,0,15,0,0,0,0,0/0,-
Glenn Clark,Toronto Rock,,5,0,1,1,10,0,0,0,27,0,0,0,0,0/1,-
Jim Veltman,Toronto Rock,,12,12,33,45,6,0,0,0,166,0,0,0,0,0/2,-
Ken Millin,Toronto Rock,,5,3,2,5,4,0,0,0,18,0,0,0,0,0/1,-
Kim Squire,Toronto Rock,,12,17,8,25,25,0,0,0,45,0,0,0,0,0/0,-
Mat Giles,Toronto Rock,,6,2,4,6,8,0,0,0,11,0,0,0,0,0/0,-
Pat Campbell,Toronto Rock,G,3,0,0,0,2,0,0,0,3,0,0,0,0,0/0,-
Pat Coyle,Toronto Rock,,11,6,5,11,43,0,0,0,82,0,0,0,0,0/0,-
Rob Blasdell,Toronto Rock,G,10,0,5,5,0,0,0,0,26,0,0,0,0,0/0,-
Rodd Squire,Toronto Rock,,10,3,9,12,19,0,0,0,96,0,0,0,0,2/4,50%
Rory Graham,Toronto Rock,,12,5,6,11,45,0,0,0,43,0,0,0,0,144/281,51%
Russ Heard,Toronto Rock,,12,19,32,51,4,0,0,0,44,0,0,0,0,0/0,-
Ryan O'Connor,Toronto Rock,,3,2,3,5,4,0,0,0,5,0,0,0,0,0/0,-
Shawn Williams,Toronto Rock,,11,5,11,16,15,0,0,0,26,0,0,0,0,0/0,-
Steve Toll,Toronto Rock,,1,0,1,1,0,0,0,0,4,0,0,0,0,0/0,-
Terry Bullen,Toronto Rock,,11,0,2,2,25,0,0,0,47,0,0,0,0,0/0,-
