Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Blake Miller,New York Saints,,10,8,8,16,2,0,0,0,32,0,0,0,0,0/0,-
Chris Massey,New York Saints,,4,4,1,5,0,0,0,0,3,0,0,0,0,0/0,-
Chris Panos,New York Saints,,12,21,13,34,22,0,0,0,44,0,0,0,0,0/0,-
Darren Lowe,New York Saints,,12,13,35,48,6,0,0,0,33,0,0,0,0,0/0,-
Dwight Maetche,New York Saints,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0/0,-
Gordon Purdie,New York Saints,,9,2,2,4,5,0,0,0,45,0,0,0,0,84/159,53%
Greg Cattrano,New York Saints,G,11,0,0,0,0,0,0,0,22,0,0,0,0,0/0,-
Jason Wulder,New York Saints,,11,20,13,33,4,0,0,0,30,0,0,0,0,0/0,-
Jim Mule,New York Saints,,1,0,0,0,0,0,0,0,0,0,0,0,0,0/0,-
Joe Brock,New York Saints,,4,1,4,5,2,0,0,0,4,0,0,0,0,0/0,-
John Gagliardi,New York Saints,,12,3,4,7,10,0,0,0,60,0,0,0,0,0/0,-
Jon Hess,New York Saints,,9,3,15,18,0,0,0,0,23,0,0,0,0,0/0,-
Matt Panetta,New York Saints,,12,32,26,58,31,0,0,0,51,0,0,0,0,0/0,-
Pat McCabe,New York Saints,,11,3,6,9,4,0,0,0,83,0,0,0,0,1/3,33%
Randy Fraser,New York Saints,,4,1,2,3,2,0,0,0,13,0,0,0,0,27/56,48%
Roy Colsey,New York Saints,,10,10,17,27,8,0,0,0,31,0,0,0,0,0/0,-
Sal LoCascio,New York Saints,G,11,0,8,8,0,0,0,0,31,0,0,0,0,0/0,-
Steve Huff,New York Saints,,11,0,2,2,4,0,0,0,55,0,0,0,0,0/1,-
Steve Kisslinger,New York Saints,,7,5,6,11,12,0,0,0,44,0,0,0,0,48/98,49%
Steve Sombrotto,New York Saints,,12,12,24,36,6,0,0,0,32,0,0,0,0,0/1,-
Tim Langton,New York Saints,,11,0,7,7,37,0,0,0,26,0,0,0,0,15/34,44%
Tom Naglieri,New York Saints,,8,1,3,4,23,0,0,0,58,0,0,0,0,1/1,100%
Vinnie Sombrotto,New York Saints,,3,0,2,2,0,0,0,0,7,0,0,0,0,0/0,-
