Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Brad MacArthur,Rochester Knighthawks,,11,2,11,13,26,0,0,0,44,0,0,0,0,4/6,67%
Brent Rothfuss,Rochester Knighthawks,,2,1,1,2,0,0,0,0,7,0,0,0,0,0/0,-
Cam Bomberry,Rochester Knighthawks,,4,2,4,6,2,0,0,0,3,0,0,0,0,0/0,-
Casey Powell,Rochester Knighthawks,,9,9,21,30,6,0,0,0,41,0,0,0,0,0/0,-
Chris Driscoll,Rochester Knighthawks,,11,9,33,42,10,0,0,0,44,0,0,0,0,0/0,-
Cory Bomberry,Rochester Knighthawks,,12,11,21,32,21,0,0,0,59,0,0,0,0,98/184,53%
Curt Malawsky,Rochester Knighthawks,,12,16,18,34,2,0,0,0,50,0,0,0,0,0/0,-
Dan Teat,Rochester Knighthawks,,9,11,7,18,6,0,0,0,27,0,0,0,0,0/0,-
Darris Kilgour,Rochester Knighthawks,,10,16,21,37,24,0,0,0,43,0,0,0,0,1/2,50%
Dean Cecconi,Rochester Knighthawks,,6,4,3,7,6,0,0,0,22,0,0,0,0,0/2,-
Derek General,Rochester Knighthawks,G,11,0,4,4,4,0,0,0,14,0,0,0,0,0/0,-
Duane Jacobs,Rochester Knighthawks,,12,27,20,47,9,0,0,0,38,0,0,0,0,0/0,-
Jeremy Hollenbeck,Rochester Knighthawks,,12,8,14,22,4,0,0,0,40,0,0,0,0,10/28,36%
Josh Sanderson,Rochester Knighthawks,,5,6,6,12,2,0,0,0,12,0,0,0,0,0/0,-
Kevin Dance,Rochester Knighthawks,,9,2,9,11,32,0,0,0,51,0,0,0,0,0/0,-
Mike Hasen,Rochester Knighthawks,,10,1,4,5,8,0,0,0,29,0,0,0,0,0/0,-
Pat McCready,Rochester Knighthawks,,11,7,17,24,10,0,0,0,39,0,0,0,0,0/0,-
Pat O'Toole,Rochester Knighthawks,G,9,0,5,5,0,0,0,0,62,0,0,0,0,0/0,-
Randy Mearns,Rochester Knighthawks,,10,9,18,27,4,0,0,0,50,0,0,0,0,1/1,100%
Regy Thorpe,Rochester Knighthawks,,12,1,5,6,28,0,0,0,62,0,0,0,0,2/4,50%
Rusty Kruger,Rochester Knighthawks,,11,17,8,25,16,0,0,0,45,0,0,0,0,0/0,-
Steve Dietrich,Rochester Knighthawks,G,3,0,2,2,0,0,0,0,4,0,0,0,0,0/0,-
Ted Dowling,Rochester Knighthawks,,11,16,15,31,14,0,0,0,41,0,0,0,0,0/0,-
Tim Soudan,Rochester Knighthawks,,12,16,17,33,4,0,0,0,69,0,0,0,0,57/125,46%
