Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Andy Ogilvie,Buffalo Bandits,,4,1,5,6,19,0,0,0,19,0,0,0,0,0/0,-
Bob Fisher,Buffalo Bandits,,1,1,1,2,0,0,0,0,3,0,0,0,0,0/0,-
Bob Henry,Buffalo Bandits,,5,0,0,0,8,0,0,0,5,0,0,0,0,0/0,-
Brian Silcott,Buffalo Bandits,,9,0,6,6,2,0,0,0,39,0,0,0,0,98/179,55%
Chris Clark,Buffalo Bandits,,1,0,0,0,2,0,0,0,2,0,0,0,0,0/0,-
Craig Stevenson,Buffalo Bandits,,6,9,7,16,0,0,0,0,29,0,0,0,0,40/73,55%
Jamie Batley,Buffalo Bandits,,12,12,19,31,17,0,0,0,58,0,0,0,0,2/9,22%
Jim Vilnefff,Buffalo Bandits,,4,0,2,2,0,0,0,0,11,0,0,0,0,0/0,-
John Rosa,Buffalo Bandits,,12,4,19,23,16,0,0,0,99,0,0,0,0,5/10,50%
John Tavares,Buffalo Bandits,,12,33,34,67,35,0,0,0,112,0,0,0,0,0/0,-
Marty O'Neill,Buffalo Bandits,G,12,0,6,6,6,0,0,0,82,0,0,0,0,0/0,-
Matt Disher,Buffalo Bandits,G,12,0,3,3,0,0,0,0,91,0,0,0,0,0/0,-
Matt Steinwald,Buffalo Bandits,,5,2,4,6,2,0,0,0,22,0,0,0,0,1/2,50%
Mike Mooradian,Buffalo Bandits,,2,1,0,1,2,0,0,0,1,0,0,0,0,0/0,-
Neil Doddridge,Buffalo Bandits,,11,11,13,24,41,0,0,0,73,0,0,0,0,0/0,-
Rich Kilgour,Buffalo Bandits,,12,7,23,30,24,0,0,0,56,0,0,0,0,1/7,14%
Ryan McDermott,Buffalo Bandits,,1,0,1,1,2,0,0,0,6,0,0,0,0,0/0,-
Shaydon Santos,Buffalo Bandits,,11,5,7,12,10,0,0,0,37,0,0,0,0,30/67,45%
Steve Fannell,Buffalo Bandits,,12,0,6,6,13,0,0,0,53,0,0,0,0,1/3,33%
Tim Bomberry,Buffalo Bandits,,4,1,2,3,2,0,0,0,10,0,0,0,0,0/1,-
Travis Kilgour,Buffalo Bandits,,11,16,13,29,18,0,0,0,47,0,0,0,0,0/0,-
Troy Cordingley,Buffalo Bandits,,10,11,22,33,4,0,0,0,44,0,0,0,0,0/0,-
