Name,GP,GS,MIN,PTS,OR,DR,REB,AST,STL,BLK,TO,PF,AST/TO,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,SC-EFF,SH-EFF,Position,Traded
Aneika Henry-Morello,6,0,5.2,2.0,0.2,0.8,1.0,0.3,0.3,0.0,0.5,1.2,0.7,1.0,1.2,85.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.2,85.7,1.714,0.86,F,False
Bria Holmes,32,13,22.2,7.8,1.0,1.9,2.9,1.8,0.7,0.2,1.1,1.4,1.6,2.8,7.5,37.8,0.3,1.7,18.9,1.8,2.8,64.0,2.5,5.9,43.1,1.033,0.40,G,False
Brianna Kiesel,9,0,8.3,1.6,0.0,0.4,0.4,1.1,0.3,0.1,0.2,1.0,5.0,0.3,1.7,20.0,0.1,1.0,11.1,0.8,1.1,70.0,0.2,0.7,33.3,0.933,0.23,G,False
Brittney Sykes,34,23,25.4,13.9,0.8,3.3,4.1,1.9,0.6,0.5,1.7,2.5,1.1,5.0,12.3,40.8,1.1,3.2,33.6,2.8,3.8,72.9,3.9,9.0,43.3,1.129,0.45,G,False
Chelsea Hopkins,2,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.000,0.00,G,False
Damiris Dantas,34,2,18.0,7.7,1.0,2.6,3.6,0.7,0.5,0.6,0.8,2.3,0.8,3.0,7.6,39.2,0.8,2.9,26.5,1.0,1.3,76.7,2.2,4.8,46.9,1.012,0.44,F,False
Darxia Morris,5,0,4.2,1.0,0.0,0.6,0.6,0.2,0.0,0.0,1.2,0.4,0.2,0.4,1.2,33.3,0.2,0.2,100.0,0.0,0.0,0.0,0.2,1.0,20.0,0.833,0.42,G,False
Elizabeth Williams,34,34,31.6,10.4,3.1,4.1,7.2,1.4,1.1,2.0,1.4,2.4,1.0,4.4,9.1,48.7,0.0,0.0,0.0,1.6,2.4,65.9,4.4,9.0,48.9,1.149,0.49,C,False
Imani McGee-Stafford,10,0,9.0,2.9,1.2,1.7,2.9,0.2,0.1,0.7,0.3,1.0,0.7,1.3,2.4,54.2,0.0,0.0,0.0,0.3,0.6,50.0,1.3,2.4,54.2,1.208,0.54,F,False
Jordan Hooper,15,0,6.7,3.1,0.1,0.7,0.9,0.2,0.3,0.0,0.3,0.4,0.8,1.1,2.7,39.0,0.8,1.9,42.9,0.2,0.3,75.0,0.3,0.9,30.8,1.146,0.54,F,False
Layshia Clarendon,34,33,29.8,10.7,0.9,2.9,3.8,6.6,0.9,0.1,2.6,2.9,2.5,4.0,10.6,37.8,0.3,1.8,18.0,2.4,2.7,87.9,3.7,8.9,41.9,1.008,0.39,G,False
Matee Ajavon,31,2,8.1,2.4,0.3,0.9,1.2,1.0,0.4,0.0,0.9,1.0,1.1,0.7,2.5,28.9,0.0,0.1,0.0,1.0,1.3,79.5,0.7,2.3,30.6,0.987,0.29,G,False
Meighan Simmons,11,0,3.8,1.7,0.1,0.3,0.4,0.0,0.0,0.1,0.3,0.4,0.0,0.5,2.2,25.0,0.2,1.3,14.3,0.5,0.6,71.4,0.4,0.9,40.0,0.792,0.29,G,False
Rachel Hollivay,7,1,4.9,1.3,0.4,0.9,1.3,0.0,0.0,0.3,0.1,1.0,0.0,0.6,0.9,66.7,0.0,0.0,0.0,0.1,0.3,50.0,0.6,0.9,66.7,1.500,0.67,C,False
Sancho Lyttle,29,28,28.1,6.4,1.7,5.4,7.1,1.6,1.6,0.6,1.3,2.8,1.2,2.8,6.4,43.5,0.1,0.3,25.0,0.8,1.0,75.9,2.7,6.1,44.4,1.000,0.44,F,False
Tamera Young,11,1,15.7,4.3,0.5,1.8,2.3,0.7,0.3,0.5,0.7,1.4,1.0,1.6,5.3,31.0,0.3,0.8,33.3,0.7,1.2,61.5,1.4,4.5,30.6,0.810,0.34,F,False
Tiffany Hayes,33,32,29.8,16.3,0.9,2.9,3.8,2.4,1.2,0.2,1.9,3.1,1.3,5.0,11.5,43.6,1.5,3.9,37.2,4.8,5.6,85.4,3.6,7.6,46.8,1.412,0.50,G,False
Total,34,,,78.9,10.1,25.0,35.1,17.6,7.0,4.6,12.2,19.5,1.4,29.0,71.0,40.9,4.5,15.4,29.1,16.4,21.4,76.3,24.5,55.5,44.2,1.112,0.44,,False
