Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Adrian Kempe,LA,RW,49,1,6,7,3.0,6,14:09,1,1,52,1.9,,,,,,0,0,0.0
Alec Martinez,LA,D,82,12,32,44,8.0,46,27:08,5,14,181,6.6,,,,,,1,0,0.0
Andy Andreoff,LA,C,12,0,2,2,0.0,0,12:53,0,0,10,0.0,,,,,,0,0,0.0
Anze Kopitar,LA,C,82,32,34,66,2.0,41,18:01,10,12,250,12.8,,,,,,4,3,75.0
Brayden McNabb,LA,D,18,1,4,5,-4.0,6,15:27,0,1,12,8.3,,,,,,0,0,0.0
Derek Forbort,LA,D,56,10,11,21,-4.0,18,14:47,3,2,123,8.1,,,,,,3,0,0.0
Devin Setoguchi,LA,RW,73,6,6,12,-2.0,92,10:43,0,0,122,4.9,,,,,,0,0,0.0
Drew Doughty,LA,D,80,24,20,44,5.0,13,16:19,3,5,187,12.8,,,,,,4,1,25.0
Dustin Brown,LA,RW,82,9,30,39,-17.0,24,21:38,2,13,144,6.3,,,,,,0,0,0.0
Dwight King LW *,LA,,70,6,11,17,-2.0,20,12:47,0,0,79,7.6,,,,,,0,0,0.0
Jake Muzzin,LA,D,63,16,18,34,6.0,22,16:35,4,3,165,9.7,,,,,,1,0,0.0
Jarome Iginla RW *,LA,,45,4,8,12,-5.0,14,12:26,0,1,60,6.7,,,,,,1,0,0.0
Jonny Brodzinski,LA,C,26,1,1,2,3.0,19,13:10,0,0,14,7.1,,,,,,0,0,0.0
Jordan Nolan,LA,C,19,6,3,9,-9.0,16,16:20,3,0,33,18.2,,,,,,1,0,0.0
Kevin Gravel,LA,D,22,0,8,8,-5.0,4,15:24,0,4,27,0.0,,,,,,0,0,0.0
Kyle Clifford,LA,LW,63,8,7,15,0.0,10,14:59,0,0,89,9.0,,,,,,1,1,100.0
Marian Gaborik,LA,RW,70,6,16,22,-15.0,25,12:27,1,7,78,7.7,,,,,,2,0,0.0
Matt Greene,LA,D,36,0,2,2,-2.0,70,10:35,0,0,38,0.0,,,,,,0,0,0.0
Nic Dowd,LA,C,82,12,12,24,-6.0,30,14:16,1,1,145,8.3,,,,,,1,0,0.0
Nick Shore,LA,C,82,2,16,18,8.0,54,20:06,0,0,100,2.0,,,,,,0,0,0.0
Paul LaDue,LA,D,46,4,4,8,-3.0,44,10:51,0,0,39,10.3,,,,,,0,0,0.0
Tanner Pearson,LA,LW,76,12,40,52,-10.0,28,20:45,5,14,150,8.0,,,,,,5,2,40.0
Teddy Purcell,LA,RW,49,2,2,4,1.0,54,15:03,0,0,47,4.3,,,,,,0,0,0.0
Tom Gilbert,LA,D,25,2,4,6,-3.0,6,12:13,0,2,32,6.3,,,,,,1,0,0.0
Total,LA,,6,0,2,2,2.0,2,12:17,0,0,17,0.0,,,,,,0,0,0.0
Trevor Lewis,LA,C,82,9,19,28,-21.0,46,22:17,4,6,184,4.9,,,,,,0,0,0.0
Tyler Toffoli,LA,C,80,14,22,36,-4.0,22,16:00,4,2,175,8.0,,,,,,2,0,0.0
