Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Adam Henrique,NJ,C,80,14,31,45,-8.0,33,19:43,6,6,126,11.1,,,,,,1,0,0.0
Andy Greene,NJ,D,60,8,9,17,-21.0,86,12:51,2,2,105,7.6,,,,,,0,0,0.0
Beau Bennett,NJ,RW,63,12,10,22,-7.0,39,18:58,1,2,102,11.8,,,,,,0,0,0.0
Ben Lovejoy,NJ,D,32,6,2,8,4.0,22,12:50,0,0,51,11.8,,,,,,0,0,0.0
Ben Thomson,NJ,LW,10,0,1,1,-5.0,4,13:02,0,0,9,0.0,,,,,,0,0,0.0
Blake Coleman,NJ,LW,14,0,3,3,-5.0,30,14:56,0,0,7,0.0,,,,,,0,0,0.0
Blake Pietila,NJ,LW,9,1,0,1,2.0,15,13:28,0,0,3,33.3,,,,,,0,0,0.0
Blake Speers,NJ,C,5,0,0,0,-1.0,0,17:26,0,0,4,0.0,,,,,,0,0,0.0
Dalton Prout D *,NJ,,11,0,3,3,-5.0,13,16:55,0,3,11,0.0,,,,,,0,0,0.0
Damon Severson,NJ,D,61,10,21,31,-9.0,21,17:21,1,9,142,7.0,,,,,,4,2,50.0
Devante Smith-Pelly,NJ,RW,38,1,9,10,-1.0,16,12:14,0,1,44,2.3,,,,,,3,2,66.7
Jacob Josefson,NJ,C,53,4,8,12,4.0,39,18:38,0,0,61,6.6,,,,,,0,0,0.0
John Moore,NJ,D,70,8,16,24,-17.0,19,14:18,5,8,83,9.6,,,,,,1,0,0.0
John Quenneville,NJ,C,51,1,5,6,-9.0,24,18:33,0,0,48,2.1,,,,,,0,0,0.0
Jon Merrill,NJ,D,43,4,3,7,-17.0,17,11:43,0,0,57,7.0,,,,,,0,0,0.0
Joseph Blandisi,NJ,C,53,4,5,9,-19.0,12,13:30,0,2,76,5.3,,,,,,0,0,0.0
Karl Stollery,NJ,D,39,1,2,3,-11.0,29,12:14,0,0,37,2.7,,,,,,0,0,0.0
Kevin Rooney,NJ,C,3,0,0,0,-4.0,4,10:53,0,0,7,0.0,,,,,,0,0,0.0
Kyle Quincey D *,NJ,,66,4,9,13,-16.0,8,21:56,1,3,83,4.8,,,,,,0,0,0.0
Luke Gazdic,NJ,LW,3,0,0,0,0.0,0,9:29,0,0,3,0.0,,,,,,0,0,0.0
Michael Cammalleri,NJ,LW,82,20,20,40,-20.0,38,18:10,6,4,142,14.1,,,,,,0,0,0.0
Michael Kapla,NJ,D,4,0,0,0,-3.0,4,10:11,0,0,2,0.0,,,,,,0,0,0.0
Miles Wood,NJ,LW,65,8,11,19,-3.0,20,13:33,1,1,101,7.9,,,,,,0,0,0.0
Nick Lappin,NJ,RW,38,2,5,7,-6.0,14,16:05,0,0,46,4.3,,,,,,0,0,0.0
P.A. Parenteau RW *,NJ,,80,3,28,31,-31.0,58,20:21,0,13,125,2.4,,,,,,1,0,0.0
Pavel Zacha,NJ,C,59,13,14,27,-16.0,35,14:59,4,4,109,11.9,,,,,,4,1,25.0
Reid Boucher C *,NJ,,23,1,1,2,-7.0,27,12:50,0,0,29,3.4,,,,,,0,0,0.0
Sergei Kalinin,NJ,C,12,1,3,4,1.0,2,13:41,1,1,21,4.8,,,,,,1,0,0.0
Seth Helgeson,NJ,D,9,0,2,2,0.0,2,12:15,0,0,12,0.0,,,,,,0,0,0.0
Stefan Noesen RW *,NJ,,27,3,6,9,-10.0,26,13:21,1,4,24,12.5,,,,,,0,0,0.0
Steven Santini,NJ,D,82,1,6,7,-7.0,39,20:46,0,0,84,1.2,,,,,,0,0,0.0
Taylor Hall,NJ,LW,80,26,27,53,2.0,46,17:20,8,11,192,13.5,,,,,,0,0,0.0
Total,NJ,,11,0,0,0,-2.0,12,7:07,0,0,3,0.0,,,,,,0,0,0.0
Travis Zajac,NJ,C,72,20,33,53,-9.0,32,19:19,7,8,238,8.4,,,,,,3,1,33.3
Vernon Fiddler C *,NJ,,25,2,2,4,1.0,2,15:36,0,1,54,3.7,,,,,,0,0,0.0
Yohann Auvitu,NJ,D,43,2,2,4,-14.0,15,12:47,0,0,38,5.3,,,,,,0,0,0.0
