Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,SHG,OTG,GWG,S,S%,EVG,EVP,FO%,Season
Aaron Ekblad,FLA,D,68,10,11,21,-23,58,1287.6029,4,4,1,1,2,225,0.04444,5,12,,2016-2017
Aleksander Barkov,FLA,C,61,21,31,52,13,10,1164.0983,3,11,0,2,5,142,0.14788,18,38,0.46529,2016-2017
Alexander Petrovic,FLA,D,49,1,13,14,-1,79,1089.0,0,0,0,0,0,55,0.01818,1,14,,2016-2017
Colton Sceviour,FLA,C,80,9,15,24,-16,25,878.0125,1,2,3,0,1,172,0.05232,5,17,0.53448,2016-2017
Denis Malgin,FLA,C,47,6,4,10,-5,8,674.2978,2,0,0,1,1,67,0.08955,4,8,0.36413,2016-2017
Derek MacKenzie,FLA,C,82,6,10,16,-7,50,753.8902,0,0,2,0,1,91,0.06593,4,11,0.5,2016-2017
Dylan McIlrath,FLA,D,6,1,0,1,-2,14,571.0,0,0,0,0,0,3,0.33333,1,1,,2016-2017
Greg McKegg,FLA,C,46,3,4,7,-3,22,594.1521,0,0,0,0,0,36,0.08333,3,7,0.5,2016-2017
Ian McCoshen,FLA,D,3,0,1,1,0,0,795.3333,0,0,0,0,0,0,,0,1,,2016-2017
Jakub Kindl,FLA,D,39,0,4,4,-11,28,881.4358,0,0,0,0,0,41,0.0,0,4,,2016-2017
Jared McCann,FLA,L,29,1,6,7,-1,4,698.1034,0,1,0,0,0,44,0.02272,1,6,0.39047,2016-2017
Jaromir Jagr,FLA,R,82,16,30,46,2,56,1019.9878,8,5,0,0,2,181,0.08839,8,33,0.5,2016-2017
Jason Demers,FLA,D,81,9,19,28,-14,53,1176.6543,0,5,0,0,2,98,0.09183,9,21,0.0,2016-2017
Jonathan Huberdeau,FLA,L,31,10,16,26,-2,13,1075.1612,3,4,0,1,2,86,0.11627,7,19,0.44444,2016-2017
Jonathan Marchessault,FLA,R,75,30,21,51,-21,38,1014.6533,8,10,0,1,6,193,0.15544,22,33,0.45185,2016-2017
Jussi Jokinen,FLA,L,69,11,17,28,-15,39,1044.6376,4,6,1,0,2,118,0.09322,6,17,0.52083,2016-2017
Keith Yandle,FLA,D,82,5,36,41,-6,39,1322.3902,2,16,0,0,0,178,0.02808,3,22,,2016-2017
Kyle Rau,FLA,C,24,2,1,3,-3,4,576.0,0,0,0,0,0,21,0.09523,2,3,0.66666,2016-2017
MacKenzie Weegar,FLA,D,3,0,0,0,0,4,1046.6666,0,0,0,0,0,3,0.0,0,0,,2016-2017
Mark Pysyk,FLA,D,82,4,13,17,0,10,1113.6463,0,0,0,0,0,86,0.04651,4,17,0.0,2016-2017
Michael Sgarbossa,FLA,C,38,2,7,9,-5,9,669.2105,1,1,0,0,0,33,0.0606,1,7,0.43949,2016-2017
Mike Matheson,FLA,D,81,7,10,17,-5,36,1263.1728,0,1,0,0,0,179,0.0391,7,15,1.0,2016-2017
Nick Bjugstad,FLA,C,54,7,7,14,-19,22,789.1666,1,2,0,0,1,91,0.07692,6,11,0.4757,2016-2017
Paul Thompson,FLA,R,21,0,3,3,-4,22,474.0,0,0,0,0,0,19,0.0,0,3,0.0,2016-2017
Reilly Smith,FLA,R,80,15,22,37,-13,17,1101.2,6,5,1,0,3,160,0.09375,8,25,0.5,2016-2017
Seth Griffith,FLA,C,24,0,5,5,6,8,764.0416,0,1,0,0,0,21,0.0,0,4,0.25,2016-2017
Shane Harper,FLA,R,14,2,1,3,-1,18,618.0,0,0,0,0,0,13,0.15384,2,3,,2016-2017
Shawn Thornton,FLA,L,50,2,2,4,-7,67,461.38,0,0,0,0,0,42,0.04761,2,4,0.33333,2016-2017
Thomas Vanek,FLA,L,68,17,31,48,-5,22,864.25,5,8,0,0,2,133,0.12781,12,35,0.4,2016-2017
Vincent Trocheck,FLA,C,82,23,31,54,-13,43,1249.6707,2,10,0,1,2,230,0.1,21,41,0.5018,2016-2017
