Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,SHG,OTG,GWG,S,S%,EVG,EVP,FO%,Season
Alex Goligoski,ARI,D,82,6,30,36,-9,28,1399.756,1,7,1,0,0,112,0.05357,4,26,,2016-2017
Alexander Burmistrov,ARI,C,49,5,11,16,-7,12,801.3469,4,1,0,0,0,45,0.11111,1,10,0.40732,2016-2017
Anthony Duclair,ARI,L,58,5,10,15,-7,14,797.9655,0,2,0,0,1,76,0.06578,5,13,0.5,2016-2017
Brad Richardson,ARI,R,16,5,4,9,-1,15,920.75,0,0,2,0,0,25,0.2,3,6,0.52608,2016-2017
Brendan Perlini,ARI,L,57,14,7,21,-4,20,890.2982,3,2,0,0,2,92,0.15217,11,16,0.5,2016-2017
Christian Dvorak,ARI,C,78,15,18,33,7,22,937.0,2,3,0,0,1,88,0.17045,13,28,0.46819,2016-2017
Christian Fischer,ARI,R,7,3,0,3,0,0,739.5714,0,0,0,0,1,10,0.3,3,3,,2016-2017
Clayton Keller,ARI,R,3,0,2,2,-3,0,760.0,0,1,0,0,0,0,,0,1,,2016-2017
Connor Murphy,ARI,D,77,2,15,17,-13,45,1150.7012,0,0,1,1,1,81,0.02469,1,16,,2016-2017
Dylan Strome,ARI,C,7,0,1,1,-5,0,821.0,0,0,0,0,0,6,0.0,0,1,0.40259,2016-2017
Jakob Chychrun,ARI,D,68,7,13,20,-14,47,1000.0,1,1,0,0,0,86,0.08139,6,18,,2016-2017
Jamie McGinn,ARI,L,72,9,8,17,-23,23,790.3611,0,2,0,0,2,116,0.07758,9,15,0.33333,2016-2017
Jordan Martinook,ARI,L,77,11,14,25,-8,40,940.7532,1,1,1,0,2,109,0.10091,9,20,0.44358,2016-2017
Josh Jooris,ARI,R,54,4,8,12,-2,16,731.7407,0,0,0,0,0,75,0.05333,4,11,0.49333,2016-2017
Kevin Connauton,ARI,D,24,0,1,1,-1,24,787.9166,0,0,0,0,0,21,0.0,0,1,,2016-2017
Laurent Dauphin,ARI,C,24,2,1,3,-2,12,654.5833,0,0,1,0,1,32,0.0625,1,2,0.45121,2016-2017
Lawson Crouse,ARI,L,72,5,7,12,-20,48,713.3055,0,0,1,0,2,84,0.05952,4,11,0.5,2016-2017
Luke Schenn,ARI,D,78,1,7,8,-9,85,1082.9358,0,0,0,0,0,94,0.01063,1,8,,2016-2017
Martin Hanzal,ARI,C,71,20,19,39,-17,53,1063.183,5,4,0,1,2,169,0.11834,15,30,0.56397,2016-2017
Max Domi,ARI,C,59,9,29,38,-9,40,1018.8474,1,7,0,0,1,108,0.08333,8,30,0.5,2016-2017
Michael Stone,ARI,D,64,3,12,15,0,32,1189.0468,1,4,0,0,0,81,0.03703,2,10,1.0,2016-2017
Oliver Ekman-Larsson,ARI,D,79,12,27,39,-25,48,1476.924,8,11,0,1,1,145,0.08275,4,20,,2016-2017
Peter Holland,ARI,C,48,5,7,12,-16,22,765.0,1,0,0,0,0,79,0.06329,4,11,0.45418,2016-2017
Radim Vrbata,ARI,R,81,20,35,55,-18,16,1013.8395,4,11,0,0,4,233,0.08583,16,40,0.3617,2016-2017
Shane Doan,ARI,R,74,6,21,27,-3,48,902.8783,3,2,0,0,0,144,0.04166,3,22,0.47236,2016-2017
Teemu Pulkkinen,ARI,L,13,2,0,2,-2,6,570.0769,0,0,0,0,0,10,0.2,2,2,0.0,2016-2017
Tobias Rieder,ARI,L,80,16,18,34,-8,6,1038.7875,2,4,1,1,1,155,0.10322,13,26,0.30769,2016-2017
Tony DeAngelo,ARI,D,39,5,9,14,-13,37,1025.641,2,6,0,0,1,60,0.08333,3,6,,2016-2017
Tyler Gaudet,ARI,C,4,0,1,1,0,0,779.25,0,0,0,0,0,3,0.0,0,1,0.4,2016-2017
Zbynek Michalek,ARI,D,3,0,0,0,1,0,1059.6666,0,0,0,0,0,3,0.0,0,0,,2016-2017
