Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards
Alex Diaz#,26.0,SEA,AL,-0.1,103.0,292.0,270.0,44.0,67.0,14.0,0.0,3.0,27.0,18.0,8.0,13.0,27.0,0.248,0.286,0.333,0.619,60.0,0.298,63.0,90.0,3.0,2.0,5.0,2.0,2.0,8H7/9,
Arquimedez Pozo,21.0,SEA,AL,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,-131.0,0.0,0.0,0.0,0.0,0.0,0.0,/4H,
Chad Kreuter#,30.0,SEA,AL,0.0,26.0,83.0,75.0,12.0,17.0,5.0,0.0,1.0,8.0,0.0,0.0,5.0,22.0,0.227,0.293,0.333,0.626,62.0,0.297,62.0,25.0,0.0,2.0,1.0,0.0,0.0,2/H,
Chris Widger,24.0,SEA,AL,-0.2,23.0,49.0,45.0,2.0,9.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,11.0,0.2,0.245,0.267,0.512,33.0,0.233,19.0,12.0,0.0,0.0,0.0,1.0,0.0,2/H79D,
Dan Wilson,26.0,SEA,AL,2.4,119.0,440.0,399.0,40.0,111.0,22.0,3.0,9.0,51.0,2.0,1.0,33.0,63.0,0.278,0.336,0.416,0.752,94.0,0.343,94.0,166.0,12.0,2.0,5.0,1.0,1.0,*2/H,
Darren Bragg*,25.0,SEA,AL,0.9,52.0,170.0,145.0,20.0,34.0,5.0,1.0,3.0,12.0,9.0,0.0,18.0,37.0,0.234,0.331,0.345,0.676,76.0,0.333,78.0,50.0,2.0,4.0,1.0,2.0,1.0,79/HD8,
Doug Strange#,31.0,SEA,AL,0.7,74.0,169.0,155.0,19.0,42.0,9.0,2.0,2.0,21.0,0.0,3.0,10.0,25.0,0.271,0.323,0.394,0.717,85.0,0.322,86.0,61.0,3.0,2.0,1.0,0.0,0.0,5H/47D,
Edgar Martínez,32.0,SEA,AL,7.1,145.0,639.0,511.0,121.0,182.0,52.0,0.0,29.0,113.0,4.0,3.0,116.0,87.0,0.356,0.479,0.628,1.107,185.0,0.473,187.0,321.0,11.0,8.0,0.0,4.0,19.0,*D/53,"AS,MVP-3,SS"
Félix Fermín,31.0,SEA,AL,-1.7,73.0,219.0,200.0,21.0,39.0,6.0,0.0,0.0,15.0,2.0,0.0,6.0,6.0,0.195,0.232,0.225,0.457,20.0,0.224,8.0,45.0,7.0,4.0,8.0,1.0,0.0,64/H,
Gary Thurman,30.0,SEA,AL,-0.1,13.0,27.0,25.0,3.0,8.0,2.0,0.0,0.0,3.0,5.0,2.0,1.0,3.0,0.32,0.333,0.4,0.733,90.0,0.326,80.0,10.0,0.0,0.0,0.0,1.0,0.0,/H798,
