Name,GP,GS,MIN,PTS,OR,DR,REB,AST,STL,BLK,TO,PF,AST/TO,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,SC-EFF,SH-EFF,Position,Traded
Cam Thomas,66,51.0,31.4,22.5,0.4,2.8,3.2,2.9,0.7,0.2,1.9,2.1,1.5,8.0,18.0,44.2,2.2,6.0,36.4,4.3,5.1,85.6,5.8,12.0,48.1,1.245,0.5,G,False
Mikal Bridges,82,82.0,34.8,19.6,0.8,3.7,4.5,3.6,1.0,0.4,2.0,1.4,1.8,6.9,15.8,43.6,2.7,7.2,37.2,3.1,3.9,81.4,4.2,8.6,49.0,1.241,0.52,G,False
Dennis Schroder,29,25.0,32.0,14.6,0.6,2.9,3.5,6.0,0.6,0.3,2.4,2.0,2.5,5.4,12.7,42.4,2.1,5.1,41.2,1.8,2.2,79.7,3.3,7.6,43.2,1.152,0.51,G,True
Cameron Johnson,58,47.0,27.6,13.4,0.9,3.4,4.3,2.4,0.8,0.3,1.0,1.8,2.4,4.8,10.7,44.6,2.4,6.1,39.1,1.5,1.9,78.9,2.4,4.6,51.9,1.254,0.56,F,False
Spencer Dinwiddie,48,48.0,30.7,12.6,0.5,2.8,3.3,6.0,0.8,0.2,1.3,1.8,4.6,4.1,10.4,39.1,1.9,5.8,32.0,2.6,3.3,78.1,2.2,4.6,48.0,1.21,0.48,PG,True
Nic Claxton,71,71.0,29.8,11.8,2.7,7.2,9.9,2.1,0.6,2.1,1.3,2.5,1.6,5.2,8.2,62.9,0.0,0.1,20.0,1.5,2.8,55.1,5.1,8.1,63.3,1.445,0.63,C,False
Lonnie Walker IV,58,0.0,17.4,9.7,0.2,2.0,2.2,1.3,0.6,0.3,0.9,1.2,1.5,3.6,8.5,42.3,1.8,4.7,38.4,0.8,1.0,76.3,1.8,3.8,47.1,1.148,0.53,G,False
Dorian Finney-Smith,68,56.0,28.5,8.5,1.6,3.1,4.7,1.6,0.8,0.6,0.9,2.2,1.8,3.2,7.5,42.1,1.7,4.9,34.8,0.5,0.7,71.7,1.4,2.6,56.0,1.135,0.54,F,False
Royce O'Neale,49,6.0,24.5,7.4,0.8,3.7,4.5,2.8,0.7,0.6,1.0,2.4,2.7,2.6,6.6,38.8,2.0,5.4,36.6,0.3,0.4,68.2,0.6,1.2,48.3,1.12,0.54,F,True
Trendon Watford,63,2.0,13.6,6.9,0.8,2.3,3.1,1.3,0.4,0.3,1.0,1.7,1.3,2.6,4.9,52.7,0.4,1.1,39.7,1.2,1.5,79.4,2.2,3.9,56.4,1.389,0.57,F,False
Day'Ron Sharpe,61,1.0,15.1,6.8,2.6,3.7,6.4,1.4,0.4,0.7,1.1,2.1,1.2,2.8,4.8,57.1,0.1,0.2,26.7,1.2,2.0,61.0,2.7,4.6,58.8,1.412,0.58,C,False
Dennis Smith Jr.,56,2.0,18.9,6.6,0.9,2.0,2.9,3.6,1.2,0.2,1.2,2.2,3.0,2.6,6.0,43.5,0.6,1.9,29.4,0.8,1.0,74.1,2.1,4.1,50.2,1.092,0.48,PG,False
Keon Johnson,5,0.0,12.2,6.2,0.6,0.8,1.4,0.6,0.6,0.2,1.0,1.0,0.6,1.6,4.2,38.1,0.8,2.0,40.0,2.2,2.4,91.7,0.8,2.2,36.4,1.476,0.48,G,False
Ben Simmons,15,12.0,23.9,6.1,2.1,5.9,7.9,5.7,0.8,0.6,1.8,2.4,3.2,2.9,4.9,58.1,0.0,0.0,0.0,0.4,1.0,40.0,2.9,4.9,58.1,1.243,0.58,PG,False
Noah Clowney,23,4.0,16.1,5.8,1.1,2.4,3.5,0.8,0.3,0.7,0.7,1.1,1.2,2.2,4.0,53.8,0.5,1.4,36.4,0.9,1.3,70.0,1.7,2.6,63.3,1.43,0.6,F,False
Jalen Wilson,43,3.0,15.5,5.0,1.1,2.0,3.0,1.0,0.3,0.1,0.4,1.1,2.4,1.8,4.2,42.5,0.6,1.7,32.4,0.9,1.1,82.6,1.2,2.4,49.5,1.196,0.49,F,False
Armoni Brooks,10,0.0,10.4,4.2,0.7,1.1,1.8,0.5,0.1,0.1,0.3,0.3,1.7,1.5,4.6,32.6,1.1,3.2,34.4,0.1,0.2,50.0,0.4,1.4,28.6,0.913,0.45,G,False
Harry Giles III,16,0.0,5.1,3.4,0.8,0.9,1.6,0.4,0.1,0.2,0.4,0.9,1.0,1.4,2.8,50.0,0.2,0.7,27.3,0.4,0.8,53.8,1.2,2.1,57.6,1.227,0.53,PF,True
Keita Bates-Diop,14,0.0,4.9,1.6,0.1,0.6,0.6,0.3,0.2,0.1,0.1,0.1,2.0,0.6,1.1,50.0,0.1,0.4,20.0,0.4,0.4,100.0,0.5,0.8,63.6,1.438,0.53,SF,True
Dariq Whitehead,2,0.0,12.0,1.5,0.0,2.0,2.0,1.5,0.0,0.5,0.0,0.0,inf,0.5,2.5,20.0,0.0,1.5,0.0,0.5,1.0,50.0,0.5,1.0,50.0,0.6,0.2,F,False
Jacob Gilyard,4,0.0,11.3,0.0,0.3,0.5,0.8,1.5,1.5,0.0,0.3,1.0,6.0,0.0,1.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PG,True
Total,82,,,110.4,11.4,32.6,44.1,25.6,6.8,5.2,12.3,18.5,2.1,40.7,89.1,45.6,13.3,36.7,36.2,15.8,20.9,75.6,27.4,52.4,52.2,1.239,0.53,Total,False
