Name,GP,GS,MIN,PTS,OR,DR,REB,AST,STL,BLK,TO,PF,AST/TO,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,SC-EFF,SH-EFF,Position,Traded
Alperen Sengun,63,63.0,32.5,21.1,2.9,6.4,9.3,5.0,1.2,0.7,2.6,3.3,1.9,8.4,15.6,53.7,0.5,1.8,29.7,3.9,5.6,69.3,7.8,13.8,56.7,1.355,0.55,C,False
Jalen Green,82,82.0,31.7,19.6,0.5,4.7,5.2,3.5,0.8,0.3,2.3,1.4,1.5,6.9,16.2,42.3,2.5,7.4,33.2,3.5,4.3,80.4,4.4,8.9,49.8,1.209,0.5,G,False
Fred VanVleet,73,73.0,36.8,17.4,0.5,3.4,3.8,8.1,1.4,0.8,1.7,2.5,4.7,5.8,13.9,41.6,3.1,8.0,38.7,2.7,3.1,86.0,2.7,5.9,45.4,1.248,0.53,G,False
Jabari Smith Jr.,76,76.0,31.9,13.7,1.8,6.3,8.1,1.6,0.7,0.8,1.2,2.6,1.4,5.0,11.0,45.4,1.8,5.0,36.3,2.0,2.4,81.1,3.2,6.0,53.0,1.253,0.54,F,False
Dillon Brooks,72,72.0,30.9,12.7,0.7,2.7,3.4,1.7,0.9,0.1,1.2,3.3,1.4,4.6,10.7,42.8,1.8,5.1,35.9,1.7,2.0,84.4,2.7,5.5,49.2,1.191,0.51,F,False
Cam Whitmore,47,2.0,18.7,12.3,0.9,2.9,3.8,0.7,0.6,0.4,1.0,1.4,0.7,4.5,9.9,45.4,1.7,4.7,35.9,1.6,2.4,67.9,2.8,5.3,53.8,1.24,0.54,F,False
Tari Eason,22,0.0,21.8,9.8,2.1,4.9,7.0,1.2,1.4,0.9,0.9,2.3,1.4,4.0,8.6,46.6,0.8,2.3,36.0,1.0,1.5,63.6,3.2,6.3,50.4,1.138,0.51,F,False
Amen Thompson,62,23.0,22.4,9.5,2.4,4.2,6.6,2.6,1.3,0.6,1.5,2.3,1.8,3.9,7.2,53.6,0.1,0.9,13.8,1.7,2.5,68.4,3.7,6.3,59.5,1.327,0.54,G,False
Aaron Holiday,78,1.0,16.3,6.6,0.3,1.3,1.6,1.8,0.5,0.1,0.7,1.6,2.6,2.4,5.3,44.6,1.1,2.8,38.7,0.7,0.8,92.1,1.3,2.6,51.0,1.233,0.55,G,False
Jeff Green,78,6.0,16.8,6.5,0.6,1.7,2.3,0.9,0.2,0.4,0.6,1.3,1.5,2.1,4.7,45.6,0.7,2.1,33.1,1.6,1.9,81.9,1.5,2.6,55.3,1.391,0.53,F,False
Jock Landale,56,3.0,13.6,4.9,1.6,1.5,3.1,1.2,0.4,0.6,0.6,1.3,2.1,1.9,3.7,51.5,0.2,0.7,25.0,0.9,1.2,80.0,1.7,3.0,57.8,1.33,0.54,C,False
Jae'Sean Tate,65,9.0,15.9,4.1,0.9,2.1,3.0,1.0,0.6,0.2,0.6,2.1,1.7,1.7,3.5,47.2,0.4,1.2,29.9,0.4,0.6,66.7,1.3,2.3,55.9,1.157,0.52,F,False
Boban Marjanovic,14,0.0,5.1,3.2,0.5,1.8,2.3,0.4,0.1,0.1,0.4,0.4,1.2,1.3,2.4,52.9,0.0,0.1,0.0,0.6,1.0,64.3,1.3,2.3,56.3,1.324,0.53,C,False
Nate Williams,22,0.0,5.9,2.9,0.5,0.5,1.0,0.3,0.2,0.0,0.2,0.5,1.8,1.2,2.3,54.0,0.1,0.2,40.0,0.3,0.6,53.8,1.1,2.0,55.6,1.26,0.56,G,False
Nate Hinton,15,0.0,5.0,2.2,0.5,1.0,1.5,0.7,0.2,0.1,0.2,0.7,3.3,0.7,1.7,42.3,0.5,0.9,50.0,0.3,0.3,80.0,0.3,0.8,33.3,1.269,0.56,G,False
Reggie Bullock Jr.,44,0.0,9.5,2.2,0.1,1.5,1.7,0.3,0.3,0.1,0.2,0.7,1.5,0.8,1.9,41.5,0.6,1.5,40.3,0.0,0.0,100.0,0.2,0.3,46.7,1.171,0.58,SF,False
Jermaine Samuels Jr.,14,0.0,4.3,1.4,0.2,0.7,0.9,0.2,0.1,0.1,0.0,0.4,inf,0.6,1.0,64.3,0.0,0.1,0.0,0.1,0.1,100.0,0.6,0.9,75.0,1.429,0.64,F,False
Total,82,,,114.3,11.5,34.0,45.5,24.8,7.8,4.6,12.2,20.8,2.0,41.8,91.0,45.9,12.7,36.1,35.2,18.1,23.4,77.3,29.0,54.8,53.0,1.257,0.53,Total,False
