Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,SHG,OTG,GWG,S,S%,EVG,EVP,FO%,Season
Basil McRae,MNS,L,59,5,8,13,-14,245,,0,1,0,0,0,64,0.07812,5,12,,1991-1992
Bobby Smith,MNS,C,75,10,41,51,-27,115,,4,19,0,0,1,142,0.07042,6,27,,1991-1992
Brad Berry,MNS,D,9,0,0,0,0,8,,0,0,0,0,0,2,0.0,0,0,,1991-1992
Brian Bellows,MNS,L,87,34,49,83,-24,55,,14,23,1,0,5,269,0.12639,19,44,,1991-1992
Brian Glynn,MNS,D,62,4,18,22,-5,30,,0,7,1,0,0,82,0.04878,3,14,,1991-1992
Brian Propp,MNS,L,52,12,23,35,-3,49,,4,7,0,0,0,116,0.10344,8,24,,1991-1992
Chris Dahlquist,MNS,D,81,1,13,14,-15,74,,0,1,0,0,0,72,0.01388,1,12,,1991-1992
Craig Ludwig,MNS,D,80,2,10,12,1,73,,0,0,0,0,0,53,0.03773,2,12,,1991-1992
Dave Gagner,MNS,C,85,33,44,77,-7,115,,19,16,0,0,3,244,0.13524,14,42,,1991-1992
David Shaw,MNS,D,7,2,2,4,-2,10,,1,1,0,0,0,13,0.15384,1,2,,1991-1992
David Shaw,MNS,D,59,1,9,10,-12,72,,0,3,0,0,0,70,0.01428,1,7,,1991-1992
Derian Hatcher,MNS,D,48,8,6,14,8,96,,0,0,0,0,2,61,0.13114,8,14,,1991-1992
Derrick Smith,MNS,L,40,3,4,7,-10,42,,0,0,0,0,1,41,0.07317,3,6,,1991-1992
Enrico Ciccone,MNS,D,11,0,0,0,-2,48,,0,0,0,0,0,2,0.0,0,0,,1991-1992
Gaetan Duchesne,MNS,L,80,9,15,24,8,108,,0,0,2,0,1,116,0.07758,7,21,,1991-1992
Jim Johnson,MNS,D,78,5,13,18,9,120,,0,5,0,0,1,95,0.05263,5,12,,1991-1992
Kip Miller,MNS,C,39,6,12,18,-22,14,,2,2,0,0,2,49,0.12244,4,14,,1991-1992
Marc Bureau,MNS,C,51,6,4,10,-8,64,,0,1,0,0,0,54,0.11111,6,9,,1991-1992
Mark Janssens,MNS,C,7,0,0,0,-2,5,,0,0,0,0,0,1,0.0,0,0,,1991-1992
Mark Tinordi,MNS,D,70,5,26,31,-19,190,,4,14,0,0,0,108,0.04629,1,11,,1991-1992
Mike Craig,MNS,R,71,16,16,32,-12,162,,4,5,0,0,4,137,0.11678,12,23,,1991-1992
Mike Modano,MNS,C,83,36,46,82,-11,50,,6,21,0,0,8,275,0.1309,30,55,,1991-1992
Neal Broten,MNS,C,83,9,31,40,-12,18,,4,11,1,0,1,131,0.0687,4,23,,1991-1992
Rob Ramage,MNS,D,34,4,5,9,-4,69,,2,3,0,0,0,63,0.06349,2,4,,1991-1992
Scott Sandelin,MNS,D,1,0,0,0,-1,0,,0,0,0,0,0,1,0.0,0,0,,1991-1992
Shane Churla,MNS,R,57,4,1,5,-12,278,,0,0,0,0,0,42,0.09523,4,5,,1991-1992
Steve Maltais,MNS,L,12,2,1,3,-1,2,,0,0,0,0,0,6,0.33333,2,3,,1991-1992
Steve Martinson,MNS,L,1,0,0,0,0,9,,0,0,0,0,0,0,,0,0,,1991-1992
Stew Gavin,MNS,R,42,5,4,9,-3,33,,0,0,1,0,1,60,0.08333,4,7,,1991-1992
Todd Elik,MNS,L,67,15,33,48,-1,127,,4,5,3,0,2,121,0.12396,8,35,,1991-1992
Trent Klatt,MNS,R,7,0,0,0,-4,2,,0,0,0,0,0,8,0.0,0,0,,1991-1992
Ulf Dahlen,MNS,R,86,36,33,69,-5,12,,16,17,1,0,5,229,0.1572,19,35,,1991-1992
