Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,SHG,OTG,GWG,S,S%,EVG,EVP,FO%,Season
Anatoli Semenov,EDM,C,67,21,23,44,15,22,,3,3,0,0,3,117,0.17948,18,38,,1991-1992
Bernie Nicholls,EDM,C,16,8,11,19,2,25,,4,5,0,0,1,32,0.25,4,10,,1991-1992
Bernie Nicholls,EDM,C,50,20,29,49,4,60,,7,11,0,0,2,117,0.17094,13,31,,1991-1992
Brian Glynn,EDM,D,16,4,1,5,1,12,,1,1,0,0,1,13,0.30769,3,3,,1991-1992
Brian Glynn,EDM,D,62,4,18,22,-5,30,,0,7,1,0,0,82,0.04878,3,14,,1991-1992
Chris Joseph,EDM,D,12,1,3,4,1,10,,0,0,0,0,0,11,0.0909,1,4,,1991-1992
Craig MacTavish,EDM,C,96,15,18,33,3,126,,0,1,3,0,2,113,0.13274,12,26,,1991-1992
Craig Muni,EDM,D,57,2,5,7,7,36,,0,0,0,0,0,41,0.04878,2,7,,1991-1992
Craig Simpson,EDM,L,80,24,37,61,8,80,,6,10,0,0,2,129,0.18604,18,45,,1991-1992
Dan Currie,EDM,L,7,1,0,1,-1,0,,0,0,0,0,0,3,0.33333,1,1,,1991-1992
Dave Manson,EDM,D,95,18,41,59,7,264,,8,18,0,0,2,253,0.07114,10,32,,1991-1992
David Maley,EDM,L,10,1,1,2,-4,4,,0,0,0,0,0,6,0.16666,1,2,,1991-1992
David Maley,EDM,L,60,10,17,27,8,104,,1,3,0,0,1,73,0.13698,9,23,,1991-1992
David Shaw,EDM,D,59,1,9,10,-12,72,,0,3,0,0,0,70,0.01428,1,7,,1991-1992
Esa Tikkanen,EDM,L,56,17,19,36,-9,52,,7,9,2,0,2,154,0.11038,8,17,,1991-1992
Francois Leroux,EDM,D,4,0,0,0,-1,7,,0,0,0,0,0,0,,0,0,,1991-1992
Geoff Smith,EDM,D,79,2,17,19,-3,49,,0,5,0,0,0,66,0.0303,2,14,,1991-1992
Greg Hawgood,EDM,D,33,2,14,16,15,45,,0,4,0,0,0,43,0.04651,2,11,,1991-1992
Jeff Beukeboom,EDM,D,74,1,15,16,23,200,,0,0,0,0,0,48,0.02083,1,14,,1991-1992
Joe Murphy,EDM,R,96,43,63,106,19,64,,14,17,2,1,4,225,0.19111,27,72,,1991-1992
Josef Beranek,EDM,L,70,14,17,31,-8,18,,1,4,0,0,2,96,0.14583,13,26,,1991-1992
Kelly Buchberger,EDM,R,95,21,28,49,11,189,,0,1,4,0,3,102,0.20588,17,43,,1991-1992
Kevin Lowe,EDM,D,66,2,11,13,-6,123,,0,0,0,0,0,40,0.05,2,13,,1991-1992
Louie Debrusk,EDM,L,25,2,1,3,4,124,,0,0,0,0,1,7,0.28571,2,3,,1991-1992
Luke Richardson,EDM,D,91,2,24,26,-11,163,,0,4,0,0,0,96,0.02083,2,21,,1991-1992
Mark Lamb,EDM,C,75,7,23,30,-1,56,,2,2,0,0,1,74,0.09459,5,25,,1991-1992
Martin Gelinas,EDM,L,83,12,21,33,11,72,,1,3,0,0,0,109,0.11009,11,29,,1991-1992
Martin Rucinsky,EDM,L,6,1,1,2,-2,2,,0,0,0,0,0,5,0.2,1,2,,1991-1992
Norm MacIver,EDM,D,70,7,36,43,23,48,,2,12,0,0,3,86,0.08139,5,28,,1991-1992
Petr Klima,EDM,R,72,22,17,39,-19,60,,5,8,0,0,0,129,0.17054,17,26,,1991-1992
Scott Mellanby,EDM,R,96,25,28,53,2,226,,8,3,0,0,6,185,0.13513,17,42,,1991-1992
Scott Thornton,EDM,L,16,0,1,1,-7,43,,0,0,0,0,0,12,0.0,0,1,,1991-1992
Steven Rice,EDM,R,3,0,0,0,-2,2,,0,0,0,0,0,2,0.0,0,0,,1991-1992
Troy Mallette,EDM,L,32,4,7,11,6,79,,0,0,0,0,0,28,0.14285,4,11,,1991-1992
Vincent Damphousse,EDM,C,96,44,59,103,15,61,,13,22,1,0,8,292,0.15068,30,65,,1991-1992
