Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,SHG,OTG,GWG,S,S%,EVG,EVP,FO%,Season
Adam Bennett,CHI,D,5,0,0,0,1,12,,0,0,0,0,0,6,0.0,0,0,,1991-1992
Adam Creighton,CHI,C,77,21,15,36,-5,118,,4,1,0,0,2,140,0.15,17,31,,1991-1992
Brad Lauer,CHI,R,14,1,0,1,-5,6,,0,0,1,0,0,18,0.05555,0,0,,1991-1992
Brad Lauer,CHI,R,7,1,1,2,2,2,,0,0,0,0,0,9,0.11111,1,2,,1991-1992
Brent Sutter,CHI,C,18,3,5,8,-2,22,,1,4,0,0,1,41,0.07317,2,3,,1991-1992
Brent Sutter,CHI,C,69,22,38,60,-10,36,,8,17,1,0,3,206,0.10679,13,34,,1991-1992
Brian Noonan,CHI,R,83,25,21,46,6,111,,7,8,0,0,1,191,0.13089,18,31,,1991-1992
Bryan Marchment,CHI,D,74,6,10,16,-4,204,,2,3,0,0,0,66,0.0909,4,11,,1991-1992
Cam Russell,CHI,D,31,0,2,2,-6,36,,0,0,0,0,0,16,0.0,0,2,,1991-1992
Chris Chelios,CHI,D,98,15,62,77,43,282,,5,25,2,0,3,293,0.05119,8,44,,1991-1992
Dan Vincelette,CHI,L,29,3,5,8,-6,56,,0,1,0,0,0,28,0.10714,3,7,,1991-1992
Dean McAmmond,CHI,C,8,0,2,2,-1,2,,0,2,0,0,0,5,0.0,0,0,,1991-1992
Dirk Graham,CHI,R,98,24,35,59,4,97,,6,6,1,0,2,267,0.08988,17,40,,1991-1992
Frantisek Kucera,CHI,D,67,3,10,13,0,36,,1,5,0,0,1,86,0.03488,2,7,,1991-1992
Greg Gilbert,CHI,L,60,8,8,16,-3,51,,0,0,0,0,2,54,0.14814,8,16,,1991-1992
Igor Kravchuk,CHI,D,36,3,14,17,-5,12,,1,8,0,0,1,88,0.03409,2,8,,1991-1992
Jeff Jackson,CHI,L,1,0,0,0,0,2,,0,0,0,0,0,0,,0,0,,1991-1992
Jeremy Roenick,CHI,C,98,65,60,125,34,110,,26,26,3,1,16,290,0.22413,36,70,,1991-1992
Jocelyn Lemieux,CHI,R,96,9,11,20,-2,113,,0,2,0,0,3,135,0.06666,9,17,,1991-1992
John Tonelli,CHI,L,52,3,11,14,-5,51,,2,7,0,0,1,45,0.06666,1,5,,1991-1992
Karl Dykhuis,CHI,D,6,1,3,4,-1,4,,1,0,0,0,0,12,0.08333,0,2,,1991-1992
Keith Brown,CHI,D,71,6,18,24,4,87,,2,11,1,0,1,125,0.048,3,10,,1991-1992
Michel Goulet,CHI,L,84,25,45,70,24,75,,9,12,0,1,5,195,0.1282,16,48,,1991-1992
Mike Hudson,CHI,C,92,17,20,37,-10,118,,2,3,1,1,2,123,0.13821,14,31,,1991-1992
Mike Peluso,CHI,L,80,7,5,12,-2,416,,2,1,0,0,1,36,0.19444,5,9,,1991-1992
Mike Stapleton,CHI,C,19,4,4,8,0,8,,1,1,0,0,0,32,0.125,3,6,,1991-1992
Paul Gillis,CHI,C,14,0,2,2,-3,54,,0,0,0,0,0,7,0.0,0,2,,1991-1992
Rick Lanz,CHI,D,1,0,0,0,0,2,,0,0,0,0,0,0,,0,0,,1991-1992
Rob Brown,CHI,R,8,2,4,6,1,4,,1,2,0,0,0,8,0.25,1,3,,1991-1992
Rob Brown,CHI,R,67,21,26,47,-15,73,,16,14,0,0,3,106,0.19811,5,17,,1991-1992
Rob Conn,CHI,R,2,0,0,0,1,2,,0,0,0,0,0,3,0.0,0,0,,1991-1992
Rod Buskas,CHI,D,6,0,1,1,-3,0,,0,0,0,0,0,1,0.0,0,1,,1991-1992
Rod Buskas,CHI,D,47,0,4,4,-13,91,,0,0,0,0,0,23,0.0,0,4,,1991-1992
Ryan McGill,CHI,D,9,0,2,2,1,20,,0,0,0,0,0,15,0.0,0,2,,1991-1992
Sean Williams,CHI,R,2,0,0,0,0,4,,0,0,0,0,0,0,,0,0,,1991-1992
Shawn Byram,CHI,L,1,0,0,0,0,0,,0,0,0,0,0,1,0.0,0,0,,1991-1992
Stephane Matteau,CHI,L,18,4,6,10,5,24,,1,3,1,0,0,32,0.125,2,5,,1991-1992
Stephane Matteau,CHI,L,24,6,8,14,5,64,,1,0,0,0,0,38,0.15789,5,13,,1991-1992
Steve Konroyd,CHI,D,82,4,24,28,-1,97,,1,5,0,0,0,126,0.03174,3,21,,1991-1992
Steve Larmer,CHI,R,98,37,52,89,19,71,,14,23,2,0,3,361,0.10249,21,47,,1991-1992
Steve Smith,CHI,D,94,10,32,42,35,320,,4,14,0,0,1,190,0.05263,6,23,,1991-1992
Steve Thomas,CHI,R,82,30,48,78,8,97,,3,18,0,1,3,245,0.12244,27,57,,1991-1992
Stu Grimson,CHI,L,68,2,3,5,-3,244,,0,0,0,0,0,25,0.08,2,5,,1991-1992
Tony Horacek,CHI,L,2,1,0,1,1,2,,0,0,0,0,0,1,1.0,1,1,,1991-1992
Tony Horacek,CHI,L,46,2,7,9,-7,72,,0,0,0,0,0,32,0.0625,2,9,,1991-1992
Tony Hrkac,CHI,C,3,0,0,0,0,2,,0,0,0,0,0,2,0.0,0,0,,1991-1992
Tony Hrkac,CHI,C,40,3,12,15,2,10,,0,6,0,0,0,53,0.0566,3,9,,1991-1992
