Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Aki Berg,LA,D,62,4,4,8,-9.0,150,0:00,1,0,42,9.5,,,,,,0,0,0.0
Brad Smyth RW *,LA,,66,2,4,6,-8.0,249,0:00,0,0,18,11.1,,,,,,0,0,0.0
Craig Johnson,LA,LW,57,16,24,40,5.0,66,0:00,5,11,130,12.3,,,,,,0,0,0.0
Dan Bylsma,LA,RW,73,1,12,13,14.0,90,0:00,0,4,61,1.6,,,,,,0,0,0.0
Donald MacLean,LA,C,46,0,8,8,0.0,111,0:00,0,0,23,0.0,,,,,,0,0,0.0
Doug Zmolek,LA,D,34,5,3,8,2.0,32,0:00,1,0,60,8.3,,,,,,0,0,0.0
Garry Galley,LA,D,74,17,21,38,9.0,42,0:00,6,3,125,13.6,,,,,,0,0,0.0
Glen Murray,LA,RW,77,21,58,79,17.0,53,0:00,4,17,162,13.0,,,,,,0,0,0.0
Ian Laperriere,LA,RW,62,11,13,24,4.0,70,0:00,1,3,89,12.4,,,,,,0,0,0.0
Jan Vopat,LA,D,22,5,2,7,-1.0,4,0:00,2,0,25,20.0,,,,,,0,0,0.0
Jason Morgan,LA,C,4,0,1,1,1.0,4,0:00,0,0,4,0.0,,,,,,0,0,0.0
Luc Robitaille,LA,LW,79,28,20,48,6.0,32,0:00,3,3,206,13.6,,,,,,0,0,0.0
Matt Johnson,LA,LW,21,1,5,6,8.0,10,0:00,0,1,13,7.7,,,,,,0,0,0.0
Mattias Norstrom,LA,D,40,6,9,15,-10.0,42,0:00,0,3,45,13.3,,,,,,0,0,0.0
Nathan Lafayette,LA,C,72,0,8,8,3.0,61,0:00,0,2,58,0.0,,,,,,0,0,0.0
Olli Jokinen,LA,C,11,1,0,1,-7.0,4,0:00,0,0,5,20.0,,,,,,0,0,0.0
Philippe Boucher,LA,D,80,2,15,17,7.0,179,0:00,0,3,71,2.8,,,,,,0,0,0.0
Ray Ferraro,LA,C,45,6,10,16,6.0,49,0:00,1,2,80,7.5,,,,,,0,0,0.0
Rob Blake,LA,D,73,18,34,52,15.0,18,0:00,2,4,113,15.9,,,,,,0,0,0.0
Roman Vopat,LA,LW,9,1,3,4,-1.0,4,0:00,0,2,12,8.3,,,,,,0,0,0.0
Russ Courtnall,LA,RW,77,6,15,21,0.0,131,0:00,0,2,74,8.1,,,,,,0,0,0.0
Sandy Moger,LA,RW,74,9,28,37,-5.0,63,0:00,7,13,128,7.0,,,,,,0,0,0.0
Sean O'Donnell,LA,D,58,12,6,18,-2.0,27,0:00,1,3,97,12.4,,,,,,0,0,0.0
Steve McKenna,LA,LW,65,3,9,12,9.0,33,0:00,0,0,57,5.3,,,,,,0,0,0.0
Total,LA,,8,0,0,0,-5.0,6,0:00,0,0,12,0.0,,,,,,0,0,0.0
Vitali Yachmenev,LA,LW,25,0,3,3,-7.0,55,0:00,0,0,36,0.0,,,,,,0,0,0.0
Vladimir Tsyplakov,LA,F,81,29,31,60,6.0,54,0:00,7,8,193,15.0,,,,,,0,0,0.0
Yanic Perreault,LA,C,81,23,27,50,-3.0,94,0:00,11,11,261,8.8,,,,,,0,0,0.0
