Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Alexander Selivanov,TB,RW,68,16,22,38,-37.0,34,0:00,6,8,175,9.1,,,,,,0,0,0.0
Allan Egeland,TB,C,12,0,0,0,-3.0,45,0:00,0,0,7,0.0,,,,,,0,0,0.0
Andrei Nazarov RW *,TB,,11,0,2,2,0.0,27,0:00,0,0,6,0.0,,,,,,0,0,0.0
Brent Peterson,TB,LW,14,0,5,5,-1.0,71,0:00,0,1,26,0.0,,,,,,0,0,0.0
Brian Bradley,TB,C,60,0,8,8,-23.0,41,0:00,0,5,76,0.0,,,,,,0,0,0.0
Bryan Marchment D *,TB,,29,1,5,6,-21.0,17,0:00,0,3,46,2.2,,,,,,0,0,0.0
Corey Spring,TB,RW,27,0,1,1,-10.0,8,0:00,0,0,17,0.0,,,,,,0,0,0.0
Cory Cross,TB,D,44,2,7,9,-3.0,19,0:00,0,0,49,4.1,,,,,,0,0,0.0
Darcy Tucker RW *,TB,,37,3,12,15,-18.0,22,0:00,1,10,86,3.5,,,,,,0,0,0.0
David Shaw,TB,D,14,1,1,2,-9.0,58,0:00,0,0,19,5.3,,,,,,0,0,0.0
David Wilkie D *,TB,,30,2,4,6,-2.0,16,0:00,0,0,44,4.5,,,,,,0,0,0.0
Daymond Langkow,TB,C,77,14,12,26,-31.0,41,0:00,0,2,126,11.1,,,,,,0,0,0.0
Dino Ciccarelli RW *,TB,,26,9,11,20,-7.0,36,0:00,3,2,71,12.7,,,,,,0,0,0.0
Enrico Ciccone D *,TB,,8,1,0,1,-1.0,10,0:00,0,0,12,8.3,,,,,,0,0,0.0
Igor Ulanov D *,TB,,35,2,8,10,-11.0,22,0:00,0,1,29,6.9,,,,,,0,0,0.0
Jamie Huscroft D *,TB,,25,1,2,3,-4.0,22,0:00,1,1,17,5.9,,,,,,0,0,0.0
Jason Bonsignore,TB,C,37,4,6,10,-25.0,26,0:00,4,1,41,9.8,,,,,,0,0,0.0
Jason Wiemer C *,TB,,72,6,11,17,-4.0,29,0:00,0,0,105,5.7,,,,,,0,0,0.0
Jassen Cullimore D *,TB,,19,5,0,5,-2.0,2,0:00,0,0,15,33.3,,,,,,0,0,0.0
Jeff Norton D *,TB,,78,5,9,14,-8.0,110,0:00,0,1,91,5.5,,,,,,0,0,0.0
Jeff Toms LW *,TB,,44,0,3,3,-4.0,122,0:00,0,0,21,0.0,,,,,,0,0,0.0
Jody Hull RW *,TB,,22,2,4,6,-3.0,43,0:00,0,1,20,10.0,,,,,,0,0,0.0
Karl Dykhuis,TB,D,35,6,8,14,-8.0,89,0:00,1,0,44,13.6,,,,,,0,0,0.0
Louie DeBrusk,TB,LW,10,1,2,3,-1.0,22,0:00,0,0,8,12.5,,,,,,0,0,0.0
Mick Vukota RW *,TB,,14,0,2,2,-2.0,12,0:00,0,0,12,0.0,,,,,,0,0,0.0
Mikael Andersson,TB,LW,34,11,6,17,-14.0,42,0:00,3,1,104,10.6,,,,,,0,0,0.0
Mikael Renberg,TB,RW,82,13,27,40,-43.0,32,0:00,2,13,145,9.0,,,,,,0,0,0.0
Mike McBain,TB,D,42,1,0,1,0.0,116,0:00,0,0,15,6.7,,,,,,0,0,0.0
Patrick Poulin RW *,TB,,45,2,7,9,-5.0,85,0:00,1,0,32,6.3,,,,,,0,0,0.0
Paul Brousseau,TB,RW,54,1,2,3,-2.0,166,0:00,0,0,14,7.1,,,,,,0,0,0.0
Pavel Kubina,TB,D,24,2,1,3,-9.0,15,0:00,1,0,17,11.8,,,,,,0,0,0.0
Rob Zamuner,TB,LW,70,16,19,35,-38.0,85,0:00,4,8,206,7.8,,,,,,0,0,0.0
Roman Hamrlik D *,TB,,67,8,9,17,-9.0,132,0:00,2,0,106,7.5,,,,,,0,0,0.0
Sandy McCarthy RW *,TB,,28,2,4,6,2.0,4,0:00,0,0,28,7.1,,,,,,0,0,0.0
Stephane Richer RW *,TB,,68,8,14,22,-9.0,62,0:00,2,2,156,5.1,,,,,,0,0,0.0
Steve Kelly C *,TB,,13,1,2,3,-6.0,7,0:00,0,0,14,7.1,,,,,,0,0,0.0
Total,TB,,3,0,0,0,0.0,7,0:00,0,0,0,0.0,,,,,,0,0,0.0
Troy Mallette,TB,LW,8,0,0,0,0.0,9,0:00,0,0,4,0.0,,,,,,0,0,0.0
Vladimir Vujtek,TB,C,14,2,5,7,-9.0,6,0:00,2,2,24,8.3,,,,,,0,0,0.0
Yves Racine,TB,D,74,3,6,9,-24.0,77,0:00,0,1,72,4.2,,,,,,0,0,0.0
