Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Al Iafrate,SJ,D,57,2,7,9,-2.0,22,0:00,0,0,57,3.5,,,,,,0,0,0.0
Alexander Korolyuk,SJ,RW,20,3,3,6,3.0,22,0:00,0,0,24,12.5,,,,,,0,0,0.0
Andrei Nazarov RW *,SJ,,7,1,1,2,-2.0,0,0:00,0,1,9,11.1,,,,,,0,0,0.0
Andrei Zyuzin,SJ,D,81,3,12,15,-4.0,59,0:00,1,1,61,4.9,,,,,,0,0,0.0
Barry Potomski,SJ,LW,40,1,1,2,-4.0,112,0:00,0,0,31,3.2,,,,,,0,0,0.0
Bernie Nicholls,SJ,C,73,15,14,29,4.0,60,0:00,1,0,79,19.0,,,,,,0,0,0.0
Bill Houlder,SJ,D,75,14,27,41,-2.0,144,0:00,3,10,192,7.3,,,,,,0,0,0.0
Bryan Marchment D *,SJ,,19,2,3,5,-5.0,6,0:00,1,0,23,8.7,,,,,,0,0,0.0
Dave Lowry LW *,SJ,,21,2,7,9,-1.0,28,0:00,2,2,37,5.4,,,,,,0,0,0.0
Dody Wood,SJ,C,9,0,1,1,1.0,30,0:00,0,0,4,0.0,,,,,,0,0,0.0
Doug Bodger D *,SJ,,56,2,10,12,10.0,140,0:00,0,0,46,4.3,,,,,,0,0,0.0
Jarrod Skalde C *,SJ,,28,4,6,10,0.0,32,0:00,0,5,41,9.8,,,,,,0,0,0.0
Joe Murphy RW *,SJ,,22,4,6,10,-2.0,14,0:00,0,1,30,13.3,,,,,,0,0,0.0
John MacLean RW *,SJ,,74,13,19,32,5.0,14,0:00,1,6,90,14.4,,,,,,0,0,0.0
Ken Sutton D *,SJ,,8,0,0,0,-3.0,40,0:00,0,0,4,0.0,,,,,,0,0,0.0
Marco Sturm,SJ,LW,51,13,19,32,0.0,28,0:00,5,6,139,9.4,,,,,,0,0,0.0
Marcus Ragnarsson,SJ,D,59,16,9,25,3.0,70,0:00,3,1,119,13.4,,,,,,0,0,0.0
Marty McSorley,SJ,D,42,6,6,12,2.0,50,0:00,0,0,63,9.5,,,,,,0,0,0.0
Mike Rathje,SJ,D,64,8,13,21,-13.0,31,0:00,4,8,100,8.0,,,,,,0,0,0.0
Mike Ricci C *,SJ,,79,5,20,25,-11.0,65,0:00,3,7,91,5.5,,,,,,0,0,0.0
Murray Craven,SJ,LW,74,10,20,30,-2.0,40,0:00,2,4,118,8.5,,,,,,0,0,0.0
Niklas Andersson,SJ,LW,8,0,0,0,-4.0,15,0:00,0,0,7,0.0,,,,,,0,0,0.0
Owen Nolan,SJ,RW,79,31,32,63,8.0,40,0:00,7,14,186,16.7,,,,,,0,0,0.0
Patrick Marleau,SJ,C,82,7,25,32,13.0,48,0:00,4,12,102,6.9,,,,,,0,0,0.0
Richard Brennan,SJ,D,12,0,3,3,2.0,43,0:00,0,1,13,0.0,,,,,,0,0,0.0
Ron Sutter,SJ,C,10,5,4,9,1.0,14,0:00,2,2,29,17.2,,,,,,0,0,0.0
Shawn Burr,SJ,LW,56,6,7,13,8.0,66,0:00,2,2,72,8.3,,,,,,0,0,0.0
Shean Donovan RW *,SJ,,18,5,2,7,-2.0,2,0:00,2,0,51,9.8,,,,,,0,0,0.0
Stephane Matteau,SJ,RW,67,12,17,29,4.0,25,0:00,2,3,107,11.2,,,,,,0,0,0.0
Stephen Guolla,SJ,LW,11,1,2,3,-4.0,2,0:00,1,1,24,4.2,,,,,,0,0,0.0
Todd Gill D *,SJ,,59,9,14,23,-4.0,30,0:00,5,5,86,10.5,,,,,,0,0,0.0
Tony Granato,SJ,LW,60,6,22,28,-4.0,26,0:00,3,6,81,7.4,,,,,,0,0,0.0
Total,SJ,,5,0,0,0,-1.0,2,0:00,0,0,6,0.0,,,,,,0,0,0.0
Viktor Kozlov RW *,SJ,,50,4,4,8,0.0,51,0:00,0,0,47,8.5,,,,,,0,0,0.0
