Name,GP,GS,MIN,PTS,OR,DR,REB,AST,STL,BLK,TO,PF,AST/TO,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,SC-EFF,SH-EFF,Position,Traded
Allisha Gray,34,29,30.4,10.6,1.3,2.8,4.1,2.3,1.2,0.4,1.5,2.6,1.6,3.4,7.5,45.7,1.0,2.5,38.4,2.8,3.3,84.8,2.5,5.0,49.4,1.414,0.52,G,False
Arike Ogunbowale,33,28,32.1,19.1,0.6,1.8,2.4,3.2,1.1,0.0,2.1,2.6,1.6,6.5,16.7,38.8,1.7,4.9,35.2,4.4,5.4,81.5,4.8,11.8,40.4,1.143,0.44,G,False
Azura Stevens,9,1,16.0,4.8,1.7,1.9,3.6,0.6,0.6,1.1,1.0,1.3,0.6,2.1,5.9,35.8,0.1,1.0,11.1,0.4,0.6,80.0,2.0,4.9,40.9,0.811,0.37,F,False
Brooke McCarty-Williams,34,3,13.1,2.4,0.3,1.0,1.3,1.9,0.5,0.0,0.8,1.2,2.3,0.8,2.6,28.9,0.5,1.5,36.0,0.3,0.4,91.7,0.2,1.2,20.0,0.900,0.39,G,False
Glory Johnson,28,19,24.1,7.3,1.0,4.2,5.1,1.4,1.4,0.6,1.0,1.6,1.4,2.8,7.6,36.4,1.3,3.7,34.0,0.5,0.9,58.3,1.5,4.0,38.7,0.958,0.45,F,False
Imani McGee-Stafford,29,6,11.9,3.9,1.5,2.3,3.8,0.6,0.6,0.6,1.2,2.0,0.5,1.8,3.8,46.8,0.0,0.1,25.0,0.3,0.5,64.3,1.7,3.6,47.6,1.028,0.47,F,False
Isabelle Harrison,31,29,25.6,8.6,2.3,3.5,5.8,1.4,1.1,0.8,1.5,2.6,0.9,3.5,7.8,45.6,0.0,0.2,0.0,1.5,2.2,71.6,3.5,7.6,46.8,1.112,0.46,F,False
Kaela Davis,33,16,19.2,6.0,0.5,1.7,2.2,2.1,0.5,0.2,2.2,2.4,0.9,2.3,7.0,32.9,0.5,1.5,31.4,0.9,1.0,87.9,1.8,5.5,33.3,0.853,0.36,F,False
Karlie Samuelson,4,0,12.0,1.5,0.3,0.3,0.5,0.5,0.8,0.3,0.0,1.5,INF,0.5,1.8,28.6,0.5,1.5,33.3,0.0,0.0,0.0,0.0,0.3,0.0,0.857,0.43,G,False
Kayla Thornton,27,25,30.4,10.4,1.8,3.5,5.3,1.8,0.9,0.3,1.6,2.2,1.1,3.7,10.7,34.3,1.0,3.8,27.2,2.0,2.1,93.1,2.6,6.9,38.2,0.969,0.39,F,False
Kristine Anigwe,10,0,12.9,3.2,1.4,2.2,3.6,0.3,0.3,0.4,0.7,2.2,0.4,1.1,3.3,33.3,0.0,0.0,0.0,1.0,1.5,66.7,1.1,3.3,33.3,0.970,0.33,F,False
Megan Gustafson,25,0,9.5,2.9,0.8,1.7,2.5,0.3,0.2,0.2,0.4,1.0,0.7,1.1,2.2,49.1,0.0,0.4,11.1,0.7,0.8,90.0,1.0,1.8,56.5,1.327,0.50,C,False
Tayler Hill,4,2,12.3,3.3,0.5,0.8,1.3,0.8,0.3,0.0,0.0,1.0,INF,1.0,3.3,30.8,0.3,1.5,16.7,1.0,1.3,80.0,0.8,1.8,42.9,1.000,0.35,G,False
Theresa Plaisance,22,12,17.2,6.0,1.0,3.5,4.4,1.5,0.3,0.8,1.4,2.4,1.1,2.1,5.6,37.4,1.0,3.0,34.3,0.8,1.0,77.3,1.0,2.5,41.1,1.073,0.47,F,False
Total,34,,,71.6,10.5,23.4,33.9,15.2,7.3,3.8,12.6,19.4,1.2,25.9,66.6,38.9,6.4,19.5,32.6,13.5,16.6,81.1,19.5,47.1,41.4,1.075,0.44,,False
