Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Chris Dingman,TB,LW,9,0,1,1,-3.0,6,10:19,0,0,2,0.0,,,,,,0,0,0.0
Cory Sarich,TB,D,72,4,13,17,-4.0,90,8:43,1,1,79,5.1,,,,,,0,0,0.0
Dan Boyle,TB,D,77,31,23,54,5.0,56,19:35,12,4,221,14.0,,,,,,0,0,0.0
Darren Reid,TB,RW,12,0,1,1,-3.0,4,4:40,0,0,9,0.0,,,,,,0,0,0.0
Darryl Sydor,TB,D,48,15,13,28,-4.0,6,15:20,6,4,81,18.5,,,,,,0,0,0.0
Dave Andreychuk,TB,LW,76,1,17,18,5.0,58,17:07,0,1,73,1.4,,,,,,0,0,0.0
Dmitry Afanasenkov,TB,RW,82,1,14,15,-2.0,79,18:34,0,1,88,1.1,,,,,,0,0,0.0
Doug O'Brien,TB,D,34,0,1,1,-10.0,22,5:29,0,0,24,0.0,,,,,,0,0,0.0
Evgeny Artyukhin,TB,RW,61,4,13,17,-7.0,30,11:41,2,1,72,5.6,,,,,,0,0,0.0
Fredrik Modin,TB,LW,80,31,30,61,-3.0,38,20:59,9,11,221,14.0,,,,,,3,0,0.0
Jim Campbell,TB,RW,5,0,0,0,0.0,2,7:43,0,0,2,0.0,,,,,,0,0,0.0
Martin Cibak,TB,C,82,0,9,9,7.0,60,17:50,0,0,26,0.0,,,,,,0,0,0.0
Martin St. Louis,TB,RW,80,35,40,75,0.0,90,20:07,13,19,309,11.3,,,,,,9,4,44.4
Nick Tarnasky,TB,LW,14,2,1,3,-2.0,4,7:09,1,0,12,16.7,,,,,,0,0,0.0
Nolan Pratt,TB,D,82,7,6,13,-12.0,22,12:26,0,0,109,6.4,,,,,,0,0,0.0
Norm Milley,TB,RW,65,2,6,8,-9.0,22,6:36,0,0,50,4.0,,,,,,0,0,0.0
Paul Ranger,TB,D,80,4,19,23,-18.0,30,19:05,1,6,64,6.3,,,,,,0,0,0.0
Pavel Kubina,TB,D,80,26,15,41,-4.0,44,15:20,4,3,164,15.9,,,,,,1,0,0.0
Rob DiMaio,TB,RW,42,6,12,18,-13.0,16,13:25,4,8,81,7.4,,,,,,0,0,0.0
Ruslan Fedotenko,TB,LW,79,15,38,53,-8.0,38,23:25,6,19,153,9.8,,,,,,0,0,0.0
Ryan Craig,TB,C,76,5,33,38,-12.0,96,22:24,4,22,155,3.2,,,,,,1,0,0.0
Tim Taylor,TB,C,68,9,6,15,-7.0,16,9:44,1,3,78,11.5,,,,,,1,0,0.0
Timo Helbling,TB,D,7,0,1,1,-2.0,0,5:40,0,0,3,0.0,,,,,,0,0,0.0
Total,TB,,1,0,0,0,0.0,2,8:47,0,0,0,0.0,,,,,,0,0,0.0
Vincent Lecavalier,TB,C,81,25,55,80,-3.0,50,19:10,10,17,236,10.6,,,,,,3,2,66.7
Vinny Prospal,TB,LW,82,23,68,91,0.0,32,22:45,7,39,282,8.2,,,,,,9,6,66.7
