Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Aaron Miller,LA,D,19,5,3,8,-9.0,4,15:29,3,3,35,14.3,,,,,,1,0,0.0
Alexander Frolov,LA,LW,80,26,29,55,-14.0,50,16:45,15,19,206,12.6,,,,,,1,0,0.0
Brent Sopel D *,LA,,8,0,2,2,-4.0,12,15:15,0,1,10,0.0,,,,,,0,0,0.0
Connor James,LA,LW,2,0,0,0,-2.0,2,4:46,0,0,1,0.0,,,,,,0,0,0.0
Craig Conroy,LA,C,80,17,50,67,7.0,50,23:16,10,31,152,11.2,,,,,,0,0,0.0
Denis Grebeshkov D *,LA,,55,2,3,5,1.0,138,4:56,0,0,23,8.7,,,,,,0,0,0.0
Derek Armstrong,LA,C,69,21,33,54,17.0,40,19:18,4,10,174,12.1,,,,,,4,3,75.0
Dustin Brown,LA,RW,65,17,20,37,-5.0,62,17:33,5,2,119,14.3,,,,,,0,0,0.0
Eric Belanger,LA,C,75,15,24,39,-5.0,257,13:36,1,3,189,7.9,,,,,,0,0,0.0
George Parros,LA,RW,48,3,4,7,0.0,26,9:44,0,0,32,9.4,,,,,,0,0,0.0
Jeff Cowan,LA,RW,53,0,9,9,-3.0,14,15:03,0,0,21,0.0,,,,,,0,0,0.0
Jeff Giuliano,LA,C,56,0,8,8,-6.0,27,18:26,0,1,32,0.0,,,,,,0,0,0.0
Jeff Tambellini LW *,LA,,5,0,0,0,-1.0,7,3:38,0,0,0,0.0,,,,,,0,0,0.0
Jeremy Roenick,LA,C,76,8,14,22,-8.0,100,12:55,0,0,74,10.8,,,,,,0,0,0.0
Joe Corvo,LA,D,62,13,28,41,-2.0,46,15:31,7,6,100,13.0,,,,,,0,0,0.0
Ken Belanger,LA,LW,5,0,0,0,0.0,0,7:22,0,0,3,0.0,,,,,,0,0,0.0
Konstantin Pushkarev,LA,F,11,0,1,1,-4.0,6,22:01,0,0,12,0.0,,,,,,0,0,0.0
Luc Robitaille,LA,LW,77,4,23,27,-3.0,58,21:06,2,8,83,4.8,,,,,,0,0,0.0
Mark Parrish RW *,LA,,46,8,1,9,-8.0,73,8:26,0,0,53,15.1,,,,,,0,0,0.0
Matt Ryan,LA,C,1,0,1,1,0.0,0,9:33,0,0,0,0.0,,,,,,0,0,0.0
Mattias Norstrom,LA,D,79,14,14,28,-10.0,80,13:58,6,3,159,8.8,,,,,,0,0,0.0
Michael Cammalleri,LA,LW,58,25,37,62,21.0,42,21:04,7,19,184,13.6,,,,,,5,3,60.0
Mike Weaver,LA,D,53,2,11,13,0.0,48,19:08,0,4,58,3.4,,,,,,0,0,0.0
Nathan Dempsey,LA,D,78,2,19,21,0.0,77,17:41,0,0,72,2.8,,,,,,0,0,0.0
Noah Clarke,LA,LW,10,1,0,1,1.0,0,4:41,0,0,7,14.3,,,,,,0,0,0.0
Pavol Demitra,LA,LW,78,22,44,66,13.0,78,19:13,5,16,154,14.3,,,,,,1,0,0.0
Petr Kanko,LA,RW,12,0,1,1,-4.0,2,6:06,0,0,8,0.0,,,,,,0,0,0.0
Richard Petiot,LA,D,2,0,0,0,0.0,5,0:20,0,0,0,0.0,,,,,,0,0,0.0
Ryan Flinn,LA,LW,4,0,0,0,-1.0,2,9:23,0,0,6,0.0,,,,,,0,0,0.0
Sean Avery,LA,C,81,14,26,40,16.0,38,19:59,7,14,190,7.4,,,,,,3,1,33.3
Tim Gleason,LA,D,58,9,13,22,-5.0,36,17:21,2,5,111,8.1,,,,,,2,1,50.0
Tom Kostopoulos,LA,RW,65,15,9,24,-6.0,52,14:03,3,6,125,12.0,,,,,,3,2,66.7
Total,LA,,2,0,0,0,-1.0,0,7:19,0,0,1,0.0,,,,,,0,0,0.0
