Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,SHG,OTG,GWG,S,S%,EVG,EVP,FO%,Season
Aaron Ward,CAR,D,96,8,22,30,2,80,1187.427,0,0,0,0,1,78,0.10256,8,27,0.0,2005-2006
Andrew Hutchinson,CAR,D,36,3,8,11,-2,18,622.2222,2,6,0,0,0,33,0.0909,1,3,,2005-2006
Andrew Ladd,CAR,L,46,8,8,16,0,8,632.0217,3,1,0,0,1,56,0.14285,5,12,,2005-2006
Anton Babchuk,CAR,D,39,5,5,10,-7,22,887.5128,3,4,0,0,0,56,0.08928,2,3,,2005-2006
Bret Hedican,CAR,D,99,7,31,38,17,100,1254.5252,2,10,1,0,1,96,0.07291,4,22,,2005-2006
Chad LaRose,CAR,R,70,1,13,14,5,45,605.5285,0,3,0,0,1,77,0.01298,1,10,0.33333,2005-2006
Cory Stillman,CAR,L,97,30,72,102,3,46,1120.5876,14,31,0,2,6,252,0.11904,16,57,0.35714,2005-2006
Craig Adams,CAR,R,92,10,11,21,-3,61,672.2717,1,0,1,0,2,86,0.11627,8,17,0.52941,2005-2006
Danny Richmond,CAR,D,20,0,1,1,-6,25,678.2,0,0,0,0,0,13,0.0,0,1,,2005-2006
David Gove,CAR,L,1,0,1,1,2,0,432.0,0,0,0,0,0,0,,0,1,,2005-2006
Doug Weight,CAR,C,23,3,13,16,-3,20,926.913,2,7,0,0,0,35,0.08571,1,7,0.44745,2005-2006
Doug Weight,CAR,C,70,15,42,57,-17,75,1244.4857,9,19,0,0,1,175,0.08571,6,28,0.48769,2005-2006
Eric Staal,CAR,C,107,54,74,128,-8,89,1180.7289,26,31,4,1,5,366,0.14754,24,66,0.42456,2005-2006
Erik Cole,CAR,L,62,30,29,59,18,54,1150.2741,3,11,3,0,8,167,0.17964,24,41,0.4,2005-2006
Frantisek Kaberle,CAR,D,102,10,47,57,1,54,1159.0,4,23,0,2,4,161,0.06211,6,29,,2005-2006
Glen Wesley,CAR,D,89,2,10,12,11,62,940.0561,0,0,0,0,0,43,0.04651,2,12,,2005-2006
Jesse Boulerice,CAR,R,38,0,0,0,-7,64,153.0263,0,0,0,0,0,5,0.0,0,0,,2005-2006
Josef Vasicek,CAR,C,31,4,5,9,1,10,840.8387,0,1,0,0,0,54,0.07407,4,8,0.57894,2005-2006
Justin Williams,CAR,R,107,38,56,94,13,94,1274.7289,8,21,5,0,5,326,0.11656,25,58,0.26315,2005-2006
Keith Aucoin,CAR,C,7,0,1,1,-4,4,319.4285,0,0,0,0,0,3,0.0,0,1,1.0,2005-2006
Kevyn Adams,CAR,C,107,15,8,23,-4,50,756.8785,0,0,2,0,2,196,0.07653,13,20,0.51063,2005-2006
Mark Recchi,CAR,R,25,7,9,16,-5,18,993.88,2,5,0,0,2,45,0.15555,5,9,0.5,2005-2006
Mark Recchi,CAR,R,83,28,36,64,-36,68,1224.1807,13,21,0,0,3,199,0.1407,15,28,0.48091,2005-2006
Matt Cullen,CAR,C,103,29,38,67,6,52,974.4563,10,17,0,1,6,270,0.1074,19,39,0.5125,2005-2006
Mike Commodore,CAR,D,97,5,12,17,13,171,991.2164,0,1,1,0,2,99,0.0505,4,14,0.0,2005-2006
Mike Zigomanis,CAR,C,23,1,0,1,1,4,556.0869,0,0,0,0,0,17,0.05882,1,1,0.50684,2005-2006
Niclas Wallin,CAR,D,75,5,8,13,5,56,1006.0933,0,1,0,1,1,63,0.07936,5,12,,2005-2006
Niklas Nordgren,CAR,L,58,4,2,6,-8,34,424.8965,0,0,0,0,0,38,0.10526,4,6,0.2,2005-2006
Oleg Tverdovsky,CAR,D,77,3,20,23,-2,37,951.7142,0,12,0,0,0,93,0.03225,3,11,,2005-2006
Radim Vrbata,CAR,R,61,15,24,39,4,22,893.7704,6,10,0,0,0,185,0.08108,9,22,0.44444,2005-2006
Ray Whitney,CAR,L,87,26,44,70,-1,56,980.6321,17,29,0,1,3,187,0.13903,9,24,0.35714,2005-2006
Rod Brind'Amour,CAR,C,103,43,45,88,17,84,1451.2815,25,19,2,0,9,273,0.1575,16,39,0.58687,2005-2006
