Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Alyn McCauley,SJ,C,39,14,13,27,4.0,35,14:08,2,4,75,18.7,,,,,,1,0,0.0
Brad Stuart D *,SJ,,45,4,12,16,0.0,26,11:54,0,4,66,6.1,,,,,,3,1,33.3
Christian Ehrhoff,SJ,D,77,2,21,23,6.0,66,22:52,0,5,67,3.0,,,,,,0,0,0.0
Douglas Murray,SJ,D,10,1,0,1,3.0,38,5:38,0,0,6,16.7,,,,,,0,0,0.0
Grant Stevenson,SJ,C,64,5,18,23,10.0,32,17:48,2,11,124,4.0,,,,,,0,0,0.0
Jim Fahey,SJ,D,12,3,3,6,-2.0,14,16:07,2,2,11,27.3,,,,,,0,0,0.0
Joe Thornton C *,SJ,,82,56,37,93,23.0,58,19:57,24,17,317,17.7,,,,,,6,1,16.7
Josh Gorges,SJ,D,69,1,5,6,6.0,76,13:50,0,0,36,2.8,,,,,,0,0,0.0
Josh Langfeld RW *,SJ,,23,2,10,12,-2.0,14,23:16,1,4,41,4.9,,,,,,0,0,0.0
Kyle McLaren,SJ,D,80,9,15,24,3.0,97,12:03,2,3,100,9.0,,,,,,0,0,0.0
Marcel Goc,SJ,C,47,10,12,22,-7.0,14,11:56,5,4,67,14.9,,,,,,1,0,0.0
Marco Sturm LW *,SJ,,71,10,11,21,-8.0,84,13:18,1,4,122,8.2,,,,,,0,0,0.0
Mark Smith,SJ,C,81,6,18,24,7.0,58,24:34,2,8,104,5.8,,,,,,0,0,0.0
Matt Carkner,SJ,D,18,0,2,2,-2.0,9,9:39,0,0,14,0.0,,,,,,0,0,0.0
Matthew Carle,SJ,D,49,0,6,6,5.0,31,17:37,0,1,25,0.0,,,,,,0,0,0.0
Milan Michalek,SJ,LW,74,11,32,43,17.0,26,20:29,2,20,131,8.4,,,,,,0,0,0.0
Niko Dimitrakos RW *,SJ,,23,6,10,16,-8.0,16,17:28,3,5,48,12.5,,,,,,2,2,100.0
Nils Ekman,SJ,LW,82,34,52,86,-12.0,26,19:55,20,24,260,13.1,,,,,,5,0,0.0
Patrick Marleau,SJ,C,58,20,72,92,31.0,55,21:15,8,32,135,14.8,,,,,,3,0,0.0
Patrick Rissmiller,SJ,LW,22,3,4,7,-3.0,10,15:23,0,0,41,7.3,,,,,,0,0,0.0
Rob Davison,SJ,D,18,3,3,6,1.0,8,9:21,1,0,26,11.5,,,,,,0,0,0.0
Ryane Clowe,SJ,LW,21,0,2,2,-11.0,14,12:38,0,0,22,0.0,,,,,,0,0,0.0
Scott Hannan,SJ,D,76,12,14,26,-3.0,30,14:14,4,1,105,11.4,,,,,,0,0,0.0
Scott Parker,SJ,RW,1,0,1,1,0.0,2,6:01,0,0,0,0.0,,,,,,0,0,0.0
Scott Thornton,SJ,LW,81,8,14,22,-7.0,22,11:42,2,2,96,8.3,,,,,,0,0,0.0
Steve Bernier,SJ,RW,81,17,18,35,1.0,45,15:45,4,7,159,10.7,,,,,,2,1,50.0
Tom Preissing,SJ,D,77,21,36,57,20.0,54,15:12,5,14,176,11.9,,,,,,6,2,33.3
Total,SJ,,34,0,1,1,3.0,27,13:52,0,0,21,0.0,,,,,,0,0,0.0
Ville Nieminen LW *,SJ,,21,5,3,8,-6.0,17,13:54,1,0,35,14.3,,,,,,0,0,0.0
Wayne Primeau LW *,SJ,,39,2,9,11,4.0,16,11:46,0,0,53,3.8,,,,,,0,0,0.0
