Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Andy Sutton,WPG,D,82,4,28,32,9.0,48,24:25,2,9,84,4.8,,,,,,0,0,0.0
Bobby Holik,WPG,C,71,12,22,34,5.0,55,13:23,3,7,100,12.0,,,,,,0,0,0.0
Brad Larsen,WPG,LW,60,8,12,20,-8.0,62,11:53,2,1,70,11.4,,,,,,1,0,0.0
Braydon Coburn,WPG,D,11,0,1,1,0.0,8,6:32,0,0,11,0.0,,,,,,0,0,0.0
Chris Kunitz LW *,WPG,,3,0,0,0,-1.0,0,6:44,0,0,4,0.0,,,,,,0,0,0.0
Derek MacKenzie,WPG,C,6,0,1,1,-2.0,4,7:17,0,0,1,0.0,,,,,,0,0,0.0
Eric Boulton,WPG,LW,41,4,6,10,-4.0,40,14:21,1,1,53,7.5,,,,,,0,0,0.0
Francis Lessard,WPG,RW,9,0,1,1,-2.0,4,7:43,0,1,4,0.0,,,,,,0,0,0.0
Garnet Exelby,WPG,D,16,7,3,10,0.0,8,16:44,2,3,20,35.0,,,,,,0,0,0.0
Greg de Vries,WPG,D,79,7,31,38,-9.0,76,20:47,5,22,143,4.9,,,,,,0,0,0.0
J.P. Vigier,WPG,RW,75,1,9,10,11.0,75,15:40,0,0,44,2.3,,,,,,0,0,0.0
Jaroslav Modry,WPG,D,60,21,18,39,-3.0,40,15:56,8,9,143,14.7,,,,,,3,0,0.0
Jim Slater,WPG,C,64,10,14,24,3.0,36,13:49,2,1,81,12.3,,,,,,0,0,0.0
Karl Stewart,WPG,LW,6,0,0,0,-2.0,0,2:33,0,0,0,0.0,,,,,,0,0,0.0
Marc Savard,WPG,C,78,52,46,98,-6.0,68,22:23,27,29,323,16.1,,,,,,10,1,10.0
Marian Hossa,WPG,RW,82,28,69,97,7.0,100,20:30,14,36,212,13.2,,,,,,3,1,33.3
Mark Popovic,WPG,LW,8,0,0,0,-3.0,15,5:40,0,0,6,0.0,,,,,,0,0,0.0
Niclas Havelid,WPG,D,64,15,18,33,-6.0,79,17:30,5,12,151,9.9,,,,,,0,0,0.0
Patrik Stefan,WPG,C,74,7,17,24,-4.0,79,11:05,1,1,82,8.5,,,,,,0,0,0.0
Peter Bondra,WPG,RW,82,25,46,71,14.0,33,17:46,8,16,206,12.1,,,,,,7,5,71.4
Ramzi Abid,WPG,LW,66,0,3,3,1.0,33,10:14,0,0,50,0.0,,,,,,0,0,0.0
Rico Fata C *,WPG,,6,0,2,2,1.0,6,8:10,0,0,6,0.0,,,,,,0,0,0.0
Ronald Petrovicky,WPG,RW,71,10,10,20,1.0,46,10:05,1,1,108,9.3,,,,,,1,1,100.0
Scott Barney,WPG,RW,7,0,0,0,-5.0,0,11:04,0,0,6,0.0,,,,,,0,0,0.0
Scott Mellanby,WPG,RW,82,7,28,35,1.0,76,22:00,3,12,111,6.3,,,,,,2,0,0.0
Serge Aubin,WPG,LW,76,8,17,25,13.0,144,21:04,2,0,86,9.3,,,,,,0,0,0.0
Shane Hnidy,WPG,D,51,4,5,9,-4.0,87,4:54,0,0,28,14.3,,,,,,0,0,0.0
Steve McCarthy D *,WPG,,62,7,8,15,-3.0,21,10:58,0,0,48,14.6,,,,,,0,0,0.0
Tomas Kloucek,WPG,D,2,0,0,0,-3.0,2,5:42,0,0,0,0.0,,,,,,0,0,0.0
Total,WPG,,1,0,0,0,0.0,2,3:14,0,0,0,0.0,,,,,,0,0,0.0
Vyacheslav Kozlov,WPG,LW,80,39,53,92,17.0,67,21:41,14,25,341,11.4,,,,,,9,3,33.3
