Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,SHG,OTG,GWG,S,S%,EVG,EVP,FO%,Season
Andrew Ference,CGY,D,89,4,31,35,-9,97,1222.6067,2,19,0,0,0,118,0.03389,2,14,0.0,2005-2006
Bryan Marchment,CGY,D,37,1,2,3,8,75,787.027,0,0,0,0,0,16,0.0625,1,3,0.0,2005-2006
Byron Ritchie,CGY,C,52,4,2,6,-4,69,587.0384,0,0,0,0,0,41,0.09756,4,6,0.52459,2005-2006
Cale Hulse,CGY,D,39,0,4,4,-8,63,917.5641,0,0,0,0,0,34,0.0,0,4,,2005-2006
Carsen Germyn,CGY,C,2,0,0,0,-1,0,300.0,0,0,0,0,0,2,0.0,0,0,,2005-2006
Chris Simon,CGY,L,78,8,15,23,-3,101,625.0,2,2,0,0,3,82,0.09756,6,19,0.47058,2005-2006
Chuck Kobasew,CGY,R,84,21,11,32,-13,64,736.7023,10,2,0,0,5,156,0.13461,11,20,0.28571,2005-2006
Craig MacDonald,CGY,C,26,3,2,5,4,8,610.8461,1,0,0,0,0,29,0.10344,2,4,0.44117,2005-2006
Darren McCarty,CGY,R,74,9,6,15,0,132,691.8783,1,1,0,1,1,74,0.12162,8,13,0.48979,2005-2006
Daymond Langkow,CGY,C,89,26,39,65,6,52,1094.2471,12,19,0,1,7,189,0.13756,14,31,0.47487,2005-2006
Dion Phaneuf,CGY,D,89,21,29,50,-3,100,1289.0112,17,17,0,1,7,255,0.08235,4,15,,2005-2006
Eric Nystrom,CGY,L,2,0,0,0,-1,0,720.5,0,0,0,0,0,0,,0,0,0.6,2005-2006
Jamie Lundmark,CGY,C,4,0,1,1,0,7,584.0,0,1,0,0,0,2,0.0,0,0,0.36,2005-2006
Jamie Lundmark,CGY,C,53,10,19,29,-1,62,745.9622,2,10,0,0,1,78,0.1282,8,17,0.57324,2005-2006
Jarome Iginla,CGY,R,89,40,35,75,8,97,1313.5842,18,16,2,0,7,317,0.12618,20,37,0.53433,2005-2006
Jason Wiemer,CGY,C,49,2,2,4,-4,103,484.8979,0,0,0,0,0,37,0.05405,2,4,0.46923,2005-2006
Jordan Leopold,CGY,D,81,2,19,21,8,72,1323.3827,2,11,0,0,1,92,0.02173,0,8,,2005-2006
Kristian Huselius,CGY,L,7,2,4,6,1,4,935.1428,2,1,0,0,0,14,0.14285,0,3,,2005-2006
Kristian Huselius,CGY,L,78,20,27,47,-9,40,891.5,8,20,0,0,4,164,0.12195,12,19,0.5,2005-2006
Lynn Loyns,CGY,C,1,0,0,0,0,0,375.0,0,0,0,0,0,0,,0,0,,2005-2006
Marcus Nilson,CGY,L,70,6,11,17,13,32,890.0285,2,2,0,0,2,83,0.07228,4,13,0.45408,2005-2006
Mark Giordano,CGY,D,7,0,1,1,2,8,724.5714,0,1,0,0,0,5,0.0,0,0,,2005-2006
Matthew Lombardi,CGY,C,62,6,22,28,-5,50,860.2903,1,5,2,0,2,81,0.07407,3,19,0.51773,2005-2006
Mike Leclerc,CGY,L,3,0,0,0,0,2,629.0,0,0,0,0,0,2,0.0,0,0,,2005-2006
Mike Leclerc,CGY,L,50,10,16,26,0,37,801.32,4,3,0,0,0,65,0.15384,6,19,0.22727,2005-2006
Rhett Warrener,CGY,D,68,3,3,6,11,68,1156.2058,0,0,1,0,0,45,0.06666,2,4,,2005-2006
Richie Regehr,CGY,D,14,0,2,2,0,6,680.7142,0,0,0,0,0,12,0.0,0,2,,2005-2006
Robyn Regehr,CGY,D,75,7,23,30,9,73,1384.0266,6,12,0,0,2,98,0.07142,1,12,1.0,2005-2006
Roman Hamrlik,CGY,D,58,7,21,28,1,58,1295.2413,1,16,1,0,0,99,0.0707,5,9,,2005-2006
Shean Donovan,CGY,R,87,9,11,20,7,88,705.4137,0,0,1,0,0,136,0.06617,8,18,0.33333,2005-2006
Stephane Yelle,CGY,C,81,5,14,19,9,56,872.0,1,3,1,0,1,100,0.05,3,14,0.55897,2005-2006
Steve Montador,CGY,D,58,2,5,7,4,79,828.1206,0,0,0,0,0,55,0.03636,2,7,,2005-2006
Steve Reinprecht,CGY,C,80,22,30,52,11,32,978.8625,9,9,1,1,3,130,0.16923,12,33,0.48152,2005-2006
Tony Amonte,CGY,R,87,16,29,45,5,53,1028.5747,3,14,2,0,3,168,0.09523,11,25,0.31343,2005-2006
