clinchIndicator,conferenceAbbrev,conferenceHomeSequence,conferenceL10Sequence,conferenceName,conferenceRoadSequence,conferenceSequence,date,divisionAbbrev,divisionHomeSequence,divisionL10Sequence,divisionName,divisionRoadSequence,divisionSequence,gameTypeId,gamesPlayed,goalDifferential,goalDifferentialPctg,goalAgainst,goalFor,goalsForPctg,homeGamesPlayed,homeGoalDifferential,homeGoalsAgainst,homeGoalsFor,homeLosses,homeOtLosses,homePoints,homeRegulationPlusOtWins,homeRegulationWins,homeTies,homeWins,l10GamesPlayed,l10GoalDifferential,l10GoalsAgainst,l10GoalsFor,l10Losses,l10OtLosses,l10Points,l10RegulationPlusOtWins,l10RegulationWins,l10Ties,l10Wins,leagueHomeSequence,leagueL10Sequence,leagueRoadSequence,leagueSequence,losses,otLosses,placeName_default,pointPctg,points,regulationPlusOtWinPctg,regulationPlusOtWins,regulationWinPctg,regulationWins,roadGamesPlayed,roadGoalDifferential,roadGoalsAgainst,roadGoalsFor,roadLosses,roadOtLosses,roadPoints,roadRegulationPlusOtWins,roadRegulationWins,roadTies,roadWins,seasonId,shootoutLosses,shootoutWins,streakCode,streakCount,teamName_default,teamName_fr,teamCommonName_default,teamAbbrev_default,teamLogo,ties,waiversSequence,wildcardSequence,winPctg,wins,sourceDate,wildCardIndicator,placeName_fr,teamCommonName_fr
x,XVW,4,10,Western,12,6,2013-04-28,PAC,2,4,Pacific,5,3,2,48,8,0.166667,116,124,2.583333,24,24,49,73,2,5,39,12,12,0,17,10,4,22,26,5,0,10,3,3,0,5,3,19,24,11,16,7,San Jose,0.59375,57,0.354167,17,0.354167,17,24,-16,67,51,14,2,18,5,5,0,8,20122013,4,8,L,2,San Jose Sharks,Sharks de San Jose,Sharks,SJS,https://assets.nhle.com/logos/nhl/svg/SJS_20082009-20232024_light.svg,0,20,0,0.520833,25,,True,,
x,XVE,4,5,Eastern,11,6,2013-04-28,ATL,2,3,Atlantic,3,2,2,48,18,0.375,112,130,2.708333,24,26,51,77,6,2,34,13,12,0,16,10,15,22,37,3,0,14,6,4,0,7,6,6,19,12,18,4,NY Rangers,0.583333,56,0.458333,22,0.375,18,24,-8,61,53,12,2,22,9,6,0,10,20122013,4,4,W,2,New York Rangers,Rangers de New York,Rangers,NYR,https://assets.nhle.com/logos/nhl/svg/NYR_light.svg,0,17,0,0.541667,26,,True,,
x,XVW,8,6,Western,5,7,2013-04-28,CEN,4,4,Central,3,3,2,48,9,0.1875,115,124,2.583333,24,11,57,68,7,4,30,13,13,0,13,10,10,15,25,2,3,13,5,5,0,5,15,8,11,13,16,8,Detroit,0.583333,56,0.458333,22,0.416667,20,24,-2,58,56,9,4,26,9,7,0,11,20122013,5,2,W,4,Detroit Red Wings,Red Wings de Detroit,Red Wings,DET,https://assets.nhle.com/logos/nhl/svg/DET_light.svg,0,19,0,0.5,24,,True,,
x,XVE,5,3,Eastern,9,7,2013-04-28,NE,2,1,Northeast,4,4,2,48,12,0.25,104,116,2.416667,24,14,45,59,6,3,33,12,12,0,15,10,3,19,22,4,0,12,6,5,0,6,8,11,17,14,17,6,Ottawa,0.583333,56,0.4375,21,0.395833,19,24,-2,59,57,11,3,23,9,7,0,10,20122013,4,4,W,1,Ottawa Senators,Sénateurs d'Ottawa,Senators,OTT,https://assets.nhle.com/logos/nhl/svg/OTT_20072008-20192020_light.svg,0,18,0,0.520833,25,,True,,Sénateurs
x,XVW,9,13,Western,6,8,2013-04-28,NW,2,4,Northwest,2,2,2,48,-5,-0.104167,127,122,2.541667,24,-3,57,54,8,2,30,12,9,0,14,10,-11,30,19,5,1,9,4,4,0,4,16,23,12,15,19,3,Minnesota,0.572917,55,0.458333,22,0.395833,19,24,-2,70,68,11,1,25,10,10,0,12,20122013,2,4,W,1,Minnesota Wild,Wild du Minnesota,Wild,MIN,https://assets.nhle.com/logos/nhl/svg/MIN_20002001-20122013_light.svg,0,16,0,0.541667,26,,True,,
x,XVE,13,4,Eastern,4,8,2013-04-28,ATL,5,2,Atlantic,2,3,2,48,0,0.0,139,139,2.895833,24,-5,73,68,11,3,23,9,9,0,10,10,8,22,30,1,3,15,5,5,0,6,27,5,5,16,17,7,NY Islanders,0.572917,55,0.416667,20,0.375,18,24,5,66,71,6,4,32,11,9,0,14,20122013,3,4,OT,1,New York Islanders,Islanders de New York,Islanders,NYI,https://assets.nhle.com/logos/nhl/svg/NYI_20102011-20162017_light.svg,0,15,0,0.5,24,,True,,
,XVW,6,1,Western,9,9,2013-04-28,CEN,2,1,Central,4,4,2,48,1,0.020833,119,120,2.5,24,13,51,64,5,5,33,12,9,0,14,10,11,18,29,2,0,16,7,5,0,8,9,3,20,17,17,7,Columbus,0.572917,55,0.395833,19,0.291667,14,24,-12,68,56,12,2,22,7,5,0,10,20122013,4,5,W,3,Columbus Blue Jackets,Blue Jackets de Columbus,Blue Jackets,CBJ,https://assets.nhle.com/logos/nhl/svg/CBJ_light.svg,0,14,0,0.5,24,,True,,
,XVE,10,6,Eastern,7,9,2013-04-28,SE,2,2,Southeast,2,2,2,48,-16,-0.333333,144,128,2.666667,24,2,66,68,10,1,27,12,9,0,13,10,6,29,35,3,1,13,5,4,0,6,21,9,14,18,21,3,Winnipeg,0.53125,51,0.458333,22,0.375,18,24,-18,78,60,11,2,24,10,9,0,11,20122013,3,2,L,2,Winnipeg Jets,Jets de Winnipeg,Jets,WPG,https://assets.nhle.com/logos/nhl/svg/WPG_light.svg,0,13,0,0.5,24,,True,,
,XVW,10,8,Western,10,10,2013-04-28,PAC,4,3,Pacific,3,4,2,48,-6,-0.125,131,125,2.604167,24,12,62,74,8,2,30,12,12,0,14,10,-7,27,20,3,3,11,3,3,0,4,17,17,21,19,18,9,Phoenix,0.53125,51,0.354167,17,0.333333,16,24,-18,69,51,10,7,21,5,4,0,7,20122013,6,4,W,1,Phoenix Coyotes,Coyotes de Phoenix,Coyotes,PHX,https://assets.nhle.com/logos/nhl/svg/PHX_20032004-20132014_light.svg,0,12,0,0.4375,21,,True,,
,XVE,6,7,Eastern,13,10,2013-04-28,ATL,3,4,Atlantic,5,4,2,48,-8,-0.166667,141,133,2.770833,24,6,64,70,7,2,32,14,12,0,15,10,4,23,27,4,0,12,6,6,0,6,11,10,25,20,22,3,Philadelphia,0.510417,49,0.458333,22,0.416667,20,24,-14,77,63,15,1,17,8,8,0,8,20122013,2,1,W,4,Philadelphia Flyers,Flyers de Philadelphie,Flyers,PHI,https://assets.nhle.com/logos/nhl/svg/PHI_19992000-20222023_light.svg,0,11,0,0.479167,23,,True,Philadelphie,
,XVW,14,12,Western,7,11,2013-04-28,PAC,5,5,Pacific,2,5,2,48,-12,-0.25,142,130,2.708333,24,-9,74,65,11,2,24,10,10,0,11,10,1,25,26,5,1,9,4,4,0,4,26,21,13,21,22,4,Dallas,0.5,48,0.416667,20,0.375,18,24,-3,68,65,11,2,24,10,8,0,11,20122013,1,2,L,3,Dallas Stars,Stars de Dallas,Stars,DAL,https://assets.nhle.com/logos/nhl/svg/DAL_20122013-20202021_light.svg,0,10,0,0.458333,22,,True,,
,XVE,9,10,Eastern,12,11,2013-04-28,ATL,4,5,Atlantic,4,5,2,48,-17,-0.354167,129,112,2.333333,24,7,59,66,9,2,28,11,10,0,13,10,-4,26,22,5,1,9,4,4,0,4,20,22,23,22,19,10,New Jersey,0.5,48,0.354167,17,0.333333,16,24,-24,70,46,10,8,20,6,6,0,6,20122013,7,2,L,1,New Jersey Devils,Devils du New Jersey,Devils,NJD,https://assets.nhle.com/logos/nhl/svg/NJD_light.svg,0,9,0,0.395833,19,,True,,
,XVE,12,8,Eastern,10,12,2013-04-28,NE,5,2,Northeast,5,5,2,48,-18,-0.375,143,125,2.604167,24,-8,71,63,10,3,25,6,6,0,11,10,-4,27,23,4,0,12,3,3,0,6,25,13,18,23,21,6,Buffalo,0.5,48,0.291667,14,0.270833,13,24,-10,72,62,11,3,23,8,7,0,10,20122013,4,7,W,2,Buffalo Sabres,Sabres de Buffalo,Sabres,BUF,https://assets.nhle.com/logos/nhl/svg/BUF_20102011-20192020_light.svg,0,8,0,0.4375,21,,True,,
,XVW,15,14,Western,8,12,2013-04-28,NW,5,5,Northwest,3,3,2,48,-9,-0.1875,134,125,2.604167,24,-10,71,61,11,4,22,8,7,0,9,10,-3,28,25,7,0,6,3,3,0,3,28,27,16,24,22,7,Edmonton,0.46875,45,0.354167,17,0.3125,15,24,1,63,64,11,3,23,9,8,0,10,20122013,3,2,W,2,Edmonton Oilers,Oilers d'Edmonton,Oilers,EDM,https://assets.nhle.com/logos/nhl/svg/EDM_20112012-20162017_light.svg,0,7,0,0.395833,19,,True,,
,XVW,11,9,Western,14,13,2013-04-28,NW,3,2,Northwest,4,4,2,48,-32,-0.666667,160,128,2.666667,24,-2,80,78,9,2,28,13,12,0,13,10,0,26,26,5,0,10,5,4,0,5,19,18,29,25,25,4,Calgary,0.4375,42,0.395833,19,0.354167,17,24,-30,80,50,16,2,14,6,5,0,6,20122013,3,0,L,3,Calgary Flames,Flames de Calgary,Flames,CGY,https://assets.nhle.com/logos/nhl/svg/CGY_19941995-20192020_light.svg,0,6,0,0.395833,19,,True,,
,XVE,15,13,Eastern,8,13,2013-04-28,SE,5,3,Southeast,3,3,2,48,-32,-0.666667,160,128,2.666667,24,-16,83,67,14,1,19,8,8,0,9,10,-10,39,29,5,2,8,2,2,0,3,30,26,15,26,25,4,Carolina,0.4375,42,0.375,18,0.354167,17,24,-16,77,61,11,3,23,10,9,0,10,20122013,1,1,L,1,Carolina Hurricanes,Hurricanes de la Caroline,Hurricanes,CAR,https://assets.nhle.com/logos/nhl/svg/CAR_19992000-20122013_light.svg,0,5,0,0.395833,19,,True,Caroline,
,XVW,13,15,Western,13,14,2013-04-28,CEN,5,5,Central,5,5,2,48,-28,-0.583333,139,111,2.3125,24,0,59,59,9,4,26,11,8,0,11,10,-18,36,18,8,1,3,1,1,0,1,24,30,27,27,23,9,Nashville,0.427083,41,0.291667,14,0.229167,11,24,-28,80,52,14,5,15,3,3,0,5,20122013,6,2,L,2,Nashville Predators,Predators de Nashville,Predators,NSH,https://assets.nhle.com/logos/nhl/svg/NSH_light.svg,0,4,0,0.333333,16,,True,,
,XVE,11,15,Eastern,15,14,2013-04-28,SE,3,5,Southeast,5,4,2,48,-2,-0.041667,150,148,3.083333,24,13,69,82,10,2,26,11,11,0,12,10,-9,36,27,6,2,6,2,2,0,2,23,29,28,28,26,4,Tampa Bay,0.416667,40,0.354167,17,0.333333,16,24,-15,81,66,16,2,14,6,5,0,6,20122013,3,1,L,2,Tampa Bay Lightning,Lightning de Tampa Bay,Lightning,TBL,https://assets.nhle.com/logos/nhl/svg/TBL_light.svg,0,3,0,0.375,18,,True,,
,XVW,12,11,Western,15,15,2013-04-28,NW,4,3,Northwest,5,5,2,48,-36,-0.75,152,116,2.416667,24,-3,68,65,9,3,27,12,9,0,12,10,-4,31,27,4,2,10,3,3,0,4,22,20,30,29,25,7,Colorado,0.40625,39,0.291667,14,0.229167,11,24,-33,84,51,16,4,12,2,2,0,4,20122013,2,2,L,1,Colorado Avalanche,Avalanche du Colorado,Avalanche,COL,https://assets.nhle.com/logos/nhl/svg/COL_light.svg,0,2,0,0.333333,16,,True,,
,XVE,14,14,Eastern,14,15,2013-04-28,SE,4,4,Southeast,4,5,2,48,-59,-1.229167,171,112,2.333333,24,-16,81,65,11,5,21,7,6,0,8,10,-22,40,18,7,0,6,3,3,0,3,29,28,26,30,27,6,Florida,0.375,36,0.25,12,0.229167,11,24,-43,90,47,16,1,15,5,5,0,7,20122013,1,3,W,1,Florida Panthers,Panthers de la Floride,Panthers,FLA,https://assets.nhle.com/logos/nhl/svg/FLA_19992000-20152016_light.svg,0,1,0,0.3125,15,,True,Floride,
