clinchIndicator,conferenceAbbrev,conferenceHomeSequence,conferenceL10Sequence,conferenceName,conferenceRoadSequence,conferenceSequence,date,divisionAbbrev,divisionHomeSequence,divisionL10Sequence,divisionName,divisionRoadSequence,divisionSequence,gameTypeId,gamesPlayed,goalDifferential,goalDifferentialPctg,goalAgainst,goalFor,goalsForPctg,homeGamesPlayed,homeGoalDifferential,homeGoalsAgainst,homeGoalsFor,homeLosses,homeOtLosses,homePoints,homeRegulationPlusOtWins,homeRegulationWins,homeTies,homeWins,l10GamesPlayed,l10GoalDifferential,l10GoalsAgainst,l10GoalsFor,l10Losses,l10OtLosses,l10Points,l10RegulationPlusOtWins,l10RegulationWins,l10Ties,l10Wins,leagueHomeSequence,leagueL10Sequence,leagueRoadSequence,leagueSequence,losses,otLosses,placeName_default,pointPctg,points,regulationPlusOtWinPctg,regulationPlusOtWins,regulationWinPctg,regulationWins,roadGamesPlayed,roadGoalDifferential,roadGoalsAgainst,roadGoalsFor,roadLosses,roadOtLosses,roadPoints,roadRegulationPlusOtWins,roadRegulationWins,roadTies,roadWins,seasonId,shootoutLosses,shootoutWins,streakCode,streakCount,teamName_default,teamName_fr,teamCommonName_default,teamAbbrev_default,teamLogo,ties,waiversSequence,wildcardSequence,winPctg,wins,sourceDate,wildCardIndicator,placeName_fr,teamCommonName_fr
p,XVW,4,12,Western,1,1,2002-04-14,CEN,2,3,Central,1,1,2,82,64,0.780488,187,251,3.060976,41,48,95,143,7,1,62,28,25,5,28,10,-7,33,26,3,2,8,1,1,4,1,2,23,1,1,17,4,Detroit,0.707317,116,0.621951,51,0.5,41,41,16,92,108,10,3,54,23,16,5,23,20012002,0,0,L,1,Detroit Red Wings,Red Wings de Detroit,Red Wings,DET,https://assets.nhle.com/logos/nhl/svg/DET_light.svg,10,30,0,0.621951,51,,True,,
z,XVE,4,8,Eastern,2,1,2002-04-14,NE,2,4,Northeast,1,1,2,82,35,0.426829,201,236,2.878049,41,22,104,126,11,5,53,23,19,2,23,10,0,27,27,3,2,11,4,3,1,4,8,16,3,2,24,9,Boston,0.615854,101,0.52439,43,0.414634,34,41,13,97,110,13,4,48,20,15,4,20,20012002,0,0,W,1,Boston Bruins,Bruins de Boston,Bruins,BOS,https://assets.nhle.com/logos/nhl/svg/BOS_19951996-20062007_light.svg,6,29,0,0.52439,43,,True,,
x,XVE,1,5,Eastern,5,4,2002-04-14,NE,1,2,Northeast,2,2,2,82,42,0.512195,207,249,3.036585,41,37,93,130,11,0,54,24,23,6,24,10,15,27,42,3,0,13,6,5,1,6,6,9,7,3,25,4,Toronto,0.609756,100,0.52439,43,0.487805,40,41,5,114,119,14,4,46,19,17,4,19,20012002,0,0,W,4,Toronto Maple Leafs,Maple Leafs de Toronto,Maple Leafs,TOR,https://assets.nhle.com/logos/nhl/svg/TOR_19871988-20152016_light.svg,10,28,0,0.52439,43,,True,,
y,XVW,3,6,Western,2,2,2002-04-14,NW,1,3,Northwest,1,1,2,82,43,0.52439,169,212,2.585366,41,29,80,109,12,1,53,24,21,4,24,10,8,20,28,4,0,11,5,5,1,5,7,13,6,4,28,1,Colorado,0.603659,99,0.54878,45,0.5,41,41,14,89,103,16,0,46,21,20,4,21,20012002,0,0,T,1,Colorado Avalanche,Avalanche du Colorado,Avalanche,COL,https://assets.nhle.com/logos/nhl/svg/COL_light.svg,8,26,0,0.54878,45,,True,,
y,XVW,6,3,Western,3,3,2002-04-14,PAC,2,1,Pacific,1,1,2,82,49,0.597561,199,248,3.02439,41,42,89,131,11,2,55,25,24,3,25,10,15,24,39,3,0,14,7,7,0,7,5,5,10,5,27,3,San Jose,0.603659,99,0.536585,44,0.512195,42,41,7,110,117,16,1,44,19,18,5,19,20012002,0,0,W,1,San Jose Sharks,Sharks de San Jose,Sharks,SJS,https://assets.nhle.com/logos/nhl/svg/SJS_19981999-20062007_light.svg,8,27,0,0.536585,44,,True,,
x,XVW,5,2,Western,6,4,2002-04-14,CEN,3,1,Central,2,2,2,82,39,0.47561,188,227,2.768293,41,36,90,126,12,1,56,27,24,1,27,10,13,22,35,2,0,16,8,6,0,8,4,2,13,6,27,4,St. Louis,0.597561,98,0.52439,43,0.45122,37,41,3,98,101,15,3,42,16,13,7,16,20012002,0,0,W,4,St. Louis Blues,Blues de St. Louis,Blues,STL,https://assets.nhle.com/logos/nhl/svg/STL_20002001-20072008_light.svg,8,25,0,0.52439,43,,True,,
y,XVE,8,13,Eastern,1,2,2002-04-14,ATL,3,4,Atlantic,1,1,2,82,42,0.512195,192,234,2.853659,41,16,100,116,13,3,48,20,18,5,20,10,-11,27,16,7,0,5,2,2,1,2,17,26,2,7,27,3,Philadelphia,0.591463,97,0.512195,42,0.47561,39,41,26,92,118,14,0,49,22,21,5,22,20012002,0,0,L,1,Philadelphia Flyers,Flyers de Philadelphie,Flyers,PHI,https://assets.nhle.com/logos/nhl/svg/PHI_19992000-20222023_light.svg,10,24,0,0.512195,42,,True,Philadelphie,
x,XVE,7,4,Eastern,4,5,2002-04-14,ATL,2,2,Atlantic,2,2,2,82,19,0.231707,220,239,2.914634,41,9,115,124,13,2,49,21,18,5,21,10,9,22,31,2,0,15,7,6,1,7,16,4,5,8,28,4,NY Islanders,0.585366,96,0.512195,42,0.439024,36,41,10,105,115,15,2,47,21,18,3,21,20012002,0,0,W,3,New York Islanders,Islanders de New York,Islanders,NYI,https://assets.nhle.com/logos/nhl/svg/NYI_19971998-20092010_light.svg,8,22,0,0.512195,42,,True,,
x,XVW,1,8,Western,10,5,2002-04-14,CEN,1,2,Central,3,3,2,82,9,0.109756,207,216,2.634146,41,33,81,114,7,1,62,28,26,5,28,10,-1,22,21,4,0,11,5,5,1,5,1,15,21,9,27,1,Chicago,0.585366,96,0.5,41,0.463415,38,41,-24,126,102,20,0,34,13,12,8,13,20012002,0,0,W,1,Chicago Blackhawks,Blackhawks de Chicago,Blackhawks,CHI,https://assets.nhle.com/logos/nhl/svg/CHI_19981999-20242025_light.svg,13,23,0,0.5,41,,True,,
x,XVE,2,1,Eastern,6,6,2002-04-14,ATL,1,1,Atlantic,3,3,2,82,18,0.219512,187,205,2.5,41,24,88,112,13,2,50,22,19,4,22,10,8,21,29,2,0,16,8,6,0,8,12,3,8,10,28,4,New Jersey,0.579268,95,0.5,41,0.426829,35,41,-6,99,93,15,2,45,19,16,5,19,20012002,0,0,W,6,New Jersey Devils,Devils du New Jersey,Devils,NJD,https://assets.nhle.com/logos/nhl/svg/NJD_light.svg,9,19,0,0.5,41,,True,,
x,XVW,2,5,Western,9,6,2002-04-14,PAC,1,2,Pacific,4,2,2,82,18,0.219512,210,228,2.780488,41,47,92,139,8,3,60,27,24,3,27,10,8,29,37,3,1,13,6,6,0,6,3,10,20,11,27,6,Phoenix,0.579268,95,0.487805,40,0.439024,36,41,-29,118,89,19,3,35,13,12,6,13,20012002,0,0,W,2,Phoenix Coyotes,Coyotes de Phoenix,Coyotes,PHX,https://assets.nhle.com/logos/nhl/svg/PHX_20002001-20022003_light.svg,9,20,0,0.487805,40,,True,,
x,XVW,8,9,Western,4,7,2002-04-14,PAC,3,3,Pacific,2,3,2,82,24,0.292683,190,214,2.609756,41,24,79,103,12,1,51,22,20,6,22,10,-3,26,23,4,0,10,4,3,2,4,10,19,11,12,27,4,Los Angeles,0.579268,95,0.487805,40,0.45122,37,41,0,111,111,15,3,44,18,17,5,18,20012002,0,0,W,1,Los Angeles Kings,Kings de Los Angeles,Kings,LAK,https://assets.nhle.com/logos/nhl/svg/LAK_19981999-20012002_light.svg,11,21,0,0.487805,40,,True,,
x,XVW,7,1,Western,8,8,2002-04-14,NW,2,1,Northwest,3,2,2,82,43,0.52439,211,254,3.097561,41,39,100,139,11,2,53,23,21,5,23,10,15,21,36,1,0,17,8,6,1,8,9,1,15,13,30,3,Vancouver,0.573171,94,0.512195,42,0.463415,38,41,4,111,115,19,1,41,19,17,2,19,20012002,0,0,W,5,Vancouver Canucks,Canucks de Vancouver,Canucks,VAN,https://assets.nhle.com/logos/nhl/svg/VAN_19971998-20062007_light.svg,7,18,0,0.512195,42,,True,,
x,XVE,6,10,Eastern,7,7,2002-04-14,NE,4,5,Northeast,3,3,2,82,35,0.426829,208,243,2.963415,41,16,98,114,13,4,49,21,19,3,21,10,2,24,26,4,1,10,4,4,1,4,15,18,9,14,27,7,Ottawa,0.573171,94,0.47561,39,0.439024,36,41,19,110,129,14,3,45,18,17,6,18,20012002,0,0,L,1,Ottawa Senators,Sénateurs d'Ottawa,Senators,OTT,https://assets.nhle.com/logos/nhl/svg/OTT_19971998-20062007_light.svg,9,17,0,0.47561,39,,True,,Sénateurs
,XVW,9,4,Western,7,9,2002-04-14,NW,3,2,Northwest,2,3,2,82,23,0.280488,182,205,2.5,41,26,84,110,14,0,50,23,21,4,23,10,7,15,22,2,1,14,6,5,1,6,11,7,14,15,28,4,Edmonton,0.560976,92,0.463415,38,0.426829,35,41,-3,98,95,14,4,42,15,14,8,15,20012002,0,0,W,1,Edmonton Oilers,Oilers d'Edmonton,Oilers,EDM,https://assets.nhle.com/logos/nhl/svg/EDM_19971998-20102011_light.svg,12,16,0,0.463415,38,,True,,
y,XVE,10,6,Eastern,3,3,2002-04-14,SE,2,2,Southeast,1,1,2,82,0,0.0,217,217,2.646341,41,-7,105,98,13,2,43,15,11,11,15,10,7,18,25,3,0,12,5,5,2,5,21,11,4,16,26,5,Carolina,0.554878,91,0.426829,35,0.353659,29,41,7,112,119,13,3,48,20,18,5,20,20012002,0,0,T,1,Carolina Hurricanes,Hurricanes de la Caroline,Hurricanes,CAR,https://assets.nhle.com/logos/nhl/svg/CAR_19992000-20122013_light.svg,16,15,0,0.426829,35,,True,Caroline,
,XVW,11,10,Western,5,10,2002-04-14,PAC,4,4,Pacific,3,4,2,82,2,0.02439,213,215,2.621951,41,-1,105,104,13,4,46,18,17,6,18,10,-3,23,20,3,1,10,3,3,3,3,19,20,12,17,28,5,Dallas,0.54878,90,0.439024,36,0.402439,33,41,3,108,111,15,1,44,18,16,7,18,20012002,0,0,T,1,Dallas Stars,Stars de Dallas,Stars,DAL,https://assets.nhle.com/logos/nhl/svg/DAL_19941995-20122013_light.svg,13,14,0,0.439024,36,,True,,
x,XVE,5,2,Eastern,9,8,2002-04-14,NE,3,1,Northeast,4,4,2,82,-2,-0.02439,209,207,2.52439,41,16,86,102,13,1,49,21,19,6,21,10,6,18,24,3,0,14,7,6,0,7,14,6,17,18,31,3,Montréal,0.530488,87,0.439024,36,0.414634,34,41,-18,123,105,18,2,38,15,15,6,15,20012002,0,0,L,2,Montréal Canadiens,Canadiens de Montréal,Canadiens,MTL,https://assets.nhle.com/logos/nhl/svg/MTL_light.svg,12,13,0,0.439024,36,,True,,
,XVE,3,3,Eastern,11,9,2002-04-14,SE,1,1,Southeast,2,2,2,82,-12,-0.146341,240,228,2.780488,41,14,110,124,12,2,50,21,20,6,21,10,6,24,30,2,1,14,6,6,1,6,13,8,19,19,33,2,Washington,0.518293,85,0.439024,36,0.365854,30,41,-26,130,104,21,0,35,15,10,5,15,20012002,0,0,OT,1,Washington Capitals,Capitals de Washington,Capitals,WSH,https://assets.nhle.com/logos/nhl/svg/WSH_19951996-20062007_light.svg,11,12,0,0.439024,36,,True,,
,XVE,9,7,Eastern,10,10,2002-04-14,NE,5,3,Northeast,5,5,2,82,13,0.158537,200,213,2.597561,41,18,93,111,16,0,45,20,18,5,20,10,5,22,27,3,0,12,5,5,2,5,20,12,18,20,35,1,Buffalo,0.5,82,0.426829,35,0.378049,31,41,-5,107,102,19,1,37,15,13,6,15,20012002,0,0,W,1,Buffalo Sabres,Sabres de Buffalo,Sabres,BUF,https://assets.nhle.com/logos/nhl/svg/BUF_19992000-20052006_light.svg,11,11,0,0.426829,35,,True,,
,XVE,11,9,Eastern,8,11,2002-04-14,ATL,4,3,Atlantic,4,4,2,82,-31,-0.378049,258,227,2.768293,41,-10,129,119,19,1,41,19,16,2,19,10,-4,36,32,5,0,10,5,5,0,5,23,17,16,21,38,4,NY Rangers,0.487805,80,0.439024,36,0.378049,31,41,-21,129,108,19,3,39,17,15,2,17,20012002,0,0,L,2,New York Rangers,Rangers de New York,Rangers,NYR,https://assets.nhle.com/logos/nhl/svg/NYR_light.svg,4,10,0,0.439024,36,,True,,
,XVW,10,7,Western,12,11,2002-04-14,NW,4,4,Northwest,4,4,2,82,-19,-0.231707,220,201,2.45122,41,3,100,103,14,2,47,20,20,5,20,10,4,25,29,4,0,11,5,5,1,5,18,14,23,22,35,3,Calgary,0.481707,79,0.390244,32,0.365854,30,41,-22,120,98,21,1,32,12,10,7,12,20012002,0,0,L,1,Calgary Flames,Flames de Calgary,Flames,CGY,https://assets.nhle.com/logos/nhl/svg/CGY_19941995-20192020_light.svg,12,9,0,0.390244,32,,True,,
,XVW,13,13,Western,13,12,2002-04-14,NW,5,5,Northwest,5,5,2,82,-43,-0.52439,238,195,2.378049,41,-12,114,102,14,5,41,14,14,8,14,10,-10,34,24,5,2,7,2,2,1,2,24,24,25,23,35,9,Minnesota,0.445122,73,0.317073,26,0.317073,26,41,-31,124,93,21,4,32,12,12,4,12,20012002,0,0,L,2,Minnesota Wild,Wild du Minnesota,Wild,MIN,https://assets.nhle.com/logos/nhl/svg/MIN_20002001-20122013_light.svg,12,8,0,0.317073,26,,True,,
,XVW,14,11,Western,11,13,2002-04-14,PAC,5,5,Pacific,5,5,2,82,-23,-0.280488,198,175,2.134146,41,-8,101,93,19,2,37,15,14,5,15,10,-3,19,16,5,0,9,4,3,1,4,27,22,22,24,42,3,Anaheim,0.420732,69,0.353659,29,0.317073,26,41,-15,97,82,23,1,32,14,12,3,14,20012002,0,0,L,2,Anaheim Ducks,Ducks d'Anaheim,Ducks,ANA,https://assets.nhle.com/logos/nhl/svg/ANA_19961997-20052006_light.svg,8,7,0,0.353659,29,,True,,
,XVW,12,14,Western,14,14,2002-04-14,CEN,4,4,Central,4,4,2,82,-34,-0.414634,230,196,2.390244,41,6,95,101,16,0,42,17,15,8,17,10,-12,34,22,7,0,5,2,2,1,2,22,28,28,25,41,0,Nashville,0.420732,69,0.341463,28,0.280488,23,41,-40,135,95,25,0,27,11,8,5,11,20012002,0,0,L,3,Nashville Predators,Predators de Nashville,Predators,NSH,https://assets.nhle.com/logos/nhl/svg/NSH_19981999-20102011_light.svg,13,6,0,0.341463,28,,True,,
,XVE,13,15,Eastern,12,12,2002-04-14,ATL,5,5,Atlantic,5,5,2,82,-51,-0.621951,249,198,2.414634,41,-14,128,114,20,1,37,16,11,4,16,10,-20,38,18,8,1,2,0,0,1,0,26,30,24,26,41,5,Pittsburgh,0.420732,69,0.341463,28,0.256098,21,41,-37,121,84,21,4,32,12,10,4,12,20012002,0,0,L,2,Pittsburgh Penguins,Penguins de Pittsburgh,Penguins,PIT,https://assets.nhle.com/logos/nhl/svg/PIT_19992000-20012002_light.svg,8,4,0,0.341463,28,,True,,
,XVE,12,14,Eastern,14,13,2002-04-14,SE,3,5,Southeast,4,3,2,82,-41,-0.5,219,178,2.170732,41,-6,109,103,17,3,40,16,14,5,16,10,-11,33,22,7,0,5,2,1,1,2,25,27,27,27,40,4,Tampa Bay,0.420732,69,0.329268,27,0.280488,23,41,-35,110,75,23,1,29,11,9,6,11,20012002,0,0,W,1,Tampa Bay Lightning,Lightning de Tampa Bay,Lightning,TBL,https://assets.nhle.com/logos/nhl/svg/TBL_20012002-20062007_light.svg,11,5,0,0.329268,27,,True,,
,XVE,15,11,Eastern,13,14,2002-04-14,SE,5,3,Southeast,3,4,2,82,-70,-0.853659,250,180,2.195122,41,-35,131,96,23,4,29,11,11,3,11,10,-4,29,25,3,1,10,3,3,3,3,30,21,26,28,44,6,Florida,0.365854,60,0.268293,22,0.268293,22,41,-35,119,84,21,2,31,11,11,7,11,20012002,0,0,OT,1,Florida Panthers,Panthers de la Floride,Panthers,FLA,https://assets.nhle.com/logos/nhl/svg/FLA_19992000-20152016_light.svg,10,3,0,0.268293,22,,True,Floride,
,XVW,15,15,Western,15,15,2002-04-14,CEN,5,5,Central,5,5,2,82,-91,-1.109756,255,164,2.0,41,-34,127,93,18,4,37,14,12,5,14,10,-21,40,19,7,1,5,2,1,0,2,28,29,30,29,47,5,Columbus,0.347561,57,0.268293,22,0.243902,20,41,-57,128,71,29,1,20,8,8,3,8,20012002,0,0,L,1,Columbus Blue Jackets,Blue Jackets de Columbus,Blue Jackets,CBJ,https://assets.nhle.com/logos/nhl/svg/CBJ_20002001-20062007_light.svg,8,2,0,0.268293,22,,True,,
