clinchIndicator,conferenceAbbrev,conferenceHomeSequence,conferenceL10Sequence,conferenceName,conferenceRoadSequence,conferenceSequence,date,divisionAbbrev,divisionHomeSequence,divisionL10Sequence,divisionName,divisionRoadSequence,divisionSequence,gameTypeId,gamesPlayed,goalDifferential,goalDifferentialPctg,goalAgainst,goalFor,goalsForPctg,homeGamesPlayed,homeGoalDifferential,homeGoalsAgainst,homeGoalsFor,homeLosses,homeOtLosses,homePoints,homeRegulationPlusOtWins,homeRegulationWins,homeTies,homeWins,l10GamesPlayed,l10GoalDifferential,l10GoalsAgainst,l10GoalsFor,l10Losses,l10OtLosses,l10Points,l10RegulationPlusOtWins,l10RegulationWins,l10Ties,l10Wins,leagueHomeSequence,leagueL10Sequence,leagueRoadSequence,leagueSequence,losses,otLosses,placeName_default,pointPctg,points,regulationPlusOtWinPctg,regulationPlusOtWins,regulationWinPctg,regulationWins,roadGamesPlayed,roadGoalDifferential,roadGoalsAgainst,roadGoalsFor,roadLosses,roadOtLosses,roadPoints,roadRegulationPlusOtWins,roadRegulationWins,roadTies,roadWins,seasonId,shootoutLosses,shootoutWins,streakCode,streakCount,teamName_default,teamName_fr,teamCommonName_default,teamAbbrev_default,teamLogo,ties,waiversSequence,wildcardSequence,winPctg,wins,sourceDate,wildCardIndicator,placeName_fr,teamCommonName_fr
x,XVW,2,7,Western,10,5,2004-04-04,PAC,1,2,Pacific,3,2,2,82,19,0.231707,175,194,2.365854,41,41,77,118,7,0,60,26,24,8,26,10,7,21,28,2,2,13,5,4,1,5,2,13,18,11,26,2,Dallas,0.591463,97,0.5,41,0.463415,38,41,-22,98,76,19,2,37,15,14,5,15,20032004,0,0,W,1,Dallas Stars,Stars de Dallas,Stars,DAL,https://assets.nhle.com/logos/nhl/svg/DAL_19941995-20122013_light.svg,13,20,0,0.5,41,,True,,
x,XVW,9,8,Western,5,6,2004-04-04,NW,3,4,Northwest,3,3,2,82,24,0.292683,176,200,2.439024,41,8,85,93,14,1,48,21,19,5,21,10,4,17,21,4,0,12,6,5,0,6,17,14,9,12,30,3,Calgary,0.573171,94,0.512195,42,0.47561,39,41,16,91,107,16,2,46,21,20,2,21,20032004,0,0,L,1,Calgary Flames,Flames de Calgary,Flames,CGY,https://assets.nhle.com/logos/nhl/svg/CGY_19941995-20192020_light.svg,7,19,0,0.512195,42,,True,,
x,XVE,5,12,Eastern,7,7,2004-04-04,NE,2,5,Northeast,4,4,2,82,16,0.195122,192,208,2.536585,41,16,88,104,13,1,51,23,21,4,23,10,-5,27,22,4,1,10,4,4,1,4,10,22,12,13,30,4,Montréal,0.567073,93,0.5,41,0.439024,36,41,0,104,104,17,3,42,18,15,3,18,20032004,0,0,W,1,Montréal Canadiens,Canadiens de Montréal,Canadiens,MTL,https://assets.nhle.com/logos/nhl/svg/MTL_light.svg,7,18,0,0.5,41,,True,,
x,XVW,5,3,Western,7,7,2004-04-04,CEN,2,1,Central,2,2,2,82,-7,-0.085366,198,191,2.329268,41,11,95,106,11,0,53,23,16,7,23,10,4,20,24,3,0,13,6,5,1,6,8,9,15,14,30,2,St. Louis,0.554878,91,0.47561,39,0.341463,28,41,-18,103,85,19,2,38,16,12,4,16,20032004,0,0,L,1,St. Louis Blues,Blues de St. Louis,Blues,STL,https://assets.nhle.com/logos/nhl/svg/STL_20002001-20072008_light.svg,11,15,0,0.47561,39,,True,,
x,XVE,2,4,Eastern,12,8,2004-04-04,ATL,1,2,Atlantic,4,3,2,82,27,0.329268,210,237,2.890244,41,37,92,129,11,1,55,25,24,4,25,10,12,23,35,3,0,13,6,6,1,6,5,6,22,15,29,4,NY Islanders,0.554878,91,0.463415,38,0.439024,36,41,-10,118,108,18,3,36,13,12,7,13,20032004,0,0,T,1,New York Islanders,Islanders de New York,Islanders,NYI,https://assets.nhle.com/logos/nhl/svg/NYI_19971998-20092010_light.svg,11,17,0,0.463415,38,,True,,
x,XVW,6,9,Western,8,8,2004-04-04,CEN,3,3,Central,3,3,2,82,-1,-0.012195,217,216,2.634146,41,19,93,112,10,2,53,22,19,7,22,10,2,25,27,3,1,12,5,4,1,5,9,15,16,16,29,4,Nashville,0.554878,91,0.463415,38,0.378049,31,41,-20,124,104,19,2,38,16,12,4,16,20032004,0,0,W,1,Nashville Predators,Predators de Nashville,Predators,NSH,https://assets.nhle.com/logos/nhl/svg/NSH_19981999-20102011_light.svg,11,16,0,0.463415,38,,True,,
,XVW,3,2,Western,9,9,2004-04-04,NW,1,1,Northwest,4,4,2,82,13,0.158537,208,221,2.695122,41,21,102,123,12,3,51,22,17,4,22,10,7,23,30,2,1,15,7,7,0,7,11,3,17,17,29,5,Edmonton,0.542683,89,0.439024,36,0.365854,30,41,-8,106,98,17,2,38,14,13,8,14,20032004,0,0,L,1,Edmonton Oilers,Oilers d'Edmonton,Oilers,EDM,https://assets.nhle.com/logos/nhl/svg/EDM_19971998-20102011_light.svg,12,14,0,0.439024,36,,True,,
,XVE,8,5,Eastern,9,9,2004-04-04,NE,4,2,Northeast,5,5,2,82,-1,-0.012195,221,220,2.682927,41,18,108,126,13,3,49,21,20,4,21,10,7,22,29,3,0,13,6,5,1,6,14,8,19,18,34,4,Buffalo,0.518293,85,0.45122,37,0.426829,35,41,-19,113,94,21,1,36,16,15,3,16,20032004,0,0,L,2,Buffalo Sabres,Sabres de Buffalo,Sabres,BUF,https://assets.nhle.com/logos/nhl/svg/BUF_19992000-20052006_light.svg,7,13,0,0.45122,37,,True,,
,XVW,10,5,Western,11,10,2004-04-04,NW,4,3,Northwest,5,5,2,82,5,0.060976,183,188,2.292683,41,15,89,104,13,2,47,19,18,7,19,10,8,22,30,3,1,13,6,5,0,6,18,7,23,19,29,3,Minnesota,0.506098,83,0.365854,30,0.353659,29,41,-10,94,84,16,1,36,11,11,13,11,20032004,0,0,W,3,Minnesota Wild,Wild du Minnesota,Wild,MIN,https://assets.nhle.com/logos/nhl/svg/MIN_20002001-20122013_light.svg,20,12,0,0.365854,30,,True,,
,XVW,13,15,Western,6,11,2004-04-04,PAC,4,5,Pacific,2,3,2,82,-12,-0.146341,217,205,2.5,41,7,108,115,16,1,40,15,15,9,15,10,-15,30,15,8,2,2,0,0,0,0,24,30,13,20,29,9,Los Angeles,0.493902,81,0.341463,28,0.317073,26,41,-19,109,90,13,8,41,13,11,7,13,20032004,0,0,OT,1,Los Angeles Kings,Kings de Los Angeles,Kings,LAK,https://assets.nhle.com/logos/nhl/svg/LAK_20022003-20092010_light.svg,16,11,0,0.341463,28,,True,,
,XVE,10,3,Eastern,10,10,2004-04-04,SE,2,1,Southeast,3,2,2,82,-29,-0.353659,243,214,2.609756,41,-6,109,103,17,2,42,18,15,4,18,10,-2,23,21,3,1,12,5,4,1,5,21,16,20,21,37,4,Atlanta,0.47561,78,0.402439,33,0.329268,27,41,-23,134,111,20,2,36,15,12,4,15,20032004,0,0,W,1,Atlanta Thrashers,Thrashers d'Atlanta,Thrashers,ATL,https://assets.nhle.com/logos/nhl/svg/ATL_19992000-20102011_light.svg,8,10,0,0.402439,33,,True,,
,XVW,8,11,Western,13,12,2004-04-04,PAC,3,3,Pacific,5,4,2,82,-29,-0.353659,213,184,2.243902,41,7,106,113,11,4,49,19,16,7,19,10,0,25,25,5,0,9,4,3,1,4,16,23,26,22,35,8,Anaheim,0.463415,76,0.353659,29,0.304878,25,41,-36,107,71,24,4,27,10,9,3,10,20032004,0,0,W,1,Anaheim Ducks,Ducks d'Anaheim,Ducks,ANA,https://assets.nhle.com/logos/nhl/svg/ANA_19961997-20052006_light.svg,10,9,0,0.353659,29,,True,,
,XVE,12,11,Eastern,8,11,2004-04-04,SE,4,3,Southeast,2,3,2,82,-37,-0.45122,209,172,2.097561,41,-15,100,85,18,2,36,13,10,8,13,10,-4,34,30,4,1,10,4,3,1,4,26,21,14,23,34,6,Carolina,0.463415,76,0.341463,28,0.280488,23,41,-22,109,87,16,4,40,15,13,6,15,20032004,0,0,T,1,Carolina Hurricanes,Hurricanes de la Caroline,Hurricanes,CAR,https://assets.nhle.com/logos/nhl/svg/CAR_19992000-20122013_light.svg,14,8,0,0.341463,28,,True,Caroline,
,XVE,11,14,Eastern,13,12,2004-04-04,SE,3,5,Southeast,4,4,2,82,-33,-0.402439,221,188,2.292683,41,-2,111,109,15,3,42,16,15,7,16,10,-5,35,30,6,1,6,2,2,1,2,22,27,25,24,35,4,Florida,0.457317,75,0.341463,28,0.280488,23,41,-31,110,79,20,1,33,12,8,8,12,20032004,0,0,T,1,Florida Panthers,Panthers de la Floride,Panthers,FLA,https://assets.nhle.com/logos/nhl/svg/FLA_19992000-20152016_light.svg,15,7,0,0.341463,28,,True,Floride,
,XVE,14,15,Eastern,11,13,2004-04-04,ATL,4,5,Atlantic,3,4,2,82,-44,-0.536585,250,206,2.512195,41,-15,123,108,21,4,33,13,13,3,13,10,-15,35,20,6,2,6,2,1,0,2,28,28,21,25,40,8,NY Rangers,0.420732,69,0.329268,27,0.292683,24,41,-29,127,98,19,4,36,14,11,4,14,20032004,0,0,W,1,New York Rangers,Rangers de New York,Rangers,NYR,https://assets.nhle.com/logos/nhl/svg/NYR_light.svg,7,6,0,0.329268,27,,True,,
,XVW,15,13,Western,12,13,2004-04-04,PAC,5,4,Pacific,4,5,2,82,-57,-0.695122,245,188,2.292683,41,-37,132,95,19,4,33,11,7,7,11,10,-14,27,13,5,1,7,2,0,2,2,29,26,24,26,36,6,Phoenix,0.414634,68,0.268293,22,0.207317,17,41,-20,113,93,17,2,35,11,10,11,11,20032004,0,0,W,1,Phoenix Coyotes,Coyotes de Phoenix,Coyotes,PHX,https://assets.nhle.com/logos/nhl/svg/PHX_20032004-20132014_light.svg,18,5,0,0.268293,22,,True,,
,XVW,12,10,Western,14,14,2004-04-04,CEN,4,4,Central,4,4,2,82,-61,-0.743902,238,177,2.158537,41,-5,103,98,18,2,40,17,13,4,17,10,-3,26,23,5,0,10,5,4,0,5,23,19,29,27,45,4,Columbus,0.378049,62,0.304878,25,0.231707,19,41,-56,135,79,27,2,22,8,6,4,8,20032004,0,0,W,1,Columbus Blue Jackets,Blue Jackets de Columbus,Blue Jackets,CBJ,https://assets.nhle.com/logos/nhl/svg/CBJ_20002001-20062007_light.svg,8,4,0,0.304878,25,,True,,
,XVE,13,13,Eastern,15,14,2004-04-04,SE,5,4,Southeast,5,5,2,82,-67,-0.817073,253,186,2.268293,41,-22,119,97,20,2,34,13,12,6,13,10,-9,31,22,5,1,7,2,1,2,2,27,24,28,28,46,3,Washington,0.359756,59,0.280488,23,0.268293,22,41,-45,134,89,26,1,25,10,10,4,10,20032004,0,0,L,1,Washington Capitals,Capitals de Washington,Capitals,WSH,https://assets.nhle.com/logos/nhl/svg/WSH_19951996-20062007_light.svg,10,3,0,0.280488,23,,True,,
,XVW,14,14,Western,15,15,2004-04-04,CEN,5,5,Central,5,5,2,82,-71,-0.865854,259,188,2.292683,41,-18,116,98,17,5,37,13,9,6,13,10,-17,37,20,5,2,6,1,0,2,1,25,29,30,29,43,8,Chicago,0.359756,59,0.243902,20,0.195122,16,41,-53,143,90,26,3,22,7,7,5,7,20032004,0,0,L,1,Chicago Blackhawks,Blackhawks de Chicago,Blackhawks,CHI,https://assets.nhle.com/logos/nhl/svg/CHI_19981999-20242025_light.svg,11,2,0,0.243902,20,,True,,
,XVE,15,7,Eastern,14,15,2004-04-04,ATL,5,3,Atlantic,5,5,2,82,-113,-1.378049,303,190,2.317073,41,-50,145,95,22,0,32,13,9,6,13,10,-1,31,30,3,0,13,6,4,1,6,30,12,27,30,47,4,Pittsburgh,0.353659,58,0.280488,23,0.195122,16,41,-63,158,95,25,4,26,10,7,2,10,20032004,0,0,W,2,Pittsburgh Penguins,Penguins de Pittsburgh,Penguins,PIT,https://assets.nhle.com/logos/nhl/svg/PIT_20022003-20052006_light.svg,8,1,0,0.280488,23,,True,,
