clinchIndicator,conferenceAbbrev,conferenceHomeSequence,conferenceL10Sequence,conferenceName,conferenceRoadSequence,conferenceSequence,date,divisionAbbrev,divisionHomeSequence,divisionL10Sequence,divisionName,divisionRoadSequence,divisionSequence,gameTypeId,gamesPlayed,goalDifferential,goalDifferentialPctg,goalAgainst,goalFor,goalsForPctg,homeGamesPlayed,homeGoalDifferential,homeGoalsAgainst,homeGoalsFor,homeLosses,homeOtLosses,homePoints,homeRegulationPlusOtWins,homeRegulationWins,homeTies,homeWins,l10GamesPlayed,l10GoalDifferential,l10GoalsAgainst,l10GoalsFor,l10Losses,l10OtLosses,l10Points,l10RegulationPlusOtWins,l10RegulationWins,l10Ties,l10Wins,leagueHomeSequence,leagueL10Sequence,leagueRoadSequence,leagueSequence,losses,otLosses,placeName_default,pointPctg,points,regulationPlusOtWinPctg,regulationPlusOtWins,regulationWinPctg,regulationWins,roadGamesPlayed,roadGoalDifferential,roadGoalsAgainst,roadGoalsFor,roadLosses,roadOtLosses,roadPoints,roadRegulationPlusOtWins,roadRegulationWins,roadTies,roadWins,seasonId,shootoutLosses,shootoutWins,streakCode,streakCount,teamName_default,teamName_fr,teamCommonName_default,teamAbbrev_default,teamLogo,ties,waiversSequence,wildcardSequence,winPctg,wins,sourceDate,wildCardIndicator,placeName_fr,teamCommonName_fr
x,XVW,2,2,Western,8,7,2007-04-08,NW,1,1,Northwest,3,2,2,82,44,0.536585,191,235,2.865854,41,42,81,123,7,5,63,22,17,0,29,10,16,14,30,2,1,15,7,7,0,7,2,3,18,11,26,8,Minnesota,0.634146,104,0.463415,38,0.378049,31,41,2,110,112,19,3,41,16,14,0,19,20062007,7,10,W,3,Minnesota Wild,Wild du Minnesota,Wild,MIN,https://assets.nhle.com/logos/nhl/svg/MIN_20002001-20122013_light.svg,0,20,0,0.585366,48,,True,,
y,XVE,3,3,Eastern,7,3,2007-04-08,SE,1,1,Southeast,2,1,2,82,1,0.012195,245,246,3.0,41,14,119,133,12,6,52,19,15,0,23,10,1,24,25,3,1,13,5,2,0,6,14,15,14,12,28,11,Atlanta,0.591463,97,0.439024,36,0.353659,29,41,-13,126,113,16,5,45,17,14,0,20,20062007,4,7,W,2,Atlanta Thrashers,Thrashers d'Atlanta,Thrashers,ATL,https://assets.nhle.com/logos/nhl/svg/ATL_19992000-20102011_light.svg,0,19,0,0.52439,43,,True,,
x,XVW,4,7,Western,10,8,2007-04-08,NW,2,4,Northwest,4,3,2,82,32,0.390244,226,258,3.146341,41,52,92,144,9,2,62,28,26,0,30,10,1,26,27,4,0,12,5,4,0,6,3,17,22,13,29,10,Calgary,0.585366,96,0.487805,40,0.463415,38,41,-20,134,114,20,8,34,12,12,0,13,20062007,5,3,L,4,Calgary Flames,Flames de Calgary,Flames,CGY,https://assets.nhle.com/logos/nhl/svg/CGY_19941995-20192020_light.svg,0,18,0,0.52439,43,,True,,
,XVW,9,5,Western,6,9,2007-04-08,NW,4,2,Northwest,2,4,2,82,21,0.256098,251,272,3.317073,41,8,124,132,16,3,47,21,19,0,22,10,7,27,34,2,1,15,6,6,0,7,17,5,9,14,31,7,Colorado,0.579268,95,0.47561,39,0.439024,36,41,13,127,140,15,4,48,18,17,0,22,20062007,4,5,W,1,Colorado Avalanche,Avalanche du Colorado,Avalanche,COL,https://assets.nhle.com/logos/nhl/svg/COL_light.svg,0,17,0,0.536585,44,,True,,
x,XVE,10,1,Eastern,6,6,2007-04-08,ATL,4,1,Atlantic,3,3,2,82,26,0.317073,216,242,2.95122,41,20,107,127,15,5,47,17,17,0,21,10,13,21,34,2,1,15,6,5,0,7,19,4,12,15,30,10,NY Rangers,0.573171,94,0.402439,33,0.365854,30,41,6,109,115,15,5,47,16,13,0,21,20062007,5,9,L,1,New York Rangers,Rangers de New York,Rangers,NYR,https://assets.nhle.com/logos/nhl/svg/NYR_light.svg,0,16,0,0.512195,42,,True,,
x,XVE,12,11,Eastern,3,7,2007-04-08,SE,4,3,Southeast,1,2,2,82,-8,-0.097561,261,253,3.085366,41,2,117,119,18,1,45,18,16,0,22,10,-11,39,28,4,1,11,5,4,0,5,21,20,10,16,33,5,Tampa Bay,0.567073,93,0.414634,34,0.353659,29,41,-10,144,134,15,4,48,16,13,0,22,20062007,2,10,OT,1,Tampa Bay Lightning,Lightning de Tampa Bay,Lightning,TBL,https://assets.nhle.com/logos/nhl/svg/TBL_20012002-20062007_light.svg,0,15,0,0.536585,44,,True,,
x,XVE,8,8,Eastern,10,8,2007-04-08,ATL,3,4,Atlantic,4,4,2,82,8,0.097561,240,248,3.02439,41,16,103,119,13,6,50,18,16,0,22,10,3,28,31,3,1,13,4,4,0,6,16,13,17,17,30,12,NY Islanders,0.560976,92,0.390244,32,0.365854,30,41,-8,137,129,17,6,42,14,14,0,18,20062007,5,8,W,4,New York Islanders,Islanders de New York,Islanders,NYI,https://assets.nhle.com/logos/nhl/svg/NYI_19971998-20092010_light.svg,0,14,0,0.487805,40,,True,,
,XVE,9,9,Eastern,8,9,2007-04-08,NE,4,4,Northeast,3,3,2,82,-11,-0.134146,269,258,3.146341,41,-1,128,127,15,5,47,20,16,0,21,10,2,34,36,3,1,13,6,4,0,6,18,14,15,18,31,11,Toronto,0.554878,91,0.439024,36,0.390244,32,41,-10,141,131,16,6,44,16,16,0,19,20062007,7,4,W,1,Toronto Maple Leafs,Maple Leafs de Toronto,Maple Leafs,TOR,https://assets.nhle.com/logos/nhl/svg/TOR_19871988-20152016_light.svg,0,13,0,0.487805,40,,True,,
,XVE,5,4,Eastern,12,10,2007-04-08,NE,2,2,Northeast,5,4,2,82,-11,-0.134146,256,245,2.987805,41,19,115,134,12,3,55,22,21,0,26,10,7,27,34,3,0,14,6,6,0,7,11,7,21,19,34,6,Montréal,0.54878,90,0.439024,36,0.414634,34,41,-30,141,111,22,3,35,14,13,0,16,20062007,5,6,L,2,Montréal Canadiens,Canadiens de Montréal,Canadiens,MTL,https://assets.nhle.com/logos/nhl/svg/MTL_light.svg,0,12,0,0.512195,42,,True,,
,XVE,11,12,Eastern,9,11,2007-04-08,SE,3,4,Southeast,3,3,2,82,-12,-0.146341,253,241,2.939024,41,-3,131,128,16,4,46,21,18,0,21,10,-5,38,33,5,0,10,5,3,0,5,20,22,16,20,34,8,Carolina,0.536585,88,0.487805,40,0.414634,34,41,-9,122,113,18,4,42,19,16,0,19,20062007,5,0,W,1,Carolina Hurricanes,Hurricanes de la Caroline,Hurricanes,CAR,https://assets.nhle.com/logos/nhl/svg/CAR_19992000-20122013_light.svg,0,11,0,0.487805,40,,True,Caroline,
,XVE,7,10,Eastern,13,12,2007-04-08,SE,2,2,Southeast,4,4,2,82,-10,-0.121951,257,247,3.012195,41,20,125,145,12,6,52,22,19,0,23,10,7,27,34,2,3,13,4,3,0,5,15,16,23,21,31,16,Florida,0.52439,86,0.402439,33,0.365854,30,41,-30,132,102,19,10,34,11,11,0,12,20062007,8,2,OT,1,Florida Panthers,Panthers de la Floride,Panthers,FLA,https://assets.nhle.com/logos/nhl/svg/FLA_19992000-20152016_light.svg,0,10,0,0.426829,35,,True,Floride,
,XVW,13,11,Western,9,10,2007-04-08,CEN,4,4,Central,3,3,2,82,-40,-0.487805,254,214,2.609756,41,-12,122,110,19,4,40,16,14,0,18,10,-9,33,24,5,1,9,3,3,0,4,27,23,19,22,35,13,St. Louis,0.493902,81,0.341463,28,0.292683,24,41,-28,132,104,16,9,41,12,10,0,16,20062007,6,6,L,2,St. Louis Blues,Blues de St. Louis,Blues,STL,https://assets.nhle.com/logos/nhl/svg/STL_20002001-20072008_light.svg,0,9,0,0.414634,34,,True,,
,XVE,14,15,Eastern,11,13,2007-04-08,NE,5,5,Northeast,4,5,2,82,-70,-0.853659,289,219,2.670732,41,-32,142,110,19,4,40,13,10,0,18,10,-20,37,17,8,1,3,1,1,0,1,26,30,20,23,41,6,Boston,0.463415,76,0.317073,26,0.268293,22,41,-38,147,109,22,2,36,13,12,0,17,20062007,4,9,L,6,Boston Bruins,Bruins de Boston,Bruins,BOS,https://assets.nhle.com/logos/nhl/svg/BOS_19951996-20062007_light.svg,0,8,0,0.426829,35,,True,,
,XVW,12,10,Western,11,11,2007-04-08,CEN,3,3,Central,4,4,2,82,-48,-0.585366,249,201,2.45122,41,-15,126,111,19,4,40,17,14,0,18,10,-1,25,24,5,0,10,4,3,0,5,25,21,24,24,42,7,Columbus,0.445122,73,0.341463,28,0.292683,24,41,-33,123,90,23,3,33,11,10,0,15,20062007,5,5,L,1,Columbus Blue Jackets,Blue Jackets de Columbus,Blue Jackets,CBJ,https://assets.nhle.com/logos/nhl/svg/CBJ_20002001-20062007_light.svg,0,7,0,0.402439,33,,True,,
,XVW,10,15,Western,13,12,2007-04-08,NW,5,5,Northwest,5,5,2,82,-53,-0.646341,248,195,2.378049,41,-13,127,114,19,3,41,17,17,0,19,10,-18,33,15,8,0,4,1,1,0,2,22,29,26,25,43,7,Edmonton,0.432927,71,0.353659,29,0.341463,28,41,-40,121,81,24,4,30,12,11,0,13,20062007,3,3,W,1,Edmonton Oilers,Oilers d'Edmonton,Oilers,EDM,https://assets.nhle.com/logos/nhl/svg/EDM_19971998-20102011_light.svg,0,6,0,0.390244,32,,True,,
,XVW,15,12,Western,12,13,2007-04-08,CEN,5,5,Central,5,5,2,82,-57,-0.695122,258,201,2.45122,41,-19,107,88,20,4,38,15,14,0,17,10,-8,28,20,6,0,8,2,2,0,4,29,24,25,26,42,9,Chicago,0.432927,71,0.304878,25,0.268293,22,41,-38,151,113,22,5,33,10,8,0,14,20062007,7,6,L,2,Chicago Blackhawks,Blackhawks de Chicago,Blackhawks,CHI,https://assets.nhle.com/logos/nhl/svg/CHI_19981999-20242025_light.svg,0,5,0,0.378049,31,,True,,
,XVE,13,13,Eastern,15,14,2007-04-08,SE,5,5,Southeast,5,5,2,82,-51,-0.621951,286,235,2.865854,41,-5,135,130,17,7,41,16,13,0,17,10,-6,30,24,6,1,7,3,3,0,3,23,25,28,27,40,14,Washington,0.426829,70,0.329268,27,0.280488,23,41,-46,151,105,23,7,29,11,10,0,11,20062007,11,1,L,1,Washington Capitals,Capitals de Washington,Capitals,WSH,https://assets.nhle.com/logos/nhl/svg/WSH_19951996-20062007_light.svg,0,4,0,0.341463,28,,True,,
,XVW,11,14,Western,15,14,2007-04-08,PAC,4,5,Pacific,5,4,2,82,-56,-0.682927,283,227,2.768293,41,-13,129,116,16,9,41,13,12,0,16,10,-12,34,22,7,0,6,3,3,0,3,24,27,30,28,41,14,Los Angeles,0.414634,68,0.280488,23,0.256098,21,41,-43,154,111,25,5,27,10,9,0,11,20062007,6,4,W,1,Los Angeles Kings,Kings de Los Angeles,Kings,LAK,https://assets.nhle.com/logos/nhl/svg/LAK_20022003-20092010_light.svg,0,3,0,0.329268,27,,True,,
,XVW,14,13,Western,14,15,2007-04-08,PAC,5,4,Pacific,4,5,2,82,-68,-0.829268,284,216,2.634146,41,-15,135,120,20,3,39,15,14,0,18,10,-11,33,22,6,1,7,3,3,0,3,28,26,29,29,46,5,Phoenix,0.408537,67,0.317073,26,0.292683,24,41,-53,149,96,26,2,28,11,10,0,13,20062007,2,5,W,1,Phoenix Coyotes,Coyotes de Phoenix,Coyotes,PHX,https://assets.nhle.com/logos/nhl/svg/PHX_20032004-20132014_light.svg,0,2,0,0.378049,31,,True,,
,XVE,15,14,Eastern,14,15,2007-04-08,ATL,5,5,Atlantic,5,5,2,82,-89,-1.085366,303,214,2.609756,41,-37,152,115,24,7,27,9,7,0,10,10,-12,36,24,7,1,5,2,2,0,2,30,28,27,30,48,12,Philadelphia,0.341463,56,0.256098,21,0.219512,18,41,-52,151,99,24,5,29,12,11,0,12,20062007,6,1,W,1,Philadelphia Flyers,Flyers de Philadelphie,Flyers,PHI,https://assets.nhle.com/logos/nhl/svg/PHI_19992000-20222023_light.svg,0,1,0,0.268293,22,,True,Philadelphie,
