clinchIndicator,conferenceAbbrev,conferenceHomeSequence,conferenceL10Sequence,conferenceName,conferenceRoadSequence,conferenceSequence,date,divisionAbbrev,divisionHomeSequence,divisionL10Sequence,divisionName,divisionRoadSequence,divisionSequence,gameTypeId,gamesPlayed,goalDifferential,goalDifferentialPctg,goalAgainst,goalFor,goalsForPctg,homeGamesPlayed,homeGoalDifferential,homeGoalsAgainst,homeGoalsFor,homeLosses,homeOtLosses,homePoints,homeRegulationPlusOtWins,homeRegulationWins,homeTies,homeWins,l10GamesPlayed,l10GoalDifferential,l10GoalsAgainst,l10GoalsFor,l10Losses,l10OtLosses,l10Points,l10RegulationPlusOtWins,l10RegulationWins,l10Ties,l10Wins,leagueHomeSequence,leagueL10Sequence,leagueRoadSequence,leagueSequence,losses,otLosses,placeName_default,pointPctg,points,regulationPlusOtWinPctg,regulationPlusOtWins,regulationWinPctg,regulationWins,roadGamesPlayed,roadGoalDifferential,roadGoalsAgainst,roadGoalsFor,roadLosses,roadOtLosses,roadPoints,roadRegulationPlusOtWins,roadRegulationWins,roadTies,roadWins,seasonId,shootoutLosses,shootoutWins,streakCode,streakCount,teamName_default,teamName_fr,teamCommonName_default,teamAbbrev_default,teamLogo,ties,waiversSequence,wildcardSequence,winPctg,wins,sourceDate,wildCardIndicator,placeName_fr,teamCommonName_fr
p,XVW,4,2,Western,1,1,2000-04-09,CEN,2,1,Central,1,1,2,82,83,1.012195,165,248,3.02439,41,39,84,123,9,1,56,24,20,7,24,10,6,21,27,2,1,13,5,5,2,5,6,7,1,1,19,1,St. Louis,0.695122,114,0.621951,51,0.560976,46,41,44,81,125,10,0,58,27,26,4,27,19992000,0,0,L,1,St. Louis Blues,Blues de St. Louis,Blues,STL,https://assets.nhle.com/logos/nhl/svg/STL_19992000_light.svg,11,28,0,0.621951,51,,True,,
x,XVW,1,4,Western,4,4,2000-04-09,CEN,1,2,Central,2,2,2,82,68,0.829268,210,278,3.390244,41,46,106,152,9,1,60,28,24,3,28,10,14,25,39,3,0,12,5,4,2,5,2,9,3,2,22,2,Detroit,0.658537,108,0.585366,48,0.536585,44,41,22,104,126,13,1,48,20,20,7,20,19992000,0,0,L,2,Detroit Red Wings,Red Wings de Detroit,Red Wings,DET,https://assets.nhle.com/logos/nhl/svg/DET_light.svg,10,27,0,0.585366,48,,True,,
x,XVE,4,2,Eastern,2,1,2000-04-09,ATL,2,1,Atlantic,1,1,2,82,58,0.707317,179,237,2.890244,41,40,86,126,6,3,60,25,21,7,25,10,10,17,27,2,1,15,7,7,0,7,4,3,5,3,22,3,Philadelphia,0.640244,105,0.54878,45,0.47561,39,41,18,93,111,16,0,45,20,18,5,20,19992000,0,0,W,4,Philadelphia Flyers,Flyers de Philadelphie,Flyers,PHI,https://assets.nhle.com/logos/nhl/svg/PHI_19992000-20222023_light.svg,12,26,0,0.54878,45,,True,Philadelphie,
x,XVE,2,7,Eastern,4,4,2000-04-09,ATL,1,3,Atlantic,2,2,2,82,48,0.585366,203,251,3.060976,41,41,92,133,9,1,60,28,26,3,28,10,3,29,32,5,0,10,5,4,0,5,3,17,7,4,24,5,New Jersey,0.628049,103,0.54878,45,0.512195,42,41,7,111,118,15,4,43,17,16,5,17,19992000,0,0,W,1,New Jersey Devils,Devils du New Jersey,Devils,NJD,https://assets.nhle.com/logos/nhl/svg/NJD_light.svg,8,25,0,0.54878,45,,True,,
y,XVE,1,6,Eastern,3,2,2000-04-09,SE,1,3,Southeast,1,1,2,82,33,0.402439,194,227,2.768293,41,37,83,120,5,2,62,26,23,8,26,10,5,24,29,3,1,12,5,5,1,5,1,11,11,5,24,2,Washington,0.621951,102,0.536585,44,0.47561,39,41,-4,111,107,19,0,40,18,16,4,18,19992000,0,0,T,1,Washington Capitals,Capitals de Washington,Capitals,WSH,https://assets.nhle.com/logos/nhl/svg/WSH_19951996-20062007_light.svg,12,23,0,0.536585,44,,True,,
y,XVW,3,6,Western,2,2,2000-04-09,PAC,1,2,Pacific,1,1,2,82,27,0.329268,184,211,2.573171,41,15,91,106,11,4,51,21,18,5,21,10,5,24,29,2,2,12,4,4,2,4,11,12,2,6,23,6,Dallas,0.621951,102,0.52439,43,0.487805,40,41,12,93,105,12,2,51,22,22,5,22,19992000,0,0,T,1,Dallas Stars,Stars de Dallas,Stars,DAL,https://assets.nhle.com/logos/nhl/svg/DAL_19941995-20122013_light.svg,10,24,0,0.52439,43,,True,,
y,XVE,6,9,Eastern,1,3,2000-04-09,NE,2,3,Northeast,1,1,2,82,24,0.292683,222,246,3.0,41,23,105,128,12,0,53,24,21,5,24,10,-4,30,26,5,0,10,5,5,0,5,9,20,4,7,27,3,Toronto,0.609756,100,0.54878,45,0.463415,38,41,1,117,118,15,3,47,21,17,2,21,19992000,0,0,W,2,Toronto Maple Leafs,Maple Leafs de Toronto,Maple Leafs,TOR,https://assets.nhle.com/logos/nhl/svg/TOR_19871988-20152016_light.svg,7,22,0,0.54878,45,,True,,
x,XVE,5,5,Eastern,7,5,2000-04-09,SE,2,2,Southeast,2,2,2,82,35,0.426829,209,244,2.97561,41,32,97,129,9,2,58,26,23,4,26,10,8,24,32,2,1,14,6,6,1,6,5,6,14,8,27,6,Florida,0.597561,98,0.52439,43,0.487805,40,41,3,112,115,18,4,40,17,17,2,17,19992000,0,0,L,1,Florida Panthers,Panthers de la Floride,Panthers,FLA,https://assets.nhle.com/logos/nhl/svg/FLA_19992000-20152016_light.svg,6,21,0,0.52439,43,,True,Floride,
y,XVW,2,1,Western,3,3,2000-04-09,NW,1,1,Northwest,1,1,2,82,32,0.390244,201,233,2.841463,41,42,80,122,12,0,54,25,24,4,25,10,9,20,29,2,0,16,8,6,0,8,8,1,9,9,28,1,Colorado,0.585366,96,0.512195,42,0.45122,37,41,-10,121,111,16,1,42,17,13,7,17,19992000,0,0,W,8,Colorado Avalanche,Avalanche du Colorado,Avalanche,COL,https://assets.nhle.com/logos/nhl/svg/COL_light.svg,11,20,0,0.512195,42,,True,,
x,XVE,3,8,Eastern,6,6,2000-04-09,NE,1,2,Northeast,3,2,2,82,34,0.414634,210,244,2.97561,41,41,98,139,10,2,55,24,23,5,24,10,3,26,29,5,0,10,5,5,0,5,7,18,13,10,28,2,Ottawa,0.579268,95,0.5,41,0.47561,39,41,-7,112,105,18,0,40,17,16,6,17,19992000,0,0,W,2,Ottawa Senators,Sénateurs d'Ottawa,Senators,OTT,https://assets.nhle.com/logos/nhl/svg/OTT_19971998-20062007_light.svg,11,19,0,0.5,41,,True,,Sénateurs
