clinchIndicator,conferenceAbbrev,conferenceHomeSequence,conferenceL10Sequence,conferenceName,conferenceRoadSequence,conferenceSequence,date,divisionAbbrev,divisionHomeSequence,divisionL10Sequence,divisionName,divisionRoadSequence,divisionSequence,gameTypeId,gamesPlayed,goalDifferential,goalDifferentialPctg,goalAgainst,goalFor,goalsForPctg,homeGamesPlayed,homeGoalDifferential,homeGoalsAgainst,homeGoalsFor,homeLosses,homeOtLosses,homePoints,homeRegulationPlusOtWins,homeRegulationWins,homeTies,homeWins,l10GamesPlayed,l10GoalDifferential,l10GoalsAgainst,l10GoalsFor,l10Losses,l10OtLosses,l10Points,l10RegulationPlusOtWins,l10RegulationWins,l10Ties,l10Wins,leagueHomeSequence,leagueL10Sequence,leagueRoadSequence,leagueSequence,losses,otLosses,placeName_default,pointPctg,points,regulationPlusOtWinPctg,regulationPlusOtWins,regulationWinPctg,regulationWins,roadGamesPlayed,roadGoalDifferential,roadGoalsAgainst,roadGoalsFor,roadLosses,roadOtLosses,roadPoints,roadRegulationPlusOtWins,roadRegulationWins,roadTies,roadWins,seasonId,shootoutLosses,shootoutWins,streakCode,streakCount,teamName_default,teamName_fr,teamCommonName_default,teamAbbrev_default,teamLogo,ties,waiversSequence,wildcardSequence,winPctg,wins,sourceDate,wildCardIndicator,placeName_fr,teamCommonName_fr
p,XVW,1,3,Western,1,1,1999-04-18,PAC,1,1,Pacific,1,1,2,82,68,0.829268,168,236,2.878049,41,48,86,134,8,0,62,29,28,4,29,10,8,22,30,4,0,12,6,6,0,6,1,9,2,1,19,0,Dallas,0.695122,114,0.621951,51,0.585366,48,41,20,82,102,11,0,52,22,20,8,22,19981999,0,0,L,2,Dallas Stars,Stars de Dallas,Stars,DAL,https://assets.nhle.com/logos/nhl/svg/DAL_19941995-20122013_light.svg,12,27,0,0.621951,51,,True,,
z,XVE,9,1,Eastern,1,1,1999-04-18,ATL,3,1,Atlantic,1,1,2,82,52,0.634146,196,248,3.02439,41,21,102,123,14,0,46,19,17,8,19,10,17,18,35,2,0,16,8,7,0,8,14,2,1,2,24,0,New Jersey,0.640244,105,0.573171,47,0.536585,44,41,31,94,125,10,0,59,28,27,3,28,19981999,0,0,W,3,New Jersey Devils,Devils du New Jersey,Devils,NJD,https://assets.nhle.com/logos/nhl/svg/NJD_19921993-19981999_light.svg,11,26,0,0.573171,47,,True,,
y,XVE,5,5,Eastern,2,2,1999-04-18,NE,3,3,Northeast,1,1,2,82,60,0.731707,179,239,2.914634,41,41,79,120,11,0,52,22,22,8,22,10,2,26,28,2,0,11,3,3,5,3,6,10,3,3,23,0,Ottawa,0.628049,103,0.536585,44,0.52439,43,41,19,100,119,12,0,51,22,21,7,22,19981999,0,0,T,2,Ottawa Senators,Sénateurs d'Ottawa,Senators,OTT,https://assets.nhle.com/logos/nhl/svg/OTT_19971998-20062007_light.svg,15,25,0,0.536585,44,,True,,Sénateurs
y,XVW,3,2,Western,2,2,1999-04-18,NW,1,1,Northwest,1,1,2,82,34,0.414634,205,239,2.914634,41,27,100,127,14,0,48,21,21,6,21,10,10,24,34,2,0,15,7,7,1,7,11,4,4,4,28,0,Colorado,0.597561,98,0.536585,44,0.512195,42,41,7,105,112,14,0,50,23,21,4,23,19981999,0,0,W,1,Colorado Avalanche,Avalanche du Colorado,Avalanche,COL,https://assets.nhle.com/logos/nhl/svg/COL_19951996-19981999_light.svg,10,24,0,0.536585,44,,True,,
x,XVE,7,4,Eastern,4,4,1999-04-18,NE,4,2,Northeast,2,2,2,82,37,0.45122,231,268,3.268293,41,24,111,135,13,0,51,23,19,5,23,10,17,22,39,2,0,14,6,5,2,6,8,6,5,5,30,0,Toronto,0.591463,97,0.54878,45,0.47561,39,41,13,120,133,17,0,46,22,20,2,22,19981999,0,0,L,1,Toronto Maple Leafs,Maple Leafs de Toronto,Maple Leafs,TOR,https://assets.nhle.com/logos/nhl/svg/TOR_19871988-20152016_light.svg,7,23,0,0.54878,45,,True,,
y,XVW,2,4,Western,6,3,1999-04-18,CEN,1,2,Central,2,1,2,82,43,0.52439,202,245,2.987805,41,41,96,137,12,0,56,27,25,2,27,10,11,18,29,2,0,15,7,6,1,7,2,3,14,6,32,0,Detroit,0.567073,93,0.52439,43,0.5,41,41,2,106,108,20,0,37,16,16,5,16,19981999,0,0,L,1,Detroit Red Wings,Red Wings de Detroit,Red Wings,DET,https://assets.nhle.com/logos/nhl/svg/DET_light.svg,7,22,0,0.52439,43,,True,,
x,XVE,2,7,Eastern,5,5,1999-04-18,ATL,1,2,Atlantic,2,2,2,82,35,0.426829,196,231,2.817073,41,38,90,128,9,0,53,21,21,11,21,10,-3,23,20,4,0,10,4,4,2,4,4,13,7,7,26,0,Philadelphia,0.567073,93,0.45122,37,0.426829,35,41,-3,106,103,17,0,40,16,14,8,16,19981999,0,0,W,1,Philadelphia Flyers,Flyers de Philadelphie,Flyers,PHI,https://assets.nhle.com/logos/nhl/svg/PHI_19671968-19981999_light.svg,19,21,0,0.45122,37,,True,Philadelphie,
x,XVE,1,2,Eastern,7,6,1999-04-18,NE,1,1,Northeast,4,3,2,82,33,0.402439,181,214,2.609756,41,33,79,112,10,0,53,22,20,9,22,10,8,17,25,3,0,14,7,6,0,7,3,5,11,8,30,0,Boston,0.554878,91,0.47561,39,0.45122,37,41,0,102,102,20,0,38,17,17,4,17,19981999,0,0,L,1,Boston Bruins,Bruins de Boston,Bruins,BOS,https://assets.nhle.com/logos/nhl/svg/BOS_19951996-20062007_light.svg,13,20,0,0.47561,39,,True,,
x,XVE,4,6,Eastern,6,7,1999-04-18,NE,2,4,Northeast,3,4,2,82,32,0.390244,175,207,2.52439,41,29,88,117,12,0,52,23,22,6,23,10,4,16,20,4,0,10,4,4,2,4,5,12,10,9,28,0,Buffalo,0.554878,91,0.45122,37,0.414634,34,41,3,87,90,16,0,39,14,12,11,14,19981999,0,0,W,1,Buffalo Sabres,Sabres de Buffalo,Sabres,BUF,https://assets.nhle.com/logos/nhl/svg/BUF_19961997-19981999_light.svg,17,19,0,0.45122,37,,True,,
x,XVW,4,9,Western,5,4,1999-04-18,PAC,2,4,Pacific,2,2,2,82,8,0.097561,197,205,2.5,41,9,97,106,13,0,51,23,22,5,23,10,-1,25,24,6,0,8,4,4,0,4,9,17,9,10,31,0,Phoenix,0.54878,90,0.47561,39,0.45122,37,41,-1,100,99,18,0,39,16,15,7,16,19981999,0,0,W,1,Phoenix Coyotes,Coyotes de Phoenix,Coyotes,PHX,https://assets.nhle.com/logos/nhl/svg/PHX_19961997-19981999_light.svg,12,18,0,0.47561,39,,True,,
