clinchIndicator,conferenceAbbrev,conferenceHomeSequence,conferenceL10Sequence,conferenceName,conferenceRoadSequence,conferenceSequence,date,divisionAbbrev,divisionHomeSequence,divisionL10Sequence,divisionName,divisionRoadSequence,divisionSequence,gameTypeId,gamesPlayed,goalDifferential,goalDifferentialPctg,goalAgainst,goalFor,goalsForPctg,homeGamesPlayed,homeGoalDifferential,homeGoalsAgainst,homeGoalsFor,homeLosses,homeOtLosses,homePoints,homeRegulationPlusOtWins,homeRegulationWins,homeTies,homeWins,l10GamesPlayed,l10GoalDifferential,l10GoalsAgainst,l10GoalsFor,l10Losses,l10OtLosses,l10Points,l10RegulationPlusOtWins,l10RegulationWins,l10Ties,l10Wins,leagueHomeSequence,leagueL10Sequence,leagueRoadSequence,leagueSequence,losses,otLosses,placeName_default,pointPctg,points,regulationPlusOtWinPctg,regulationPlusOtWins,regulationWinPctg,regulationWins,roadGamesPlayed,roadGoalDifferential,roadGoalsAgainst,roadGoalsFor,roadLosses,roadOtLosses,roadPoints,roadRegulationPlusOtWins,roadRegulationWins,roadTies,roadWins,seasonId,shootoutLosses,shootoutWins,streakCode,streakCount,teamName_default,teamName_fr,teamCommonName_default,teamAbbrev_default,teamLogo,ties,waiversSequence,wildcardSequence,winPctg,wins,sourceDate,wildCardIndicator,placeName_fr,teamCommonName_fr
p,XVW,1,7,Western,2,1,2009-04-12,PAC,1,3,Pacific,1,1,2,82,53,0.646341,204,257,3.134146,41,51,90,141,5,4,68,28,25,0,32,10,-4,28,24,4,1,11,4,4,0,5,1,16,4,1,18,11,San Jose,0.713415,117,0.573171,47,0.52439,43,41,2,114,116,13,7,49,19,18,0,21,20082009,5,6,L,2,San Jose Sharks,Sharks de San Jose,Sharks,SJS,https://assets.nhle.com/logos/nhl/svg/SJS_20082009-20232024_light.svg,0,30,0,0.646341,53,,True,,
z,XVE,1,2,Eastern,1,1,2009-04-12,NE,1,1,Northeast,1,1,2,82,78,0.95122,196,274,3.341463,41,56,97,153,6,6,64,29,27,0,29,10,9,26,35,2,0,16,8,7,0,8,2,3,2,2,19,10,Boston,0.707317,116,0.597561,49,0.560976,46,41,22,99,121,13,4,52,20,19,0,24,20082009,6,4,W,1,Boston Bruins,Bruins de Boston,Bruins,BOS,https://assets.nhle.com/logos/nhl/svg/BOS_20082009-20222023_light.svg,0,29,0,0.646341,53,,True,,
y,XVW,2,13,Western,1,2,2009-04-12,CEN,1,5,Central,1,1,2,82,51,0.621951,244,295,3.597561,41,40,118,158,9,5,59,25,22,0,27,10,-7,32,25,6,1,7,3,3,0,3,4,26,1,3,21,10,Detroit,0.682927,112,0.54878,45,0.512195,42,41,11,126,137,12,5,53,20,20,0,24,20082009,4,6,L,2,Detroit Red Wings,Red Wings de Detroit,Red Wings,DET,https://assets.nhle.com/logos/nhl/svg/DET_light.svg,0,28,0,0.621951,51,,True,,
y,XVE,2,5,Eastern,3,2,2009-04-12,SE,1,2,Southeast,1,1,2,82,27,0.329268,245,272,3.317073,41,34,112,146,9,3,61,25,25,0,29,10,5,35,40,2,2,14,6,6,0,6,3,8,8,4,24,8,Washington,0.658537,108,0.560976,46,0.487805,40,41,-7,133,126,15,5,47,21,15,0,21,20082009,5,4,L,1,Washington Capitals,Capitals de Washington,Capitals,WSH,https://assets.nhle.com/logos/nhl/svg/WSH_light.svg,0,27,0,0.609756,50,,True,,
y,XVE,3,13,Eastern,2,3,2009-04-12,ATL,1,4,Atlantic,1,1,2,82,35,0.426829,209,244,2.97561,41,39,98,137,12,1,57,25,22,0,28,10,-11,32,21,5,1,9,3,2,0,4,6,23,3,5,27,4,New Jersey,0.646341,106,0.54878,45,0.439024,36,41,-4,111,107,15,3,49,20,14,0,23,20082009,2,6,W,2,New Jersey Devils,Devils du New Jersey,Devils,NJD,https://assets.nhle.com/logos/nhl/svg/NJD_light.svg,0,26,0,0.621951,51,,True,,
x,XVW,4,4,Western,4,4,2009-04-12,CEN,2,2,Central,2,2,2,82,48,0.585366,216,264,3.219512,41,35,105,140,9,8,56,22,20,0,24,10,5,20,25,2,1,15,7,5,0,7,8,7,5,6,24,12,Chicago,0.634146,104,0.512195,42,0.439024,36,41,13,111,124,15,4,48,20,16,0,22,20082009,7,4,W,2,Chicago Blackhawks,Blackhawks de Chicago,Blackhawks,CHI,https://assets.nhle.com/logos/nhl/svg/CHI_19981999-20242025_light.svg,0,25,0,0.560976,46,,True,,
y,XVW,6,5,Western,3,3,2009-04-12,NW,2,2,Northwest,1,1,2,82,26,0.317073,220,246,3.0,41,28,101,129,12,5,53,24,23,0,24,10,5,22,27,3,1,13,6,4,0,6,13,11,7,7,27,10,Vancouver,0.609756,100,0.512195,42,0.45122,37,41,-2,119,117,15,5,47,18,14,0,21,20082009,7,3,W,3,Vancouver Canucks,Canucks de Vancouver,Canucks,VAN,https://assets.nhle.com/logos/nhl/svg/VAN_20072008-20182019_light.svg,0,24,0,0.54878,45,,True,,
x,XVE,7,3,Eastern,5,4,2009-04-12,ATL,3,1,Atlantic,3,2,2,82,25,0.304878,239,264,3.219512,41,30,104,134,13,3,53,22,20,0,25,10,15,21,36,2,1,15,7,7,0,7,11,4,10,8,28,9,Pittsburgh,0.603659,99,0.47561,39,0.402439,33,41,-5,135,130,15,6,46,17,13,0,20,20082009,6,6,W,3,Pittsburgh Penguins,Penguins de Pittsburgh,Penguins,PIT,https://assets.nhle.com/logos/nhl/svg/PIT_20062007-20152016_light.svg,0,22,0,0.54878,45,,True,,
x,XVE,8,11,Eastern,4,5,2009-04-12,ATL,4,3,Atlantic,2,3,2,82,26,0.317073,238,264,3.219512,41,26,125,151,13,4,52,23,19,0,24,10,-1,32,31,5,1,9,3,3,0,4,15,21,9,9,27,11,Philadelphia,0.603659,99,0.487805,40,0.414634,34,41,0,113,113,14,7,47,17,15,0,20,20082009,6,4,L,1,Philadelphia Flyers,Flyers de Philadelphie,Flyers,PHI,https://assets.nhle.com/logos/nhl/svg/PHI_19992000-20222023_light.svg,0,23,0,0.536585,44,,True,Philadelphie,
x,XVW,3,12,Western,8,5,2009-04-12,NW,1,3,Northwest,3,2,2,82,6,0.073171,248,254,3.097561,41,37,110,147,10,4,58,26,26,0,27,10,-11,27,16,6,0,8,4,4,0,4,5,25,16,10,30,6,Calgary,0.597561,98,0.52439,43,0.487805,40,41,-31,138,107,20,2,40,17,14,0,19,20082009,2,3,W,1,Calgary Flames,Flames de Calgary,Flames,CGY,https://assets.nhle.com/logos/nhl/svg/CGY_19941995-20192020_light.svg,0,21,0,0.560976,46,,True,,
x,XVE,6,1,Eastern,6,6,2009-04-12,SE,2,1,Southeast,2,2,2,82,13,0.158537,226,239,2.914634,41,11,106,117,14,1,53,24,22,0,26,10,14,21,35,2,0,16,8,6,0,8,10,2,11,11,30,7,Carolina,0.591463,97,0.512195,42,0.426829,35,41,2,120,122,16,6,44,18,13,0,19,20082009,5,3,L,2,Carolina Hurricanes,Hurricanes de la Caroline,Hurricanes,CAR,https://assets.nhle.com/logos/nhl/svg/CAR_19992000-20122013_light.svg,0,20,0,0.54878,45,,True,Caroline,
x,XVE,4,9,Eastern,10,7,2009-04-12,ATL,2,2,Atlantic,4,4,2,82,-8,-0.097561,218,210,2.560976,41,20,94,114,11,4,56,19,19,0,26,10,2,22,24,4,1,11,5,5,0,5,7,15,18,12,30,9,NY Rangers,0.579268,95,0.402439,33,0.365854,30,41,-28,124,96,19,5,39,14,11,0,17,20082009,6,10,W,3,New York Rangers,Rangers de New York,Rangers,NYR,https://assets.nhle.com/logos/nhl/svg/NYR_light.svg,0,19,0,0.52439,43,,True,,
x,XVE,5,8,Eastern,12,8,2009-04-12,NE,2,3,Northeast,4,2,2,82,2,0.02439,247,249,3.036585,41,22,111,133,10,7,55,21,18,0,24,10,8,27,35,3,2,12,5,4,0,5,9,14,21,13,30,11,Montréal,0.567073,93,0.414634,34,0.365854,30,41,-20,136,116,20,4,38,13,12,0,17,20082009,7,7,L,1,Montréal Canadiens,Canadiens de Montréal,Canadiens,MTL,https://assets.nhle.com/logos/nhl/svg/MTL_light.svg,0,17,0,0.5,41,,True,,
