clinchIndicator,conferenceAbbrev,conferenceHomeSequence,conferenceL10Sequence,conferenceName,conferenceRoadSequence,conferenceSequence,date,divisionAbbrev,divisionHomeSequence,divisionL10Sequence,divisionName,divisionRoadSequence,divisionSequence,gameTypeId,gamesPlayed,goalDifferential,goalDifferentialPctg,goalAgainst,goalFor,goalsForPctg,homeGamesPlayed,homeGoalDifferential,homeGoalsAgainst,homeGoalsFor,homeLosses,homeOtLosses,homePoints,homeRegulationPlusOtWins,homeRegulationWins,homeTies,homeWins,l10GamesPlayed,l10GoalDifferential,l10GoalsAgainst,l10GoalsFor,l10Losses,l10OtLosses,l10Points,l10RegulationPlusOtWins,l10RegulationWins,l10Ties,l10Wins,leagueHomeSequence,leagueL10Sequence,leagueRoadSequence,leagueSequence,losses,otLosses,placeName_default,pointPctg,points,regulationPlusOtWinPctg,regulationPlusOtWins,regulationWinPctg,regulationWins,roadGamesPlayed,roadGoalDifferential,roadGoalsAgainst,roadGoalsFor,roadLosses,roadOtLosses,roadPoints,roadRegulationPlusOtWins,roadRegulationWins,roadTies,roadWins,seasonId,shootoutLosses,shootoutWins,streakCode,streakCount,teamName_default,teamName_fr,teamCommonName_default,teamAbbrev_default,teamLogo,ties,waiversSequence,wildcardSequence,winPctg,wins,sourceDate,wildCardIndicator,placeName_fr,teamCommonName_fr
p,XVW,1,4,Western,1,1,1995-05-03,CEN,1,3,Central,1,1,2,48,63,1.3125,117,180,3.75,24,38,59,97,4,0,37,17,17,3,17,10,0,35,35,4,0,11,5,5,1,5,3,12,1,1,11,0,Detroit,0.729167,70,0.6875,33,0.6875,33,24,25,58,83,7,0,33,16,16,1,16,19941995,0,0,W,1,Detroit Red Wings,Red Wings de Detroit,Red Wings,DET,https://assets.nhle.com/logos/nhl/svg/DET_light.svg,4,26,0,0.6875,33,,True,,
x,XVE,1,8,Eastern,5,1,1995-05-03,NE,1,3,Northeast,3,1,2,48,51,1.0625,134,185,3.854167,24,45,50,95,1,0,42,19,18,4,19,10,5,25,30,4,0,11,5,5,1,5,1,11,8,2,13,0,Quebec,0.677083,65,0.625,30,0.604167,29,24,6,84,90,12,0,23,11,11,1,11,19941995,0,0,W,1,Quebec Nordiques,Nordiques de Québec,Nordiques,QUE,https://assets.nhle.com/logos/nhl/svg/QUE_19791980-19941995_light.svg,5,25,0,0.625,30,,True,Québec,
x,XVE,2,10,Eastern,4,2,1995-05-03,NE,2,5,Northeast,2,2,2,48,23,0.479167,158,181,3.770833,24,32,71,103,5,0,37,18,18,1,18,10,-2,35,33,5,0,9,4,4,1,4,2,18,7,3,16,0,Pittsburgh,0.635417,61,0.604167,29,0.583333,28,24,-9,87,78,11,0,24,11,10,2,11,19941995,0,0,L,3,Pittsburgh Penguins,Penguins de Pittsburgh,Penguins,PIT,https://assets.nhle.com/logos/nhl/svg/PIT_19921993-19981999_light.svg,3,24,0,0.604167,29,,True,,
x,XVW,2,2,Western,3,2,1995-05-03,CEN,2,2,Central,3,2,2,48,43,0.895833,135,178,3.708333,24,32,60,92,6,0,34,16,16,2,16,10,8,25,33,3,0,12,5,5,2,5,4,8,3,4,15,0,St. Louis,0.635417,61,0.583333,28,0.5625,27,24,11,75,86,9,0,27,12,11,3,12,19941995,0,0,L,1,St. Louis Blues,Blues de St. Louis,Blues,STL,https://assets.nhle.com/logos/nhl/svg/STL_19891990-19971998_light.svg,5,23,0,0.583333,28,,True,,
y,XVE,5,2,Eastern,1,3,1995-05-03,ATL,2,1,Atlantic,1,1,2,48,18,0.375,132,150,3.125,24,13,64,77,7,0,33,16,15,1,16,10,2,24,26,3,0,14,7,5,0,7,7,2,4,5,16,0,Philadelphia,0.625,60,0.583333,28,0.520833,25,24,5,68,73,9,0,27,12,10,3,12,19941995,0,0,W,1,Philadelphia Flyers,Flyers de Philadelphie,Flyers,PHI,https://assets.nhle.com/logos/nhl/svg/PHI_19671968-19981999_light.svg,4,22,0,0.583333,28,,True,Philadelphie,
x,XVE,7,1,Eastern,2,4,1995-05-03,NE,4,1,Northeast,1,3,2,48,23,0.479167,127,150,3.125,24,27,55,82,7,0,32,15,14,2,15,10,8,29,37,2,0,16,8,8,0,8,10,1,5,6,18,0,Boston,0.59375,57,0.5625,27,0.520833,25,24,-4,72,68,11,0,25,12,11,1,12,19941995,0,0,W,3,Boston Bruins,Bruins de Boston,Bruins,BOS,https://assets.nhle.com/logos/nhl/svg/BOS_19491950-19941995_light.svg,3,21,0,0.5625,27,,True,,
y,XVW,4,3,Western,4,3,1995-05-03,PAC,1,1,Pacific,1,1,2,48,28,0.583333,135,163,3.395833,24,22,68,90,7,0,32,15,14,2,15,10,6,26,32,3,0,12,5,5,2,5,11,9,9,7,17,0,Calgary,0.572917,55,0.5,24,0.479167,23,24,6,67,73,10,0,23,9,9,5,9,19941995,0,0,W,1,Calgary Flames,Flames de Calgary,Flames,CGY,https://assets.nhle.com/logos/nhl/svg/CGY_19941995-20192020_light.svg,7,20,0,0.5,24,,True,,
x,XVW,7,1,Western,2,4,1995-05-03,CEN,4,1,Central,2,3,2,48,41,0.854167,115,156,3.25,24,16,57,73,10,0,25,11,10,3,11,10,9,18,27,3,0,12,5,4,2,5,16,7,2,8,19,0,Chicago,0.552083,53,0.5,24,0.458333,22,24,25,58,83,9,0,28,13,12,2,13,19941995,0,0,W,5,Chicago Blackhawks,Blackhawks de Chicago,Blackhawks,CHI,https://assets.nhle.com/logos/nhl/svg/CHI_19891990-19951996_light.svg,5,19,0,0.5,24,,True,,
x,XVE,4,7,Eastern,9,5,1995-05-03,ATL,1,5,Atlantic,5,2,2,48,15,0.3125,121,136,2.833333,24,28,50,78,4,0,34,14,13,6,14,10,5,25,30,4,0,11,5,5,1,5,6,10,17,9,18,0,New Jersey,0.541667,52,0.458333,22,0.4375,21,24,-13,71,58,14,0,18,8,8,2,8,19941995,0,0,L,1,New Jersey Devils,Devils du New Jersey,Devils,NJD,https://assets.nhle.com/logos/nhl/svg/NJD_19921993-19981999_light.svg,8,17,0,0.458333,22,,True,,
x,XVE,6,3,Eastern,8,6,1995-05-03,ATL,3,2,Atlantic,4,3,2,48,16,0.333333,120,136,2.833333,24,27,48,75,6,0,33,15,15,3,15,10,11,28,39,3,0,13,6,6,1,6,8,3,16,10,18,0,Washington,0.541667,52,0.458333,22,0.458333,22,24,-11,72,61,12,0,19,7,7,5,7,19941995,0,0,W,1,Washington Capitals,Capitals de Washington,Capitals,WSH,https://assets.nhle.com/logos/nhl/svg/WSH_19741975-19941995_light.svg,8,18,0,0.458333,22,,True,,
x,XVE,8,4,Eastern,7,7,1995-05-03,NE,5,2,Northeast,4,4,2,48,11,0.229167,119,130,2.708333,24,22,58,80,8,0,31,15,15,1,15,10,5,22,27,3,0,13,6,6,1,6,12,4,14,11,19,0,Buffalo,0.53125,51,0.458333,22,0.4375,21,24,-11,61,50,11,0,20,7,6,6,7,19941995,0,0,W,2,Buffalo Sabres,Sabres de Buffalo,Sabres,BUF,https://assets.nhle.com/logos/nhl/svg/BUF_19701971-19951996_light.svg,7,16,0,0.458333,22,,True,,
x,XVW,3,5,Western,9,5,1995-05-03,CEN,3,4,Central,5,4,2,48,-11,-0.229167,146,135,2.8125,24,12,65,77,7,0,32,15,15,2,15,10,-5,33,28,4,0,11,5,5,1,5,9,13,18,12,19,0,Toronto,0.520833,50,0.4375,21,0.4375,21,24,-23,81,58,12,0,18,6,6,6,6,19941995,0,0,L,1,Toronto Maple Leafs,Maple Leafs de Toronto,Maple Leafs,TOR,https://assets.nhle.com/logos/nhl/svg/TOR_19871988-20152016_light.svg,8,15,0,0.4375,21,,True,,
x,XVW,6,6,Western,5,6,1995-05-03,PAC,3,2,Pacific,2,2,2,48,5,0.104167,148,153,3.1875,24,13,70,83,8,0,26,10,10,6,10,10,4,27,31,3,0,11,4,4,3,4,15,14,11,13,18,0,Vancouver,0.5,48,0.375,18,0.375,18,24,-8,78,70,10,0,22,8,8,6,8,19941995,0,0,T,1,Vancouver Canucks,Canucks de Vancouver,Canucks,VAN,https://assets.nhle.com/logos/nhl/svg/VAN_19921993-19961997_light.svg,12,14,0,0.375,18,,True,,
x,XVE,10,6,Eastern,6,8,1995-05-03,ATL,4,4,Atlantic,3,4,2,48,5,0.104167,134,139,2.895833,24,8,72,80,10,0,25,11,11,3,11,10,4,34,38,4,0,12,6,6,0,6,17,6,10,14,23,0,NY Rangers,0.489583,47,0.458333,22,0.458333,22,24,-3,62,59,13,0,22,11,11,0,11,19941995,0,0,L,1,New York Rangers,Rangers de New York,Rangers,NYR,https://assets.nhle.com/logos/nhl/svg/NYR_19781979-19981999_light.svg,3,13,0,0.458333,22,,True,,
,XVE,12,5,Eastern,3,9,1995-05-03,ATL,6,3,Atlantic,2,5,2,48,-12,-0.25,127,115,2.395833,24,-9,69,60,12,0,21,9,9,3,9,10,3,23,26,3,0,13,6,6,1,6,23,5,6,15,22,0,Florida,0.479167,46,0.416667,20,0.416667,20,24,-3,58,55,10,0,25,11,11,3,11,19941995,0,0,W,2,Florida Panthers,Panthers de la Floride,Panthers,FLA,https://assets.nhle.com/logos/nhl/svg/FLA_19931994-19981999_light.svg,6,12,0,0.416667,20,,True,Floride,
,XVE,9,13,Eastern,11,10,1995-05-03,NE,6,7,Northeast,5,5,2,48,-14,-0.291667,141,127,2.645833,24,-1,65,64,10,0,26,12,9,2,12,10,-9,32,23,7,0,6,3,2,0,3,13,25,20,16,24,0,Hartford,0.447917,43,0.395833,19,0.3125,15,24,-13,76,63,14,0,17,7,6,3,7,19941995,0,0,L,3,Hartford Whalers,Whalers de Hartford,Whalers,HFD,https://assets.nhle.com/logos/nhl/svg/HFD_19921993-19961997_light.svg,5,10,0,0.395833,19,,True,,
,XVE,3,11,Eastern,14,11,1995-05-03,NE,3,6,Northeast,7,6,2,48,-23,-0.479167,148,125,2.604167,24,19,59,78,5,0,34,15,14,4,15,10,1,25,26,5,0,8,3,3,2,3,5,20,26,17,23,0,Montréal,0.447917,43,0.375,18,0.354167,17,24,-42,89,47,18,0,9,3,3,3,3,19941995,0,0,L,2,Montréal Canadiens,Canadiens de Montréal,Canadiens,MTL,https://assets.nhle.com/logos/nhl/svg/MTL_19561957-19981999_light.svg,7,11,0,0.375,18,,True,,
x,XVW,11,7,Western,6,7,1995-05-03,PAC,5,3,Pacific,3,3,2,48,-32,-0.666667,161,129,2.6875,24,-13,78,65,13,0,21,10,9,1,10,10,2,26,28,4,0,10,4,4,2,4,22,16,12,18,25,0,San Jose,0.4375,42,0.395833,19,0.375,18,24,-19,83,64,12,0,21,9,9,3,9,19941995,0,0,T,1,San Jose Sharks,Sharks de San Jose,Sharks,SJS,https://assets.nhle.com/logos/nhl/svg/SJS_19911992-19971998_light.svg,4,9,0,0.395833,19,,True,,
x,XVW,10,10,Western,8,8,1995-05-03,CEN,6,6,Central,4,5,2,48,1,0.020833,135,136,2.833333,24,5,72,77,10,0,23,9,9,5,9,10,-6,35,29,5,0,8,3,3,2,3,21,21,15,19,23,0,Dallas,0.4375,42,0.354167,17,0.354167,17,24,-4,63,59,13,0,19,8,8,3,8,19941995,0,0,L,4,Dallas Stars,Stars de Dallas,Stars,DAL,https://assets.nhle.com/logos/nhl/svg/DAL_19941995-20122013_light.svg,8,8,0,0.354167,17,,True,,
,XVW,12,11,Western,7,9,1995-05-03,PAC,6,5,Pacific,4,4,2,48,-32,-0.666667,174,142,2.958333,24,-9,84,75,11,0,20,7,7,6,7,10,-9,26,17,5,0,8,3,3,2,3,25,22,13,20,23,0,Los Angeles,0.427083,41,0.333333,16,0.333333,16,24,-23,90,67,12,0,21,9,9,3,9,19941995,0,0,L,1,Los Angeles Kings,Kings de Los Angeles,Kings,LAK,https://assets.nhle.com/logos/nhl/svg/LAK_19881989-19971998_light.svg,9,7,0,0.333333,16,,True,,
,XVW,8,8,Western,11,10,1995-05-03,CEN,5,5,Central,6,6,2,48,-20,-0.416667,177,157,3.270833,24,4,77,81,10,0,24,10,10,4,10,10,2,32,34,5,0,9,4,4,1,4,18,17,22,21,25,0,Winnipeg,0.40625,39,0.333333,16,0.333333,16,24,-24,100,76,15,0,15,6,6,3,6,19941995,0,0,L,2,Winnipeg Jets (1979),Jets de Winnipeg (1979),Jets,WIN,https://assets.nhle.com/logos/nhl/svg/WIN_19901991-19951996_light.svg,7,6,0,0.333333,16,,True,,
,XVW,9,9,Western,10,11,1995-05-03,PAC,4,4,Pacific,5,5,2,48,-47,-0.979167,183,136,2.833333,24,-15,84,69,12,0,23,11,10,1,11,10,-8,39,31,5,0,9,4,3,1,4,19,19,21,22,27,0,Edmonton,0.395833,38,0.354167,17,0.333333,16,24,-32,99,67,15,0,15,6,6,3,6,19941995,0,0,L,3,Edmonton Oilers,Oilers d'Edmonton,Oilers,EDM,https://assets.nhle.com/logos/nhl/svg/EDM_19861987-19951996_light.svg,4,5,0,0.354167,17,,True,,
