clinchIndicator,conferenceAbbrev,conferenceHomeSequence,conferenceL10Sequence,conferenceName,conferenceRoadSequence,conferenceSequence,date,divisionAbbrev,divisionHomeSequence,divisionL10Sequence,divisionName,divisionRoadSequence,divisionSequence,gameTypeId,gamesPlayed,goalDifferential,goalDifferentialPctg,goalAgainst,goalFor,goalsForPctg,homeGamesPlayed,homeGoalDifferential,homeGoalsAgainst,homeGoalsFor,homeLosses,homeOtLosses,homePoints,homeRegulationPlusOtWins,homeRegulationWins,homeTies,homeWins,l10GamesPlayed,l10GoalDifferential,l10GoalsAgainst,l10GoalsFor,l10Losses,l10OtLosses,l10Points,l10RegulationPlusOtWins,l10RegulationWins,l10Ties,l10Wins,leagueHomeSequence,leagueL10Sequence,leagueRoadSequence,leagueSequence,losses,otLosses,placeName_default,pointPctg,points,regulationPlusOtWinPctg,regulationPlusOtWins,regulationWinPctg,regulationWins,roadGamesPlayed,roadGoalDifferential,roadGoalsAgainst,roadGoalsFor,roadLosses,roadOtLosses,roadPoints,roadRegulationPlusOtWins,roadRegulationWins,roadTies,roadWins,seasonId,shootoutLosses,shootoutWins,streakCode,streakCount,teamName_default,teamName_fr,teamCommonName_default,teamAbbrev_default,teamLogo,ties,waiversSequence,wildcardSequence,winPctg,wins,sourceDate,wildCardIndicator,placeName_fr,teamCommonName_fr
p,XVW,1,9,Western,2,1,1997-04-13,PAC,1,3,Pacific,1,1,2,82,72,0.878049,205,277,3.378049,41,40,103,143,10,0,57,26,25,5,26,10,0,29,29,6,0,8,4,4,0,4,1,20,3,1,24,0,Colorado,0.652439,107,0.597561,49,0.560976,46,41,32,102,134,14,0,50,23,21,4,23,19961997,0,0,L,1,Colorado Avalanche,Avalanche du Colorado,Avalanche,COL,https://assets.nhle.com/logos/nhl/svg/COL_19951996-19981999_light.svg,9,26,0,0.597561,49,,True,,
y,XVW,2,5,Western,1,2,1997-04-13,CEN,1,3,Central,1,1,2,82,54,0.658537,198,252,3.073171,41,34,103,137,13,0,53,25,23,3,25,10,3,25,28,3,0,12,5,5,2,5,5,7,1,2,26,0,Dallas,0.634146,104,0.585366,48,0.536585,44,41,20,95,115,13,0,51,23,21,5,23,19961997,0,0,L,2,Dallas Stars,Stars de Dallas,Stars,DAL,https://assets.nhle.com/logos/nhl/svg/DAL_19941995-20122013_light.svg,8,25,0,0.585366,48,,True,,
z,XVE,2,2,Eastern,2,1,1997-04-13,ATL,1,1,Atlantic,2,1,2,82,49,0.597561,182,231,2.817073,41,34,85,119,9,0,55,23,22,9,23,10,11,17,28,3,0,13,6,6,1,6,3,4,4,3,23,0,New Jersey,0.634146,104,0.54878,45,0.536585,44,41,15,97,112,14,0,49,22,22,5,22,19961997,0,0,L,1,New Jersey Devils,Devils du New Jersey,Devils,NJD,https://assets.nhle.com/logos/nhl/svg/NJD_19921993-19981999_light.svg,14,24,0,0.54878,45,,True,,
x,XVE,4,3,Eastern,1,2,1997-04-13,ATL,2,2,Atlantic,1,2,2,82,57,0.695122,217,274,3.341463,41,34,101,135,12,0,52,23,21,6,23,10,2,27,29,3,0,12,5,5,2,5,6,9,2,4,24,0,Philadelphia,0.628049,103,0.54878,45,0.512195,42,41,23,116,139,12,0,51,22,21,7,22,19961997,0,0,W,1,Philadelphia Flyers,Flyers de Philadelphie,Flyers,PHI,https://assets.nhle.com/logos/nhl/svg/PHI_19671968-19981999_light.svg,13,23,0,0.54878,45,,True,Philadelphie,
x,XVW,4,7,Western,6,3,1997-04-13,CEN,2,5,Central,5,2,2,82,56,0.682927,197,253,3.085366,41,31,84,115,12,0,49,20,16,9,20,10,1,23,24,3,0,11,4,1,3,4,10,15,8,5,26,0,Detroit,0.573171,94,0.463415,38,0.378049,31,41,25,113,138,14,0,45,18,15,9,18,19961997,0,0,L,2,Detroit Red Wings,Red Wings de Detroit,Red Wings,DET,https://assets.nhle.com/logos/nhl/svg/DET_light.svg,18,22,0,0.463415,38,,True,,
y,XVE,3,12,Eastern,5,3,1997-04-13,NE,2,5,Northeast,1,1,2,82,29,0.353659,208,237,2.890244,41,32,107,139,11,0,54,24,22,6,24,10,-5,26,21,7,0,5,2,2,1,2,4,24,11,6,30,0,Buffalo,0.560976,92,0.487805,40,0.426829,35,41,-3,101,98,19,0,38,16,13,6,16,19961997,0,0,L,2,Buffalo Sabres,Sabres de Buffalo,Sabres,BUF,https://assets.nhle.com/logos/nhl/svg/BUF_19961997-19981999_light.svg,12,21,0,0.487805,40,,True,,
x,XVE,5,11,Eastern,3,4,1997-04-13,ATL,3,7,Atlantic,3,3,2,82,20,0.243902,201,221,2.695122,41,22,97,119,12,0,50,21,20,8,21,10,-1,26,25,4,0,9,3,3,3,3,8,19,9,7,28,0,Florida,0.542683,89,0.426829,35,0.390244,32,41,-2,104,102,16,0,39,14,12,11,14,19961997,0,0,W,2,Florida Panthers,Panthers de la Floride,Panthers,FLA,https://assets.nhle.com/logos/nhl/svg/FLA_19931994-19981999_light.svg,19,20,0,0.426829,35,,True,Floride,
x,XVE,7,7,Eastern,4,5,1997-04-13,ATL,4,4,Atlantic,4,4,2,82,27,0.329268,231,258,3.146341,41,29,110,139,14,0,48,21,20,6,21,10,-1,26,25,4,0,11,5,5,1,5,11,13,10,8,34,0,NY Rangers,0.52439,86,0.463415,38,0.426829,35,41,-2,121,119,20,0,38,17,15,4,17,19961997,0,0,L,1,New York Rangers,Rangers de New York,Rangers,NYR,https://assets.nhle.com/logos/nhl/svg/NYR_19781979-19981999_light.svg,10,19,0,0.463415,38,,True,,
x,XVW,3,2,Western,9,4,1997-04-13,PAC,2,2,Pacific,4,2,2,82,12,0.146341,233,245,2.987805,41,28,110,138,12,0,52,23,23,6,23,10,7,26,33,2,0,14,6,5,2,6,7,3,17,9,33,0,Anaheim,0.518293,85,0.439024,36,0.402439,33,41,-16,123,107,21,0,33,13,10,7,13,19961997,0,0,W,3,Anaheim Ducks,Ducks d'Anaheim,Ducks,ANA,https://assets.nhle.com/logos/nhl/svg/ANA_19961997-20052006_light.svg,13,18,0,0.439024,36,,True,,
x,XVE,1,10,Eastern,10,6,1997-04-13,NE,1,4,Northeast,4,2,2,82,5,0.060976,280,285,3.47561,41,32,122,154,11,0,55,25,24,5,25,10,-4,38,34,5,0,9,4,4,1,4,2,18,20,10,36,0,Pittsburgh,0.512195,84,0.463415,38,0.45122,37,41,-27,158,131,25,0,29,13,13,3,13,19961997,0,0,L,3,Pittsburgh Penguins,Penguins de Pittsburgh,Penguins,PIT,https://assets.nhle.com/logos/nhl/svg/PIT_19921993-19981999_light.svg,8,17,0,0.463415,38,,True,,
