clinchIndicator,conferenceAbbrev,conferenceHomeSequence,conferenceL10Sequence,conferenceName,conferenceRoadSequence,conferenceSequence,date,divisionAbbrev,divisionHomeSequence,divisionL10Sequence,divisionName,divisionRoadSequence,divisionSequence,gameTypeId,gamesPlayed,goalDifferential,goalDifferentialPctg,goalAgainst,goalFor,goalsForPctg,homeGamesPlayed,homeGoalDifferential,homeGoalsAgainst,homeGoalsFor,homeLosses,homeOtLosses,homePoints,homeRegulationPlusOtWins,homeRegulationWins,homeTies,homeWins,l10GamesPlayed,l10GoalDifferential,l10GoalsAgainst,l10GoalsFor,l10Losses,l10OtLosses,l10Points,l10RegulationPlusOtWins,l10RegulationWins,l10Ties,l10Wins,leagueHomeSequence,leagueL10Sequence,leagueRoadSequence,leagueSequence,losses,otLosses,placeName_default,pointPctg,points,regulationPlusOtWinPctg,regulationPlusOtWins,regulationWinPctg,regulationWins,roadGamesPlayed,roadGoalDifferential,roadGoalsAgainst,roadGoalsFor,roadLosses,roadOtLosses,roadPoints,roadRegulationPlusOtWins,roadRegulationWins,roadTies,roadWins,seasonId,shootoutLosses,shootoutWins,streakCode,streakCount,teamName_default,teamName_fr,teamCommonName_default,teamAbbrev_default,teamLogo,ties,waiversSequence,wildcardSequence,winPctg,wins,sourceDate,wildCardIndicator,placeName_fr,teamCommonName_fr
p,E,1,2,Eastern,2,1,2017-04-09,M,1,1,Metropolitan,2,1,2,82,81,0.987805,182,263,3.207317,41,66,68,134,7,2,66,31,26,0,32,10,10,21,31,2,0,16,7,6,0,8,1,4,3,1,19,8,Washington,0.719512,118,0.646341,53,0.54878,45,41,15,114,129,12,6,52,22,19,0,23,20162017,5,2,L,1,Washington Capitals,Capitals de Washington,Capitals,WSH,https://assets.nhle.com/logos/nhl/svg/WSH_light.svg,0,30,0,0.670732,55,,True,,
x,E,2,10,Eastern,8,2,2017-04-09,M,2,5,Metropolitan,4,2,2,82,48,0.585366,234,282,3.439024,41,48,110,158,6,4,66,29,24,0,31,10,-5,35,30,4,2,10,3,3,0,4,2,18,13,2,21,11,Pittsburgh,0.676829,111,0.560976,46,0.487805,40,41,0,124,124,15,7,45,17,16,0,19,20162017,5,4,L,2,Pittsburgh Penguins,Penguins de Pittsburgh,Penguins,PIT,https://assets.nhle.com/logos/nhl/svg/PIT_light.svg,0,29,0,0.609756,50,,True,,
z,W,2,9,Western,1,1,2017-04-09,C,1,6,Central,1,1,2,82,31,0.378049,213,244,2.97561,41,33,97,130,10,5,57,22,18,0,26,10,-9,35,26,3,4,10,2,2,0,3,5,20,2,3,23,9,Chicago,0.664634,109,0.560976,46,0.45122,37,41,-2,116,114,13,4,52,24,19,0,24,20162017,1,4,OT,1,Chicago Blackhawks,Blackhawks de Chicago,Blackhawks,CHI,https://assets.nhle.com/logos/nhl/svg/CHI_19981999-20242025_light.svg,0,28,0,0.609756,50,,True,,
x,E,3,15,Eastern,3,3,2017-04-09,M,3,7,Metropolitan,3,3,2,82,54,0.658537,195,249,3.036585,41,43,87,130,12,1,57,27,22,0,28,10,-7,26,19,5,2,8,3,3,0,3,4,27,4,4,24,8,Columbus,0.658537,108,0.585366,48,0.47561,39,41,11,108,119,12,7,51,21,17,0,22,20162017,2,2,W,1,Columbus Blue Jackets,Blue Jackets de Columbus,Blue Jackets,CBJ,https://assets.nhle.com/logos/nhl/svg/CBJ_light.svg,0,27,0,0.609756,50,,True,,
x,W,4,5,Western,2,2,2017-04-09,C,2,3,Central,2,2,2,82,58,0.707317,208,266,3.243902,41,46,93,139,12,2,56,25,24,0,27,10,3,28,31,3,2,12,5,5,0,5,7,12,5,5,25,8,Minnesota,0.646341,106,0.560976,46,0.512195,42,41,12,115,127,13,6,50,21,18,0,22,20162017,2,3,W,4,Minnesota Wild,Wild du Minnesota,Wild,MIN,https://assets.nhle.com/logos/nhl/svg/MIN_light.svg,0,26,0,0.597561,49,,True,,
y,W,1,1,Western,7,3,2017-04-09,P,1,1,Pacific,4,1,2,82,23,0.280488,200,223,2.719512,41,38,84,122,8,4,62,26,23,0,29,10,15,22,37,0,2,18,8,7,0,8,3,1,17,6,23,13,Anaheim,0.640244,105,0.52439,43,0.487805,40,41,-15,116,101,15,9,43,17,17,0,17,20162017,3,3,W,4,Anaheim Ducks,Ducks d'Anaheim,Ducks,ANA,https://assets.nhle.com/logos/nhl/svg/ANA_20132014-20232024_light.svg,0,25,0,0.560976,46,,True,,
y,E,5,6,Eastern,4,4,2017-04-09,A,1,3,Atlantic,1,1,2,82,26,0.317073,200,226,2.756098,41,34,88,122,12,5,53,24,23,0,24,10,7,20,27,3,1,13,6,4,0,6,11,10,6,7,26,9,Montréal,0.628049,103,0.536585,44,0.402439,33,41,-8,112,104,14,4,50,20,10,0,23,20162017,2,3,W,1,Montréal Canadiens,Canadiens de Montréal,Canadiens,MTL,https://assets.nhle.com/logos/nhl/svg/MTL_light.svg,0,23,0,0.573171,47,,True,,
x,W,6,2,Western,3,4,2017-04-09,P,3,2,Pacific,1,2,2,82,35,0.426829,212,247,3.012195,41,20,100,120,12,4,54,23,19,0,25,10,12,26,38,2,0,16,8,7,0,8,10,3,7,8,26,9,Edmonton,0.628049,103,0.52439,43,0.45122,37,41,15,112,127,14,5,49,20,18,0,22,20162017,5,4,W,3,Edmonton Oilers,Oilers d'Edmonton,Oilers,EDM,https://assets.nhle.com/logos/nhl/svg/EDM_20112012-20162017_light.svg,0,24,0,0.573171,47,,True,,
x,E,12,12,Eastern,1,5,2017-04-09,M,7,6,Metropolitan,1,4,2,82,36,0.439024,220,256,3.121951,41,6,123,129,16,4,46,20,20,0,21,10,-6,31,25,4,3,9,3,3,0,3,22,22,1,9,28,6,NY Rangers,0.621951,102,0.54878,45,0.487805,40,41,30,97,127,12,2,56,25,20,0,27,20162017,4,3,W,1,New York Rangers,Rangers de New York,Rangers,NYR,https://assets.nhle.com/logos/nhl/svg/NYR_light.svg,0,22,1,0.585366,48,,True,,
x,W,7,4,Western,4,5,2017-04-09,C,4,2,Central,3,3,2,82,17,0.207317,218,235,2.865854,41,11,113,124,12,5,53,23,20,0,24,10,11,23,34,1,2,16,6,6,0,7,12,6,9,10,29,7,St. Louis,0.603659,99,0.536585,44,0.463415,38,41,6,105,111,17,2,46,21,18,0,22,20162017,2,2,W,3,St. Louis Blues,Blues de St. Louis,Blues,STL,https://assets.nhle.com/logos/nhl/svg/STL_20082009-20242025_light.svg,0,21,0,0.560976,46,,True,,
