clinchIndicator,conferenceAbbrev,conferenceHomeSequence,conferenceL10Sequence,conferenceName,conferenceRoadSequence,conferenceSequence,date,divisionAbbrev,divisionHomeSequence,divisionL10Sequence,divisionName,divisionRoadSequence,divisionSequence,gameTypeId,gamesPlayed,goalDifferential,goalDifferentialPctg,goalAgainst,goalFor,goalsForPctg,homeGamesPlayed,homeGoalDifferential,homeGoalsAgainst,homeGoalsFor,homeLosses,homeOtLosses,homePoints,homeRegulationPlusOtWins,homeRegulationWins,homeTies,homeWins,l10GamesPlayed,l10GoalDifferential,l10GoalsAgainst,l10GoalsFor,l10Losses,l10OtLosses,l10Points,l10RegulationPlusOtWins,l10RegulationWins,l10Ties,l10Wins,leagueHomeSequence,leagueL10Sequence,leagueRoadSequence,leagueSequence,losses,otLosses,placeName_default,pointPctg,points,regulationPlusOtWinPctg,regulationPlusOtWins,regulationWinPctg,regulationWins,roadGamesPlayed,roadGoalDifferential,roadGoalsAgainst,roadGoalsFor,roadLosses,roadOtLosses,roadPoints,roadRegulationPlusOtWins,roadRegulationWins,roadTies,roadWins,seasonId,shootoutLosses,shootoutWins,streakCode,streakCount,teamName_default,teamName_fr,teamCommonName_default,teamAbbrev_default,teamLogo,ties,waiversSequence,wildcardSequence,winPctg,wins,sourceDate,wildCardIndicator,placeName_fr,teamCommonName_fr
p,E,3,2,Eastern,1,1,2015-04-11,M,1,2,Metropolitan,1,1,2,82,60,0.731707,192,252,3.073171,41,26,99,125,11,5,55,23,19,0,25,10,8,25,33,3,0,14,7,6,0,7,6,2,1,1,22,7,NY Rangers,0.689024,113,0.597561,49,0.52439,43,41,34,93,127,11,2,58,26,24,0,28,20142015,5,4,W,1,New York Rangers,Rangers de New York,Rangers,NYR,https://assets.nhle.com/logos/nhl/svg/NYR_light.svg,0,30,0,0.646341,53,,True,,
y,E,2,6,Eastern,2,2,2015-04-11,A,2,3,Atlantic,1,1,2,82,32,0.390244,189,221,2.695122,41,30,92,122,9,6,58,25,19,0,26,10,0,30,30,2,3,13,4,2,0,5,3,12,4,2,22,10,Montréal,0.670732,110,0.52439,43,0.45122,37,41,2,97,99,13,4,52,18,18,0,24,20142015,5,7,W,3,Montréal Canadiens,Canadiens de Montréal,Canadiens,MTL,https://assets.nhle.com/logos/nhl/svg/MTL_light.svg,0,29,0,0.609756,50,,True,,
z,W,4,7,Western,1,1,2015-04-11,P,2,3,Pacific,1,1,2,82,10,0.121951,226,236,2.878049,41,7,110,117,12,3,55,21,16,0,26,10,-4,29,25,4,0,12,6,4,0,6,8,13,2,3,24,7,Anaheim,0.664634,109,0.52439,43,0.426829,35,41,3,116,119,12,4,54,22,19,0,25,20142015,5,8,W,1,Anaheim Ducks,Ducks d'Anaheim,Ducks,ANA,https://assets.nhle.com/logos/nhl/svg/ANA_20132014-20232024_light.svg,0,27,0,0.621951,51,,True,,
y,W,3,4,Western,2,2,2015-04-11,C,2,3,Central,1,1,2,82,47,0.573171,201,248,3.02439,41,31,95,126,12,2,56,23,21,0,27,10,3,23,26,3,1,13,6,5,0,6,5,7,3,4,24,7,St. Louis,0.664634,109,0.512195,42,0.45122,37,41,16,106,122,12,5,53,19,16,0,24,20142015,4,9,W,2,St. Louis Blues,Blues de St. Louis,Blues,STL,https://assets.nhle.com/logos/nhl/svg/STL_20082009-20242025_light.svg,0,28,0,0.621951,51,,True,,
x,E,1,5,Eastern,9,3,2015-04-11,A,1,2,Atlantic,4,2,2,82,51,0.621951,211,262,3.195122,41,52,89,141,8,1,65,30,28,0,32,10,3,26,29,3,1,13,5,4,0,6,1,10,19,5,24,8,Tampa Bay,0.658537,108,0.573171,47,0.52439,43,41,-1,122,121,16,7,43,17,15,0,18,20142015,5,3,W,3,Tampa Bay Lightning,Lightning de Tampa Bay,Lightning,TBL,https://assets.nhle.com/logos/nhl/svg/TBL_light.svg,0,26,0,0.609756,50,,True,,
x,W,1,11,Western,10,3,2015-04-11,C,1,6,Central,6,2,2,82,24,0.292683,208,232,2.829268,41,21,100,121,9,4,60,24,19,0,28,10,-5,32,27,4,2,10,4,3,0,4,2,21,18,6,25,10,Nashville,0.634146,104,0.5,41,0.402439,33,41,3,108,111,16,6,44,17,14,0,19,20142015,6,6,L,3,Nashville Predators,Predators de Nashville,Predators,NSH,https://assets.nhle.com/logos/nhl/svg/NSH_light.svg,0,25,0,0.573171,47,,True,,
x,W,5,13,Western,6,4,2015-04-11,C,3,7,Central,4,3,2,82,40,0.487805,189,229,2.792683,41,24,93,117,12,5,53,19,17,0,24,10,-3,26,23,6,0,8,4,4,0,4,11,25,9,7,28,6,Chicago,0.621951,102,0.47561,39,0.439024,36,41,16,96,112,16,1,49,20,19,0,24,20142015,3,9,L,4,Chicago Blackhawks,Blackhawks de Chicago,Blackhawks,CHI,https://assets.nhle.com/logos/nhl/svg/CHI_19981999-20242025_light.svg,0,24,0,0.585366,48,,True,,
x,W,8,6,Western,3,5,2015-04-11,P,4,2,Pacific,2,2,2,82,20,0.243902,222,242,2.95122,41,9,110,119,15,2,50,21,16,0,24,10,7,29,36,3,1,13,4,3,0,6,17,11,5,8,29,5,Vancouver,0.615854,101,0.512195,42,0.439024,36,41,11,112,123,14,3,51,21,20,0,24,20142015,2,6,W,3,Vancouver Canucks,Canucks de Vancouver,Canucks,VAN,https://assets.nhle.com/logos/nhl/svg/VAN_20072008-20182019_light.svg,0,23,0,0.585366,48,,True,,
x,E,9,4,Eastern,3,4,2015-04-11,M,4,3,Metropolitan,2,2,2,82,39,0.47561,203,242,2.95122,41,28,95,123,13,5,51,20,18,0,23,10,4,26,30,3,1,13,5,4,0,6,15,9,8,9,26,11,Washington,0.615854,101,0.487805,40,0.426829,35,41,11,108,119,13,6,50,20,17,0,22,20142015,4,5,L,1,Washington Capitals,Capitals de Washington,Capitals,WSH,https://assets.nhle.com/logos/nhl/svg/WSH_light.svg,0,22,0,0.54878,45,,True,,
x,E,7,9,Eastern,4,5,2015-04-11,M,3,4,Metropolitan,3,3,2,82,22,0.268293,230,252,3.073171,41,24,112,136,14,2,52,22,19,0,25,10,3,27,30,3,3,11,4,4,0,4,12,18,10,10,28,7,NY Islanders,0.615854,101,0.487805,40,0.414634,34,41,-2,118,116,14,5,49,18,15,0,22,20142015,6,7,OT,1,New York Islanders,Islanders de New York,Islanders,NYI,https://assets.nhle.com/logos/nhl/svg/NYI_20102011-20162017_light.svg,0,21,0,0.573171,47,,True,,
