clinchIndicator,conferenceAbbrev,conferenceHomeSequence,conferenceL10Sequence,conferenceName,conferenceRoadSequence,conferenceSequence,date,divisionAbbrev,divisionHomeSequence,divisionL10Sequence,divisionName,divisionRoadSequence,divisionSequence,gameTypeId,gamesPlayed,goalDifferential,goalDifferentialPctg,goalAgainst,goalFor,goalsForPctg,homeGamesPlayed,homeGoalDifferential,homeGoalsAgainst,homeGoalsFor,homeLosses,homeOtLosses,homePoints,homeRegulationPlusOtWins,homeRegulationWins,homeTies,homeWins,l10GamesPlayed,l10GoalDifferential,l10GoalsAgainst,l10GoalsFor,l10Losses,l10OtLosses,l10Points,l10RegulationPlusOtWins,l10RegulationWins,l10Ties,l10Wins,leagueHomeSequence,leagueL10Sequence,leagueRoadSequence,leagueSequence,losses,otLosses,placeName_default,pointPctg,points,regulationPlusOtWinPctg,regulationPlusOtWins,regulationWinPctg,regulationWins,roadGamesPlayed,roadGoalDifferential,roadGoalsAgainst,roadGoalsFor,roadLosses,roadOtLosses,roadPoints,roadRegulationPlusOtWins,roadRegulationWins,roadTies,roadWins,seasonId,shootoutLosses,shootoutWins,streakCode,streakCount,teamName_default,teamName_fr,teamCommonName_default,teamAbbrev_default,teamLogo,ties,waiversSequence,wildcardSequence,winPctg,wins,sourceDate,wildCardIndicator,placeName_fr,teamCommonName_fr
,W,9,9,Western,7,9,2022-05-01,P,3,5,Pacific,4,4,2,82,18,0.219512,248,266,3.243902,41,17,122,139,15,4,48,21,18,0,22,10,5,33,38,2,4,12,4,3,0,4,16,17,15,17,31,8,Vegas,0.573171,94,0.47561,39,0.414634,34,41,1,126,127,16,4,46,18,16,0,21,20212022,4,4,W,1,Vegas Golden Knights,Golden Knights de Vegas,Golden Knights,VGK,https://assets.nhle.com/logos/nhl/svg/VGK_light.svg,0,16,3,0.52439,43,,True,,
,W,10,5,Western,8,10,2022-05-01,P,4,3,Pacific,5,5,2,82,13,0.158537,236,249,3.036585,41,18,109,127,14,7,47,18,15,0,20,10,9,32,41,2,2,14,6,4,0,6,18,10,16,18,30,12,Vancouver,0.560976,92,0.45122,37,0.390244,32,41,-5,127,122,16,5,45,19,17,0,20,20212022,5,3,OT,1,Vancouver Canucks,Canucks de Vancouver,Canucks,VAN,https://assets.nhle.com/logos/nhl/svg/VAN_light.svg,0,15,4,0.487805,40,,True,,
,W,8,7,Western,10,11,2022-05-01,C,6,3,Central,5,6,2,82,-5,-0.060976,257,252,3.073171,41,25,116,141,15,3,49,22,19,0,23,10,0,30,30,4,0,12,6,6,0,6,15,13,18,19,32,11,Winnipeg,0.542683,89,0.45122,37,0.390244,32,41,-30,141,111,17,8,40,15,13,0,16,20212022,4,2,W,4,Winnipeg Jets,Jets de Winnipeg,Jets,WPG,https://assets.nhle.com/logos/nhl/svg/WPG_light.svg,0,14,5,0.47561,39,,True,,
,E,9,13,Eastern,9,9,2022-05-01,M,5,6,Metropolitan,5,5,2,82,-6,-0.073171,237,231,2.817073,41,12,108,120,16,5,45,19,18,0,20,10,-6,37,31,6,1,7,3,3,0,3,20,29,20,20,35,10,NY Islanders,0.512195,84,0.426829,35,0.414634,34,41,-18,129,111,19,5,39,16,16,0,17,20212022,6,2,L,1,New York Islanders,Islanders de New York,Islanders,NYI,https://assets.nhle.com/logos/nhl/svg/NYI_light.svg,0,13,3,0.45122,37,,True,,
,E,8,11,Eastern,12,10,2022-05-01,M,4,5,Metropolitan,6,6,2,82,-38,-0.463415,300,262,3.195122,41,-1,142,141,15,5,47,19,16,0,21,10,1,31,32,5,1,9,4,3,0,4,17,22,25,21,38,7,Columbus,0.493902,81,0.402439,33,0.317073,26,41,-37,158,121,23,2,34,14,10,0,16,20212022,3,4,L,1,Columbus Blue Jackets,Blue Jackets de Columbus,Blue Jackets,CBJ,https://assets.nhle.com/logos/nhl/svg/CBJ_light.svg,0,12,4,0.45122,37,,True,,
,W,12,12,Western,13,12,2022-05-01,P,6,6,Pacific,7,6,2,82,-50,-0.609756,264,214,2.609756,41,-26,133,107,18,5,41,16,12,0,18,10,-7,35,28,4,3,9,2,2,0,3,23,23,23,22,37,13,San Jose,0.469512,77,0.353659,29,0.268293,22,41,-24,131,107,19,8,36,13,10,0,14,20212022,3,3,L,1,San Jose Sharks,Sharks de San Jose,Sharks,SJS,https://assets.nhle.com/logos/nhl/svg/SJS_20082009-20232024_light.svg,0,11,6,0.390244,32,,True,,
,W,13,15,Western,12,13,2022-05-01,P,7,8,Pacific,6,7,2,82,-39,-0.47561,271,232,2.829268,41,-9,124,115,19,5,39,15,13,0,17,10,-6,37,31,5,2,8,3,3,0,3,25,27,22,23,37,14,Anaheim,0.463415,76,0.329268,27,0.268293,22,41,-30,147,117,18,9,37,12,9,0,14,20212022,5,4,L,1,Anaheim Ducks,Ducks d'Anaheim,Ducks,ANA,https://assets.nhle.com/logos/nhl/svg/ANA_20132014-20232024_light.svg,0,10,7,0.378049,31,,True,,
,E,12,8,Eastern,11,11,2022-05-01,A,6,6,Atlantic,6,5,2,82,-58,-0.707317,290,232,2.829268,41,-18,141,123,18,6,40,15,14,0,17,10,-3,35,32,4,0,12,6,5,0,6,24,15,24,24,39,11,Buffalo,0.457317,75,0.353659,29,0.304878,25,41,-40,149,109,21,5,35,14,11,0,15,20212022,3,3,W,1,Buffalo Sabres,Sabres de Buffalo,Sabres,BUF,https://assets.nhle.com/logos/nhl/svg/BUF_light.svg,0,9,5,0.390244,32,,True,,
,E,11,12,Eastern,13,12,2022-05-01,A,5,7,Atlantic,7,6,2,82,-82,-1.0,312,230,2.804878,41,-24,155,131,16,7,43,17,12,0,18,10,-14,35,21,6,0,8,4,4,0,4,22,25,28,25,40,10,Detroit,0.45122,74,0.353659,29,0.256098,21,41,-58,157,99,24,3,31,12,9,0,14,20212022,2,3,W,1,Detroit Red Wings,Red Wings de Detroit,Red Wings,DET,https://assets.nhle.com/logos/nhl/svg/DET_light.svg,0,8,6,0.390244,32,,True,,
,E,14,3,Eastern,10,13,2022-05-01,A,7,2,Atlantic,5,7,2,82,-39,-0.47561,266,227,2.768293,41,-22,133,111,22,4,34,15,11,0,15,10,4,30,34,2,1,15,5,4,0,7,28,6,21,26,42,7,Ottawa,0.445122,73,0.365854,30,0.317073,26,41,-17,133,116,20,3,39,15,15,0,18,20212022,2,3,W,1,Ottawa Senators,Sénateurs d'Ottawa,Senators,OTT,https://assets.nhle.com/logos/nhl/svg/OTT_light.svg,0,7,7,0.402439,33,,True,,Sénateurs
,W,15,13,Western,14,14,2022-05-01,C,7,7,Central,7,7,2,82,-72,-0.878049,291,219,2.670732,41,-39,150,111,21,6,34,11,6,0,14,10,-9,36,27,5,1,9,2,1,0,4,30,24,26,27,42,12,Chicago,0.414634,68,0.268293,22,0.195122,16,41,-33,141,108,21,6,34,11,10,0,14,20212022,2,6,OT,1,Chicago Blackhawks,Blackhawks de Chicago,Blackhawks,CHI,https://assets.nhle.com/logos/nhl/svg/CHI_19981999-20242025_light.svg,0,6,8,0.341463,28,,True,,
,E,13,14,Eastern,16,14,2022-05-01,M,7,7,Metropolitan,8,7,2,82,-59,-0.719512,307,248,3.02439,41,-17,143,126,20,5,37,14,10,0,16,10,-11,38,27,5,3,7,2,2,0,2,26,30,31,28,46,9,New Jersey,0.384146,63,0.292683,24,0.231707,19,41,-42,164,122,26,4,26,10,9,0,11,20212022,5,3,L,2,New Jersey Devils,Devils du New Jersey,Devils,NJD,https://assets.nhle.com/logos/nhl/svg/NJD_light.svg,0,5,8,0.329268,27,,True,,
,E,15,16,Eastern,15,15,2022-05-01,M,8,8,Metropolitan,7,8,2,82,-87,-1.060976,298,211,2.573171,41,-31,145,114,21,6,34,14,11,0,14,10,-19,42,23,8,0,4,2,2,0,2,29,32,30,29,46,11,Philadelphia,0.371951,61,0.292683,24,0.243902,20,41,-56,153,97,25,5,27,10,9,0,11,20212022,4,1,L,3,Philadelphia Flyers,Flyers de Philadelphie,Flyers,PHI,https://assets.nhle.com/logos/nhl/svg/PHI_19992000-20222023_light.svg,0,4,9,0.304878,25,,True,Philadelphie,
,W,14,14,Western,16,15,2022-05-01,P,8,7,Pacific,8,8,2,82,-69,-0.841463,285,216,2.634146,41,-34,144,110,22,3,35,14,14,0,16,10,-5,35,30,6,0,8,3,3,0,4,27,26,32,30,49,6,Seattle,0.365854,60,0.292683,24,0.280488,23,41,-35,141,106,27,3,25,10,9,0,11,20212022,1,3,L,1,Seattle Kraken,Kraken de Seattle,Kraken,SEA,https://assets.nhle.com/logos/nhl/svg/SEA_light.svg,0,3,9,0.329268,27,,True,,
,W,16,16,Western,15,16,2022-05-01,C,8,8,Central,8,8,2,82,-106,-1.292683,313,207,2.52439,41,-52,155,103,27,3,25,11,10,0,11,10,-20,48,28,5,2,8,3,2,0,3,32,28,27,31,50,7,Arizona,0.347561,57,0.292683,24,0.219512,18,41,-54,158,104,23,4,32,13,8,0,14,20212022,4,1,W,3,Arizona Coyotes,Coyotes de l'Arizona,Coyotes,ARI,https://assets.nhle.com/logos/nhl/svg/ARI_20202021-20232024_light.svg,0,2,10,0.304878,25,,True,,
,E,16,15,Eastern,14,16,2022-05-01,A,8,8,Atlantic,8,8,2,82,-98,-1.195122,319,221,2.695122,41,-42,152,110,26,4,26,10,9,0,11,10,-13,44,31,8,0,4,2,2,0,2,31,31,29,32,49,11,Montréal,0.335366,55,0.231707,19,0.195122,16,41,-56,167,111,23,7,29,9,7,0,11,20212022,2,3,W,2,Montréal Canadiens,Canadiens de Montréal,Canadiens,MTL,https://assets.nhle.com/logos/nhl/svg/MTL_light.svg,0,1,10,0.268293,22,,True,,
