clinchIndicator,conferenceAbbrev,conferenceHomeSequence,conferenceL10Sequence,conferenceName,conferenceRoadSequence,conferenceSequence,date,divisionAbbrev,divisionHomeSequence,divisionL10Sequence,divisionName,divisionRoadSequence,divisionSequence,gameTypeId,gamesPlayed,goalDifferential,goalDifferentialPctg,goalAgainst,goalFor,goalsForPctg,homeGamesPlayed,homeGoalDifferential,homeGoalsAgainst,homeGoalsFor,homeLosses,homeOtLosses,homePoints,homeRegulationPlusOtWins,homeRegulationWins,homeTies,homeWins,l10GamesPlayed,l10GoalDifferential,l10GoalsAgainst,l10GoalsFor,l10Losses,l10OtLosses,l10Points,l10RegulationPlusOtWins,l10RegulationWins,l10Ties,l10Wins,leagueHomeSequence,leagueL10Sequence,leagueRoadSequence,leagueSequence,losses,otLosses,placeName_default,pointPctg,points,regulationPlusOtWinPctg,regulationPlusOtWins,regulationWinPctg,regulationWins,roadGamesPlayed,roadGoalDifferential,roadGoalsAgainst,roadGoalsFor,roadLosses,roadOtLosses,roadPoints,roadRegulationPlusOtWins,roadRegulationWins,roadTies,roadWins,seasonId,shootoutLosses,shootoutWins,streakCode,streakCount,teamName_default,teamName_fr,teamCommonName_default,teamAbbrev_default,teamLogo,ties,waiversSequence,wildcardSequence,winPctg,wins,sourceDate,wildCardIndicator,placeName_fr,teamCommonName_fr
p,XVW,1,6,Western,1,1,1998-04-19,CEN,1,4,Central,1,1,2,82,75,0.914634,167,242,2.95122,41,50,73,123,8,0,59,26,24,7,26,10,4,24,28,4,0,12,6,5,0,6,2,10,1,1,22,0,Dallas,0.664634,109,0.597561,49,0.536585,44,41,25,94,119,14,0,50,23,20,4,23,19971998,0,0,W,1,Dallas Stars,Stars de Dallas,Stars,DAL,https://assets.nhle.com/logos/nhl/svg/DAL_19941995-20122013_light.svg,11,26,0,0.597561,49,,True,,
z,XVE,1,11,Eastern,3,1,1998-04-19,ATL,1,5,Atlantic,1,1,2,82,59,0.719512,166,225,2.743902,41,45,86,131,10,0,60,29,27,2,29,10,-6,29,23,5,0,8,3,2,2,3,1,19,4,2,23,0,New Jersey,0.652439,107,0.585366,48,0.560976,46,41,14,80,94,13,0,47,19,19,9,19,19971998,0,0,L,1,New Jersey Devils,Devils du New Jersey,Devils,NJD,https://assets.nhle.com/logos/nhl/svg/NJD_19921993-19981999_light.svg,11,25,0,0.585366,48,,True,,
x,XVW,2,5,Western,2,2,1998-04-19,CEN,2,3,Central,2,2,2,82,54,0.658537,196,250,3.04878,41,38,92,130,8,0,58,25,25,8,25,10,9,22,31,4,0,12,6,6,0,6,3,8,6,3,23,0,Detroit,0.628049,103,0.536585,44,0.536585,44,41,16,104,120,15,0,45,19,19,7,19,19971998,0,0,L,3,Detroit Red Wings,Red Wings de Detroit,Red Wings,DET,https://assets.nhle.com/logos/nhl/svg/DET_light.svg,15,24,0,0.536585,44,,True,,
x,XVW,3,1,Western,4,3,1998-04-19,CEN,3,1,Central,3,3,2,82,52,0.634146,204,256,3.121951,41,37,94,131,10,0,57,26,24,5,26,10,13,32,45,3,0,14,7,7,0,7,4,2,8,4,29,0,St. Louis,0.597561,98,0.54878,45,0.52439,43,41,15,110,125,19,0,41,19,19,3,19,19971998,0,0,W,3,St. Louis Blues,Blues de St. Louis,Blues,STL,https://assets.nhle.com/logos/nhl/svg/STL_19891990-19971998_light.svg,8,23,0,0.54878,45,,True,,
y,XVE,4,7,Eastern,4,2,1998-04-19,NE,1,4,Northeast,3,1,2,82,40,0.487805,188,228,2.780488,41,27,98,125,10,0,52,21,19,10,21,10,6,21,27,4,0,10,4,4,2,4,8,13,5,5,24,0,Pittsburgh,0.597561,98,0.487805,40,0.45122,37,41,13,90,103,14,0,46,19,18,8,19,19971998,0,0,W,3,Pittsburgh Penguins,Penguins de Pittsburgh,Penguins,PIT,https://assets.nhle.com/logos/nhl/svg/PIT_19921993-19981999_light.svg,18,22,0,0.487805,40,,True,,
x,XVE,2,6,Eastern,5,3,1998-04-19,ATL,2,3,Atlantic,2,2,2,82,49,0.597561,193,242,2.95122,41,30,86,116,11,0,54,24,22,6,24,10,7,22,29,5,0,10,5,5,0,5,5,12,9,6,29,0,Philadelphia,0.579268,95,0.512195,42,0.47561,39,41,19,107,126,18,0,41,18,17,5,18,19971998,0,0,L,2,Philadelphia Flyers,Flyers de Philadelphie,Flyers,PHI,https://assets.nhle.com/logos/nhl/svg/PHI_19671968-19981999_light.svg,11,21,0,0.512195,42,,True,Philadelphie,
y,XVW,4,10,Western,3,4,1998-04-19,PAC,1,5,Pacific,1,1,2,82,26,0.317073,205,231,2.817073,41,24,95,119,10,0,52,21,20,10,21,10,-6,28,22,6,0,7,3,3,1,3,7,21,7,7,26,0,Colorado,0.579268,95,0.47561,39,0.45122,37,41,2,110,112,16,0,43,18,17,7,18,19971998,0,0,W,2,Colorado Avalanche,Avalanche du Colorado,Avalanche,COL,https://assets.nhle.com/logos/nhl/svg/COL_19951996-19981999_light.svg,17,20,0,0.47561,39,,True,,
x,XVE,3,1,Eastern,7,4,1998-04-19,ATL,3,1,Atlantic,3,3,2,82,17,0.207317,202,219,2.670732,41,22,94,116,12,0,52,23,22,6,23,10,11,18,29,2,0,15,7,7,1,7,6,1,11,8,30,0,Washington,0.560976,92,0.487805,40,0.439024,36,41,-5,108,103,18,0,40,17,14,6,17,19971998,0,0,W,4,Washington Capitals,Capitals de Washington,Capitals,WSH,https://assets.nhle.com/logos/nhl/svg/WSH_19951996-20062007_light.svg,12,19,0,0.487805,40,,True,,
x,XVE,6,4,Eastern,2,5,1998-04-19,NE,3,2,Northeast,2,2,2,82,27,0.329268,194,221,2.695122,41,14,94,108,16,0,44,19,18,6,19,10,5,26,31,4,0,12,6,6,0,6,12,9,3,9,30,0,Boston,0.554878,91,0.47561,39,0.439024,36,41,13,100,113,14,0,47,20,18,7,20,19971998,0,0,W,1,Boston Bruins,Bruins de Boston,Bruins,BOS,https://assets.nhle.com/logos/nhl/svg/BOS_19951996-20062007_light.svg,13,18,0,0.47561,39,,True,,
x,XVE,5,5,Eastern,6,6,1998-04-19,NE,2,3,Northeast,4,3,2,82,24,0.292683,187,211,2.573171,41,31,82,113,13,0,48,20,19,8,20,10,6,22,28,3,0,12,5,5,2,5,9,11,10,10,29,0,Buffalo,0.542683,89,0.439024,36,0.402439,33,41,-7,105,98,16,0,41,16,14,9,16,19971998,0,0,L,1,Buffalo Sabres,Sabres de Buffalo,Sabres,BUF,https://assets.nhle.com/logos/nhl/svg/BUF_19961997-19981999_light.svg,17,17,0,0.439024,36,,True,,
x,XVW,5,8,Western,5,5,1998-04-19,PAC,2,3,Pacific,2,2,2,82,2,0.02439,225,227,2.768293,41,13,115,128,16,0,47,22,20,3,22,10,-12,31,19,6,0,8,4,4,0,4,10,18,12,11,33,0,Los Angeles,0.530488,87,0.463415,38,0.426829,35,41,-11,110,99,17,0,40,16,15,8,16,19971998,0,0,L,2,Los Angeles Kings,Kings de Los Angeles,Kings,LAK,https://assets.nhle.com/logos/nhl/svg/LAK_19881989-19971998_light.svg,11,16,0,0.463415,38,,True,,
x,XVE,9,8,Eastern,1,7,1998-04-19,NE,6,5,Northeast,1,4,2,82,27,0.329268,208,235,2.865854,41,8,109,117,17,0,39,15,14,9,15,10,-2,25,23,3,0,10,3,3,4,3,18,14,2,12,32,0,Montréal,0.530488,87,0.45122,37,0.414634,34,41,19,99,118,15,0,48,22,20,4,22,19971998,0,0,T,1,Montréal Canadiens,Canadiens de Montréal,Canadiens,MTL,https://assets.nhle.com/logos/nhl/svg/MTL_19561957-19981999_light.svg,13,15,0,0.45122,37,,True,,
x,XVE,7,2,Eastern,8,8,1998-04-19,NE,4,1,Northeast,5,5,2,82,-7,-0.085366,200,193,2.353659,41,4,98,102,16,0,43,18,17,7,18,10,4,21,25,2,0,14,6,6,2,6,14,5,13,13,33,0,Ottawa,0.506098,83,0.414634,34,0.390244,32,41,-11,102,91,17,0,40,16,15,8,16,19971998,0,0,W,1,Ottawa Senators,Sénateurs d'Ottawa,Senators,OTT,https://assets.nhle.com/logos/nhl/svg/OTT_19971998-20062007_light.svg,15,14,0,0.414634,34,,True,,Sénateurs
x,XVW,7,3,Western,7,6,1998-04-19,CEN,4,2,Central,4,4,2,82,-3,-0.036585,227,224,2.731707,41,8,115,123,16,0,44,19,19,6,19,10,6,25,31,3,0,14,7,7,0,7,13,4,15,14,35,0,Phoenix,0.5,82,0.426829,35,0.426829,35,41,-11,112,101,19,0,38,16,16,6,16,19971998,0,0,L,1,Phoenix Coyotes,Coyotes de Phoenix,Coyotes,PHX,https://assets.nhle.com/logos/nhl/svg/PHX_19961997-19981999_light.svg,12,13,0,0.426829,35,,True,,
x,XVW,6,2,Western,9,7,1998-04-19,PAC,3,1,Pacific,4,3,2,82,-9,-0.109756,224,215,2.621951,41,0,103,103,16,0,45,20,20,5,20,10,9,23,32,3,0,14,7,7,0,7,11,3,18,15,37,0,Edmonton,0.487805,80,0.426829,35,0.390244,32,41,-9,121,112,21,0,35,15,12,5,15,19971998,0,0,W,4,Edmonton Oilers,Oilers d'Edmonton,Oilers,EDM,https://assets.nhle.com/logos/nhl/svg/EDM_19971998-20102011_light.svg,10,12,0,0.426829,35,,True,,
x,XVW,9,4,Western,6,8,1998-04-19,PAC,5,2,Pacific,3,4,2,82,-6,-0.073171,216,210,2.560976,41,4,102,106,19,0,39,17,17,5,17,10,8,25,33,2,0,13,5,5,3,5,16,7,14,16,38,0,San Jose,0.47561,78,0.414634,34,0.414634,34,41,-10,114,104,19,0,39,17,17,5,17,19971998,0,0,W,1,San Jose Sharks,Sharks de San Jose,Sharks,SJS,https://assets.nhle.com/logos/nhl/svg/SJS_19911992-19971998_light.svg,10,11,0,0.414634,34,,True,,
