clinchIndicator,conferenceAbbrev,conferenceHomeSequence,conferenceL10Sequence,conferenceName,conferenceRoadSequence,conferenceSequence,date,divisionAbbrev,divisionHomeSequence,divisionL10Sequence,divisionName,divisionRoadSequence,divisionSequence,gameTypeId,gamesPlayed,goalDifferential,goalDifferentialPctg,goalAgainst,goalFor,goalsForPctg,homeGamesPlayed,homeGoalDifferential,homeGoalsAgainst,homeGoalsFor,homeLosses,homeOtLosses,homePoints,homeRegulationPlusOtWins,homeRegulationWins,homeTies,homeWins,l10GamesPlayed,l10GoalDifferential,l10GoalsAgainst,l10GoalsFor,l10Losses,l10OtLosses,l10Points,l10RegulationPlusOtWins,l10RegulationWins,l10Ties,l10Wins,leagueHomeSequence,leagueL10Sequence,leagueRoadSequence,leagueSequence,losses,otLosses,placeName_default,pointPctg,points,regulationPlusOtWinPctg,regulationPlusOtWins,regulationWinPctg,regulationWins,roadGamesPlayed,roadGoalDifferential,roadGoalsAgainst,roadGoalsFor,roadLosses,roadOtLosses,roadPoints,roadRegulationPlusOtWins,roadRegulationWins,roadTies,roadWins,seasonId,shootoutLosses,shootoutWins,streakCode,streakCount,teamName_default,teamName_fr,teamCommonName_default,teamAbbrev_default,teamLogo,ties,waiversSequence,wildcardSequence,winPctg,wins,sourceDate,wildCardIndicator,placeName_fr,teamCommonName_fr
,XVE,8,10,Eastern,9,9,1998-04-19,NE,5,6,Northeast,6,6,2,82,-19,-0.231707,219,200,2.439024,41,-3,109,106,18,0,39,16,16,7,16,10,-1,23,22,6,0,8,4,4,0,4,17,16,17,17,41,0,Carolina,0.45122,74,0.402439,33,0.378049,31,41,-16,110,94,23,0,35,17,15,1,17,19971998,0,0,L,5,Carolina Hurricanes,Hurricanes de la Caroline,Hurricanes,CAR,https://assets.nhle.com/logos/nhl/svg/CAR_19971998-19981999_light.svg,8,10,0,0.402439,33,,True,Caroline,
,XVW,11,13,Western,8,9,1998-04-19,CEN,6,6,Central,5,5,2,82,-7,-0.085366,199,192,2.341463,41,-8,90,82,19,0,36,14,14,8,14,10,-11,25,14,8,0,3,1,1,1,1,22,25,16,18,39,0,Chicago,0.445122,73,0.365854,30,0.353659,29,41,1,109,110,20,0,37,16,15,5,16,19971998,0,0,L,1,Chicago Blackhawks,Blackhawks de Chicago,Blackhawks,CHI,https://assets.nhle.com/logos/nhl/svg/CHI_19961997-19981999_light.svg,13,9,0,0.365854,30,,True,,
,XVE,10,3,Eastern,11,10,1998-04-19,ATL,4,2,Atlantic,5,4,2,82,-13,-0.158537,225,212,2.585366,41,2,104,106,20,0,38,17,17,4,17,10,9,16,25,3,0,13,6,6,1,6,19,6,21,19,41,0,NY Islanders,0.432927,71,0.365854,30,0.365854,30,41,-15,121,106,21,0,33,13,13,7,13,19971998,0,0,W,2,New York Islanders,Islanders de New York,Islanders,NYI,https://assets.nhle.com/logos/nhl/svg/NYI_19971998-20092010_light.svg,11,8,0,0.365854,30,,True,,
,XVW,10,7,Western,11,10,1998-04-19,CEN,5,5,Central,6,6,2,82,-43,-0.52439,237,194,2.365854,41,-18,128,110,20,0,37,16,15,5,16,10,-3,32,29,6,0,8,4,4,0,4,20,17,22,20,43,0,Toronto,0.420732,69,0.365854,30,0.353659,29,41,-25,109,84,23,0,32,14,14,4,14,19971998,0,0,W,1,Toronto Maple Leafs,Maple Leafs de Toronto,Maple Leafs,TOR,https://assets.nhle.com/logos/nhl/svg/TOR_19871988-20152016_light.svg,9,7,0,0.365854,30,,True,,
,XVE,11,12,Eastern,12,11,1998-04-19,ATL,5,6,Atlantic,6,5,2,82,-34,-0.414634,231,197,2.402439,41,-1,103,102,18,0,37,14,13,9,14,10,-9,27,18,6,0,7,3,2,1,3,21,22,23,21,39,0,NY Rangers,0.414634,68,0.304878,25,0.280488,23,41,-33,128,95,21,0,31,11,10,9,11,19971998,0,0,W,2,New York Rangers,Rangers de New York,Rangers,NYR,https://assets.nhle.com/logos/nhl/svg/NYR_19781979-19981999_light.svg,18,6,0,0.304878,25,,True,,
,XVW,8,12,Western,13,11,1998-04-19,PAC,4,7,Pacific,7,5,2,82,-35,-0.426829,252,217,2.646341,41,0,118,118,17,0,42,18,14,6,18,10,-13,37,24,6,0,6,2,2,2,2,15,24,25,22,41,0,Calgary,0.408537,67,0.317073,26,0.268293,22,41,-35,134,99,24,0,25,8,8,9,8,19971998,0,0,L,1,Calgary Flames,Flames de Calgary,Flames,CGY,https://assets.nhle.com/logos/nhl/svg/CGY_19941995-20192020_light.svg,15,5,0,0.317073,26,,True,,
,XVW,13,11,Western,10,12,1998-04-19,PAC,7,6,Pacific,5,6,2,82,-56,-0.682927,261,205,2.5,41,-40,134,94,23,0,30,12,10,6,12,10,-11,39,28,6,0,6,2,2,2,2,24,23,19,23,43,0,Anaheim,0.396341,65,0.317073,26,0.280488,23,41,-16,127,111,20,0,35,14,13,7,14,19971998,0,0,L,1,Anaheim Ducks,Ducks d'Anaheim,Ducks,ANA,https://assets.nhle.com/logos/nhl/svg/ANA_19961997-20052006_light.svg,13,4,0,0.317073,26,,True,,
,XVW,12,9,Western,12,13,1998-04-19,PAC,6,4,Pacific,6,7,2,82,-49,-0.597561,273,224,2.731707,41,-21,131,110,22,0,34,15,15,4,15,10,-3,28,25,6,0,7,3,3,1,3,23,20,24,24,43,0,Vancouver,0.390244,64,0.304878,25,0.304878,25,41,-28,142,114,21,0,30,10,10,10,10,19971998,0,0,L,3,Vancouver Canucks,Canucks de Vancouver,Canucks,VAN,https://assets.nhle.com/logos/nhl/svg/VAN_19971998-20062007_light.svg,14,3,0,0.304878,25,,True,,
,XVE,13,9,Eastern,10,12,1998-04-19,ATL,7,4,Atlantic,4,6,2,82,-53,-0.646341,256,203,2.47561,41,-33,135,102,24,0,28,11,10,6,11,10,-2,31,29,4,0,9,3,3,3,3,26,15,20,25,43,0,Florida,0.384146,63,0.292683,24,0.256098,21,41,-20,121,101,19,0,35,13,11,9,13,19971998,0,0,T,1,Florida Panthers,Panthers de la Floride,Panthers,FLA,https://assets.nhle.com/logos/nhl/svg/FLA_19931994-19981999_light.svg,15,2,0,0.292683,24,,True,Floride,
,XVE,12,13,Eastern,13,13,1998-04-19,ATL,6,7,Atlantic,7,7,2,82,-118,-1.439024,269,151,1.841463,41,-39,127,88,23,0,29,11,11,7,11,10,-31,40,9,9,0,1,0,0,1,0,25,26,26,26,55,0,Tampa Bay,0.268293,44,0.207317,17,0.207317,17,41,-79,142,63,32,0,15,6,6,3,6,19971998,0,0,T,1,Tampa Bay Lightning,Lightning de Tampa Bay,Lightning,TBL,https://assets.nhle.com/logos/nhl/svg/TBL_19921993-20002001_light.svg,10,1,0,0.207317,17,,True,,
