clinchIndicator,conferenceAbbrev,conferenceHomeSequence,conferenceL10Sequence,conferenceName,conferenceRoadSequence,conferenceSequence,date,divisionAbbrev,divisionHomeSequence,divisionL10Sequence,divisionName,divisionRoadSequence,divisionSequence,gameTypeId,gamesPlayed,goalDifferential,goalDifferentialPctg,goalAgainst,goalFor,goalsForPctg,homeGamesPlayed,homeGoalDifferential,homeGoalsAgainst,homeGoalsFor,homeLosses,homeOtLosses,homePoints,homeRegulationPlusOtWins,homeRegulationWins,homeTies,homeWins,l10GamesPlayed,l10GoalDifferential,l10GoalsAgainst,l10GoalsFor,l10Losses,l10OtLosses,l10Points,l10RegulationPlusOtWins,l10RegulationWins,l10Ties,l10Wins,leagueHomeSequence,leagueL10Sequence,leagueRoadSequence,leagueSequence,losses,otLosses,placeName_default,pointPctg,points,regulationPlusOtWinPctg,regulationPlusOtWins,regulationWinPctg,regulationWins,roadGamesPlayed,roadGoalDifferential,roadGoalsAgainst,roadGoalsFor,roadLosses,roadOtLosses,roadPoints,roadRegulationPlusOtWins,roadRegulationWins,roadTies,roadWins,seasonId,shootoutLosses,shootoutWins,streakCode,streakCount,teamName_default,teamName_fr,teamCommonName_default,teamAbbrev_default,teamLogo,ties,waiversSequence,wildcardSequence,winPctg,wins,sourceDate,wildCardIndicator,placeName_fr,teamCommonName_fr
p,XVW,2,3,Western,1,1,2001-04-08,NW,1,1,Northwest,1,1,2,82,78,0.95122,192,270,3.292683,41,47,94,141,6,2,63,28,24,5,28,10,4,22,26,3,0,13,6,6,1,6,2,7,2,1,16,4,Colorado,0.719512,118,0.634146,52,0.560976,46,41,31,98,129,10,2,55,24,22,5,24,20002001,0,0,W,1,Colorado Avalanche,Avalanche du Colorado,Avalanche,COL,https://assets.nhle.com/logos/nhl/svg/COL_light.svg,10,30,0,0.634146,52,,True,,
y,XVW,4,2,Western,2,2,2001-04-08,CEN,2,1,Central,1,1,2,82,51,0.621951,202,253,3.085366,41,33,101,134,9,2,59,27,21,3,27,10,15,20,35,3,0,14,7,6,0,7,4,5,3,2,20,4,Detroit,0.676829,111,0.597561,49,0.47561,39,41,18,101,119,11,2,52,22,18,6,22,20002001,0,0,W,2,Detroit Red Wings,Red Wings de Detroit,Red Wings,DET,https://assets.nhle.com/logos/nhl/svg/DET_light.svg,9,28,0,0.597561,49,,True,,
z,XVE,5,1,Eastern,1,1,2001-04-08,ATL,2,1,Atlantic,1,1,2,82,100,1.219512,195,295,3.597561,41,53,92,145,11,0,54,24,21,6,24,10,21,20,41,2,0,16,8,8,0,8,10,2,1,3,19,3,New Jersey,0.676829,111,0.585366,48,0.52439,43,41,47,103,150,8,3,57,24,22,6,24,20002001,0,0,W,4,New Jersey Devils,Devils du New Jersey,Devils,NJD,https://assets.nhle.com/logos/nhl/svg/NJD_light.svg,12,29,0,0.585366,48,,True,,
y,XVE,1,2,Eastern,2,2,2001-04-08,NE,1,1,Northeast,1,1,2,82,69,0.841463,205,274,3.341463,41,49,102,151,7,3,60,26,25,5,26,10,11,26,37,1,1,16,7,6,1,7,3,3,4,4,21,4,Ottawa,0.664634,109,0.585366,48,0.54878,45,41,20,103,123,14,1,49,22,20,4,22,20002001,0,0,W,2,Ottawa Senators,Sénateurs d'Ottawa,Senators,OTT,https://assets.nhle.com/logos/nhl/svg/OTT_19971998-20062007_light.svg,9,27,0,0.585366,48,,True,,Sénateurs
y,XVW,3,1,Western,3,3,2001-04-08,PAC,1,1,Pacific,1,1,2,82,54,0.658537,187,241,2.939024,41,47,85,132,10,0,57,26,21,5,26,10,22,17,39,0,0,18,8,7,2,8,5,1,5,5,24,2,Dallas,0.646341,106,0.585366,48,0.512195,42,41,7,102,109,14,2,49,22,21,3,22,20002001,0,0,W,2,Dallas Stars,Stars de Dallas,Stars,DAL,https://assets.nhle.com/logos/nhl/svg/DAL_19941995-20122013_light.svg,8,26,0,0.585366,48,,True,,
x,XVW,1,11,Western,8,4,2001-04-08,CEN,1,4,Central,3,2,2,82,54,0.658537,195,249,3.036585,41,57,76,133,5,3,64,28,25,5,28,10,-1,24,23,4,1,9,3,3,2,3,1,23,15,6,22,5,St. Louis,0.628049,103,0.52439,43,0.45122,37,41,-3,119,116,17,2,39,15,12,7,15,20002001,0,0,W,2,St. Louis Blues,Blues de St. Louis,Blues,STL,https://assets.nhle.com/logos/nhl/svg/STL_20002001-20072008_light.svg,12,25,0,0.52439,43,,True,,
x,XVE,2,12,Eastern,5,4,2001-04-08,ATL,1,4,Atlantic,3,2,2,82,33,0.402439,207,240,2.926829,41,36,84,120,11,0,56,26,24,4,26,10,-2,24,22,4,1,10,4,3,1,4,6,20,8,7,25,3,Philadelphia,0.609756,100,0.52439,43,0.463415,38,41,-3,123,120,14,3,44,17,14,7,17,20002001,0,0,W,2,Philadelphia Flyers,Flyers de Philadelphie,Flyers,PHI,https://assets.nhle.com/logos/nhl/svg/PHI_19992000-20222023_light.svg,11,24,0,0.52439,43,,True,Philadelphie,
x,XVE,4,6,Eastern,6,5,2001-04-08,NE,2,3,Northeast,2,2,2,82,34,0.414634,184,218,2.658537,41,31,89,120,12,0,55,26,24,3,26,10,9,17,26,4,0,12,6,6,0,6,8,10,9,8,30,1,Buffalo,0.597561,98,0.560976,46,0.512195,42,41,3,95,98,18,1,43,20,18,2,20,20002001,0,0,L,1,Buffalo Sabres,Sabres de Buffalo,Sabres,BUF,https://assets.nhle.com/logos/nhl/svg/BUF_19992000-20052006_light.svg,5,23,0,0.560976,46,,True,,
x,XVE,6,5,Eastern,4,6,2001-04-08,ATL,3,2,Atlantic,2,3,2,82,25,0.304878,256,281,3.426829,41,17,125,142,15,0,50,24,22,2,24,10,8,29,37,2,1,14,6,6,1,6,12,6,7,9,28,3,Pittsburgh,0.585366,96,0.512195,42,0.47561,39,41,8,131,139,13,3,46,18,17,7,18,20002001,0,0,W,1,Pittsburgh Penguins,Penguins de Pittsburgh,Penguins,PIT,https://assets.nhle.com/logos/nhl/svg/PIT_19992000-20012002_light.svg,9,22,0,0.512195,42,,True,,
y,XVE,3,10,Eastern,3,3,2001-04-08,SE,1,2,Southeast,1,1,2,82,22,0.268293,211,233,2.841463,41,31,98,129,9,2,56,24,23,6,24,10,1,27,28,4,2,10,4,4,0,4,7,18,13,10,27,4,Washington,0.585366,96,0.5,41,0.47561,39,41,-9,113,104,18,2,40,17,16,4,17,20002001,0,0,W,1,Washington Capitals,Capitals de Washington,Capitals,WSH,https://assets.nhle.com/logos/nhl/svg/WSH_19951996-20062007_light.svg,10,21,0,0.5,41,,True,,
