clinchIndicator,conferenceAbbrev,conferenceHomeSequence,conferenceL10Sequence,conferenceName,conferenceRoadSequence,conferenceSequence,date,divisionAbbrev,divisionHomeSequence,divisionL10Sequence,divisionName,divisionRoadSequence,divisionSequence,gameTypeId,gamesPlayed,goalDifferential,goalDifferentialPctg,goalAgainst,goalFor,goalsForPctg,homeGamesPlayed,homeGoalDifferential,homeGoalsAgainst,homeGoalsFor,homeLosses,homeOtLosses,homePoints,homeRegulationPlusOtWins,homeRegulationWins,homeTies,homeWins,l10GamesPlayed,l10GoalDifferential,l10GoalsAgainst,l10GoalsFor,l10Losses,l10OtLosses,l10Points,l10RegulationPlusOtWins,l10RegulationWins,l10Ties,l10Wins,leagueHomeSequence,leagueL10Sequence,leagueRoadSequence,leagueSequence,losses,otLosses,placeName_default,pointPctg,points,regulationPlusOtWinPctg,regulationPlusOtWins,regulationWinPctg,regulationWins,roadGamesPlayed,roadGoalDifferential,roadGoalsAgainst,roadGoalsFor,roadLosses,roadOtLosses,roadPoints,roadRegulationPlusOtWins,roadRegulationWins,roadTies,roadWins,seasonId,shootoutLosses,shootoutWins,streakCode,streakCount,teamName_default,teamName_fr,teamCommonName_default,teamAbbrev_default,teamLogo,ties,waiversSequence,wildcardSequence,winPctg,wins,sourceDate,wildCardIndicator,placeName_fr,teamCommonName_fr
y,XVE,4,10,Eastern,6,3,2010-04-11,NE,2,3,Northeast,2,1,2,82,28,0.341463,207,235,2.865854,41,29,96,125,10,6,56,22,19,0,25,10,7,25,32,5,0,10,5,5,0,5,8,20,14,11,27,10,Buffalo,0.609756,100,0.5,41,0.426829,35,41,-1,111,110,17,4,44,19,16,0,20,20092010,6,4,L,1,Buffalo Sabres,Sabres de Buffalo,Sabres,BUF,https://assets.nhle.com/logos/nhl/svg/BUF_20062007-20092010_light.svg,0,21,0,0.54878,45,,True,,
x,XVW,10,14,Western,9,8,2010-04-11,NW,3,4,Northwest,2,2,2,82,11,0.134146,233,244,2.97561,41,22,104,126,14,3,51,21,19,0,24,10,-11,39,28,5,2,8,1,0,0,3,16,28,15,12,30,9,Colorado,0.579268,95,0.439024,36,0.414634,34,41,-11,129,118,16,6,44,15,15,0,19,20092010,5,7,OT,1,Colorado Avalanche,Avalanche du Colorado,Avalanche,COL,https://assets.nhle.com/logos/nhl/svg/COL_light.svg,0,19,0,0.52439,43,,True,,
x,XVE,3,2,Eastern,9,5,2010-04-11,NE,1,1,Northeast,4,2,2,82,-13,-0.158537,238,225,2.743902,41,18,104,122,11,4,56,23,19,0,26,10,5,26,31,2,1,15,6,5,0,7,7,4,19,13,32,6,Ottawa,0.573171,94,0.47561,39,0.414634,34,41,-31,134,103,21,2,38,16,15,0,18,20092010,5,5,L,1,Ottawa Senators,Sénateurs d'Ottawa,Senators,OTT,https://assets.nhle.com/logos/nhl/svg/OTT_20072008-20192020_light.svg,0,18,0,0.536585,44,,True,,Sénateurs
x,XVE,13,4,Eastern,2,6,2010-04-11,NE,4,2,Northeast,1,3,2,82,6,0.073171,200,206,2.512195,41,-1,103,102,17,6,42,15,14,0,18,10,7,19,26,3,1,13,5,3,0,6,26,6,7,14,30,13,Boston,0.554878,91,0.353659,29,0.304878,25,41,7,97,104,13,7,49,14,11,0,21,20092010,9,10,W,3,Boston Bruins,Bruins de Boston,Bruins,BOS,https://assets.nhle.com/logos/nhl/svg/BOS_20082009-20222023_light.svg,0,17,0,0.47561,39,,True,,
,XVW,14,5,Western,6,9,2010-04-11,CEN,5,3,Central,3,4,2,82,2,0.02439,223,225,2.743902,41,-7,115,108,18,5,41,16,14,0,18,10,5,24,29,3,1,13,6,5,0,6,28,8,6,15,32,10,St. Louis,0.54878,90,0.402439,33,0.365854,30,41,9,108,117,14,5,49,17,16,0,22,20092010,5,7,OT,1,St. Louis Blues,Blues de St. Louis,Blues,STL,https://assets.nhle.com/logos/nhl/svg/STL_20082009-20242025_light.svg,0,15,0,0.487805,40,,True,,
,XVW,13,12,Western,3,10,2010-04-11,NW,4,3,Northwest,1,3,2,82,-6,-0.073171,210,204,2.487805,41,-3,98,95,17,4,44,20,20,0,20,10,-9,29,20,5,1,9,4,4,0,4,23,24,10,16,32,10,Calgary,0.54878,90,0.45122,37,0.426829,35,41,-3,112,109,15,6,46,17,15,0,20,20092010,7,3,L,1,Calgary Flames,Flames de Calgary,Flames,CGY,https://assets.nhle.com/logos/nhl/svg/CGY_19941995-20192020_light.svg,0,16,0,0.487805,40,,True,,
,XVW,6,7,Western,12,11,2010-04-11,PAC,3,2,Pacific,5,4,2,82,-13,-0.158537,251,238,2.902439,41,22,120,142,11,5,55,24,21,0,25,10,3,31,34,2,3,13,4,4,0,5,10,11,24,17,32,11,Anaheim,0.542683,89,0.414634,34,0.378049,31,41,-35,131,96,21,6,34,10,10,0,14,20092010,8,5,W,1,Anaheim Ducks,Ducks d'Anaheim,Ducks,ANA,https://assets.nhle.com/logos/nhl/svg/ANA_20062007-20122013_light.svg,0,14,0,0.47561,39,,True,,
x,XVE,6,12,Eastern,10,7,2010-04-11,ATL,3,5,Atlantic,4,3,2,82,11,0.134146,225,236,2.878049,41,20,104,124,14,3,51,21,20,0,24,10,-2,26,24,5,1,9,3,3,0,4,15,22,20,18,35,6,Philadelphia,0.536585,88,0.45122,37,0.426829,35,41,-9,121,112,21,3,37,16,15,0,17,20092010,3,4,W,1,Philadelphia Flyers,Flyers de Philadelphie,Flyers,PHI,https://assets.nhle.com/logos/nhl/svg/PHI_19992000-20222023_light.svg,0,13,0,0.5,41,,True,Philadelphie,
x,XVE,10,13,Eastern,7,8,2010-04-11,NE,3,5,Northeast,3,4,2,82,-6,-0.073171,223,217,2.646341,41,7,109,116,16,5,45,16,13,0,20,10,-4,25,21,4,3,9,3,3,0,3,22,26,16,19,33,10,Montréal,0.536585,88,0.390244,32,0.292683,24,41,-13,114,101,17,5,43,16,11,0,19,20092010,5,7,OT,1,Montréal Canadiens,Canadiens de Montréal,Canadiens,MTL,https://assets.nhle.com/logos/nhl/svg/MTL_light.svg,0,11,0,0.47561,39,,True,,
,XVW,8,8,Western,11,12,2010-04-11,PAC,4,3,Pacific,4,5,2,82,-17,-0.207317,254,237,2.890244,41,10,119,129,11,7,53,20,18,0,23,10,5,24,29,4,0,12,4,4,0,6,13,12,23,20,31,14,Dallas,0.536585,88,0.365854,30,0.341463,28,41,-27,135,108,20,7,35,10,10,0,14,20092010,10,7,W,2,Dallas Stars,Stars de Dallas,Stars,DAL,https://assets.nhle.com/logos/nhl/svg/DAL_19941995-20122013_light.svg,0,12,0,0.45122,37,,True,,
,XVE,12,1,Eastern,5,9,2010-04-11,ATL,5,1,Atlantic,3,4,2,82,4,0.04878,218,222,2.707317,41,11,113,124,17,6,42,18,18,0,18,10,15,21,36,1,2,16,6,6,0,7,25,3,13,21,33,11,NY Rangers,0.530488,87,0.426829,35,0.414634,34,41,-7,105,98,16,5,45,17,16,0,20,20092010,4,3,OT,1,New York Rangers,Rangers de New York,Rangers,NYR,https://assets.nhle.com/logos/nhl/svg/NYR_light.svg,0,10,0,0.463415,38,,True,,
,XVW,7,15,Western,13,13,2010-04-11,NW,2,5,Northwest,4,4,2,82,-27,-0.329268,246,219,2.670732,41,12,119,131,12,4,54,22,19,0,25,10,-14,35,21,5,2,8,2,1,0,3,11,29,27,22,36,8,Minnesota,0.512195,84,0.402439,33,0.341463,28,41,-39,127,88,24,4,30,11,9,0,13,20092010,7,5,OT,1,Minnesota Wild,Wild du Minnesota,Wild,MIN,https://assets.nhle.com/logos/nhl/svg/MIN_20002001-20122013_light.svg,0,9,0,0.463415,38,,True,,
,XVE,11,14,Eastern,8,10,2010-04-11,SE,4,4,Southeast,2,2,2,82,-22,-0.268293,256,234,2.853659,41,-5,124,119,16,6,44,17,15,0,19,10,-10,26,16,5,2,8,3,3,0,3,24,27,18,23,34,13,Atlanta,0.506098,83,0.378049,31,0.353659,29,41,-17,132,115,18,7,39,14,14,0,16,20092010,6,4,W,1,Atlanta Thrashers,Thrashers d'Atlanta,Thrashers,ATL,https://assets.nhle.com/logos/nhl/svg/ATL_19992000-20102011_light.svg,0,8,0,0.426829,35,,True,,
,XVE,9,7,Eastern,12,11,2010-04-11,SE,3,3,Southeast,4,3,2,82,-26,-0.317073,256,230,2.804878,41,-2,124,122,17,3,45,17,14,0,21,10,-1,30,29,3,2,12,4,4,0,5,21,15,22,24,37,10,Carolina,0.487805,80,0.378049,31,0.317073,26,41,-24,132,108,20,7,35,14,12,0,14,20092010,5,4,L,1,Carolina Hurricanes,Hurricanes de la Caroline,Hurricanes,CAR,https://assets.nhle.com/logos/nhl/svg/CAR_19992000-20122013_light.svg,0,7,0,0.426829,35,,True,Caroline,
,XVE,8,6,Eastern,13,12,2010-04-11,SE,2,2,Southeast,5,4,2,82,-43,-0.52439,260,217,2.646341,41,4,112,116,14,6,48,17,14,0,21,10,-6,35,29,4,0,12,4,3,0,6,20,13,25,25,36,12,Tampa Bay,0.487805,80,0.365854,30,0.304878,25,41,-47,148,101,22,6,32,13,11,0,13,20092010,7,4,W,3,Tampa Bay Lightning,Lightning de Tampa Bay,Lightning,TBL,https://assets.nhle.com/logos/nhl/svg/TBL_20072008-20102011_light.svg,0,6,0,0.414634,34,,True,,
,XVE,7,9,Eastern,15,13,2010-04-11,ATL,4,4,Atlantic,5,5,2,82,-42,-0.512195,264,222,2.707317,41,11,114,125,14,4,50,16,15,0,23,10,-9,42,33,4,1,11,4,3,0,5,17,18,29,26,37,11,NY Islanders,0.481707,79,0.317073,26,0.243902,20,41,-53,150,97,23,7,29,10,5,0,11,20092010,6,8,OT,1,New York Islanders,Islanders de New York,Islanders,NYI,https://assets.nhle.com/logos/nhl/svg/NYI_19971998-20092010_light.svg,0,4,0,0.414634,34,,True,,
,XVW,12,13,Western,14,14,2010-04-11,CEN,4,5,Central,5,5,2,82,-43,-0.52439,259,216,2.634146,41,0,111,111,12,9,49,18,17,0,20,10,-1,30,29,4,3,9,3,3,0,3,19,25,28,27,35,15,Columbus,0.481707,79,0.365854,30,0.329268,27,41,-43,148,105,23,6,30,12,10,0,12,20092010,10,2,OT,1,Columbus Blue Jackets,Blue Jackets de Columbus,Blue Jackets,CBJ,https://assets.nhle.com/logos/nhl/svg/CBJ_light.svg,0,5,0,0.390244,32,,True,,
,XVE,15,15,Eastern,11,14,2010-04-11,SE,5,5,Southeast,3,5,2,82,-36,-0.439024,244,208,2.536585,41,-12,123,111,16,9,41,14,14,0,16,10,-16,34,18,6,2,6,2,2,0,2,29,30,21,28,37,13,Florida,0.469512,77,0.317073,26,0.292683,24,41,-24,121,97,21,4,36,12,10,0,16,20092010,10,6,L,1,Florida Panthers,Panthers de la Floride,Panthers,FLA,https://assets.nhle.com/logos/nhl/svg/FLA_19992000-20152016_light.svg,0,3,0,0.390244,32,,True,Floride,
,XVE,14,11,Eastern,14,15,2010-04-11,NE,5,4,Northeast,5,5,2,82,-53,-0.646341,267,214,2.609756,41,-11,117,106,17,6,42,15,12,0,18,10,-7,29,22,4,2,10,4,1,0,4,27,21,26,29,38,14,Toronto,0.45122,74,0.317073,26,0.256098,21,41,-42,150,108,21,8,32,11,9,0,12,20092010,4,4,W,1,Toronto Maple Leafs,Maple Leafs de Toronto,Maple Leafs,TOR,https://assets.nhle.com/logos/nhl/svg/TOR_19871988-20152016_light.svg,0,2,0,0.365854,30,,True,,
,XVW,15,11,Western,15,15,2010-04-11,NW,5,2,Northwest,5,5,2,82,-70,-0.853659,284,214,2.609756,41,-13,132,119,19,4,40,14,13,0,18,10,-6,36,30,5,1,9,3,2,0,4,30,23,30,30,47,8,Edmonton,0.378049,62,0.231707,19,0.219512,18,41,-57,152,95,28,4,22,5,5,0,9,20092010,6,8,L,1,Edmonton Oilers,Oilers d'Edmonton,Oilers,EDM,https://assets.nhle.com/logos/nhl/svg/EDM_19971998-20102011_light.svg,0,1,0,0.329268,27,,True,,
