clinchIndicator,conferenceAbbrev,conferenceHomeSequence,conferenceL10Sequence,conferenceName,conferenceRoadSequence,conferenceSequence,date,divisionAbbrev,divisionHomeSequence,divisionL10Sequence,divisionName,divisionRoadSequence,divisionSequence,gameTypeId,gamesPlayed,goalDifferential,goalDifferentialPctg,goalAgainst,goalFor,goalsForPctg,homeGamesPlayed,homeGoalDifferential,homeGoalsAgainst,homeGoalsFor,homeLosses,homeOtLosses,homePoints,homeRegulationPlusOtWins,homeRegulationWins,homeTies,homeWins,l10GamesPlayed,l10GoalDifferential,l10GoalsAgainst,l10GoalsFor,l10Losses,l10OtLosses,l10Points,l10RegulationPlusOtWins,l10RegulationWins,l10Ties,l10Wins,leagueHomeSequence,leagueL10Sequence,leagueRoadSequence,leagueSequence,losses,otLosses,placeName_default,pointPctg,points,regulationPlusOtWinPctg,regulationPlusOtWins,regulationWinPctg,regulationWins,roadGamesPlayed,roadGoalDifferential,roadGoalsAgainst,roadGoalsFor,roadLosses,roadOtLosses,roadPoints,roadRegulationPlusOtWins,roadRegulationWins,roadTies,roadWins,seasonId,shootoutLosses,shootoutWins,streakCode,streakCount,teamName_default,teamName_fr,teamCommonName_default,teamAbbrev_default,teamLogo,ties,waiversSequence,wildcardSequence,winPctg,wins,sourceDate,wildCardIndicator,placeName_fr,teamCommonName_fr
x,XVE,8,3,Eastern,5,6,2008-04-06,ATL,4,1,Atlantic,2,4,2,82,15,0.182927,233,248,3.02439,41,11,116,127,14,6,48,20,18,0,21,10,3,26,29,2,1,15,5,4,0,7,17,6,7,11,29,11,Philadelphia,0.579268,95,0.47561,39,0.439024,36,41,4,117,121,15,5,47,19,18,0,21,20072008,6,3,W,2,Philadelphia Flyers,Flyers de Philadelphie,Flyers,PHI,https://assets.nhle.com/logos/nhl/svg/PHI_19992000-20222023_light.svg,0,21,0,0.512195,42,,True,Philadelphie,
y,XVE,6,1,Eastern,3,3,2008-04-06,SE,2,1,Southeast,1,1,2,82,11,0.134146,231,242,2.95122,41,17,110,127,15,3,49,21,18,0,23,10,13,19,32,1,0,18,7,6,0,9,13,1,11,12,31,8,Washington,0.573171,94,0.47561,39,0.390244,32,41,-6,121,115,16,5,45,18,14,0,20,20072008,4,4,W,7,Washington Capitals,Capitals de Washington,Capitals,WSH,https://assets.nhle.com/logos/nhl/svg/WSH_light.svg,0,17,0,0.52439,43,,True,,
x,XVE,7,13,Eastern,6,7,2008-04-06,NE,2,5,Northeast,3,2,2,82,14,0.170732,247,261,3.182927,41,7,126,133,15,4,48,20,19,0,22,10,-6,37,31,6,1,7,3,3,0,3,16,25,8,13,31,8,Ottawa,0.573171,94,0.487805,40,0.45122,37,41,7,121,128,16,4,46,20,18,0,21,20072008,5,3,L,1,Ottawa Senators,Sénateurs d'Ottawa,Senators,OTT,https://assets.nhle.com/logos/nhl/svg/OTT_20072008-20192020_light.svg,0,19,0,0.52439,43,,True,,Sénateurs
x,XVW,5,9,Western,3,7,2008-04-06,NW,3,4,Northwest,1,3,2,82,2,0.02439,227,229,2.792683,41,11,101,112,11,9,51,20,20,0,21,10,-2,26,24,5,0,10,5,5,0,5,9,18,14,14,30,10,Calgary,0.573171,94,0.47561,39,0.439024,36,41,-9,126,117,19,1,43,19,16,0,21,20072008,3,3,W,1,Calgary Flames,Flames de Calgary,Flames,CGY,https://assets.nhle.com/logos/nhl/svg/CGY_19941995-20192020_light.svg,0,18,0,0.512195,42,,True,,
x,XVE,9,7,Eastern,4,8,2008-04-06,NE,3,3,Northeast,2,3,2,82,-10,-0.121951,222,212,2.585366,41,4,96,100,16,4,46,18,16,0,21,10,2,22,24,2,4,12,4,4,0,4,21,14,5,15,29,12,Boston,0.573171,94,0.426829,35,0.390244,32,41,-14,126,112,13,8,48,17,16,0,20,20072008,7,6,L,1,Boston Bruins,Bruins de Boston,Bruins,BOS,https://assets.nhle.com/logos/nhl/svg/BOS_20072008_light.svg,0,16,0,0.5,41,,True,,
,XVE,2,8,Eastern,12,9,2008-04-06,SE,1,2,Southeast,3,2,2,82,3,0.036585,249,252,3.073171,41,19,121,140,13,4,52,24,20,0,24,10,5,28,33,4,1,11,4,4,0,5,8,15,22,16,33,6,Carolina,0.560976,92,0.5,41,0.439024,36,41,-16,128,112,20,2,40,17,16,0,19,20072008,3,2,L,1,Carolina Hurricanes,Hurricanes de la Caroline,Hurricanes,CAR,https://assets.nhle.com/logos/nhl/svg/CAR_19992000-20122013_light.svg,0,15,0,0.52439,43,,True,Caroline,
x,XVW,6,7,Western,9,8,2008-04-06,CEN,2,3,Central,2,2,2,82,1,0.012195,229,230,2.804878,41,7,113,120,14,4,50,21,18,0,23,10,2,21,23,3,1,13,5,4,0,6,10,13,20,17,32,9,Nashville,0.554878,91,0.463415,38,0.402439,33,41,-6,116,110,18,5,41,17,15,0,18,20072008,5,3,L,1,Nashville Predators,Predators de Nashville,Predators,NSH,https://assets.nhle.com/logos/nhl/svg/NSH_19981999-20102011_light.svg,0,14,0,0.5,41,,True,,
,XVE,10,6,Eastern,8,10,2008-04-06,NE,4,2,Northeast,4,4,2,82,13,0.158537,242,255,3.109756,41,17,123,140,15,6,46,19,15,0,20,10,4,30,34,3,1,13,4,3,0,6,22,10,12,18,31,12,Buffalo,0.54878,90,0.426829,35,0.365854,30,41,-4,119,115,16,6,44,16,15,0,19,20072008,9,4,W,1,Buffalo Sabres,Sabres de Buffalo,Sabres,BUF,https://assets.nhle.com/logos/nhl/svg/BUF_20062007-20092010_light.svg,0,13,0,0.47561,39,,True,,
,XVW,10,6,Western,10,9,2008-04-06,NW,4,2,Northwest,4,4,2,82,-16,-0.195122,251,235,2.865854,41,8,115,123,17,1,47,15,14,0,23,10,4,30,34,3,1,13,5,5,0,6,18,12,21,19,35,6,Edmonton,0.536585,88,0.317073,26,0.268293,22,41,-24,136,112,18,5,41,11,8,0,18,20072008,4,15,W,1,Edmonton Oilers,Oilers d'Edmonton,Oilers,EDM,https://assets.nhle.com/logos/nhl/svg/EDM_19971998-20102011_light.svg,0,10,0,0.5,41,,True,,
,XVW,9,5,Western,11,10,2008-04-06,CEN,3,2,Central,3,3,2,82,4,0.04878,235,239,2.914634,41,26,102,128,16,2,48,21,19,0,23,10,4,27,31,3,1,13,5,4,0,6,15,11,23,20,34,8,Chicago,0.536585,88,0.426829,35,0.378049,31,41,-22,133,111,18,6,40,14,12,0,17,20072008,4,5,L,1,Chicago Blackhawks,Blackhawks de Chicago,Blackhawks,CHI,https://assets.nhle.com/logos/nhl/svg/CHI_19981999-20242025_light.svg,0,12,0,0.487805,40,,True,,
,XVW,11,13,Western,8,11,2008-04-06,NW,5,5,Northwest,3,5,2,82,-2,-0.02439,215,213,2.597561,41,11,103,114,15,5,47,18,17,0,21,10,-9,32,23,7,0,6,3,3,0,3,19,26,18,21,33,10,Vancouver,0.536585,88,0.402439,33,0.353659,29,41,-13,112,99,18,5,41,15,12,0,18,20072008,9,6,L,3,Vancouver Canucks,Canucks de Vancouver,Canucks,VAN,https://assets.nhle.com/logos/nhl/svg/VAN_20072008-20182019_light.svg,0,11,0,0.47561,39,,True,,
,XVE,11,9,Eastern,10,11,2008-04-06,SE,3,3,Southeast,2,3,2,82,-10,-0.121951,226,216,2.634146,41,-4,114,110,15,8,44,16,15,0,18,10,-2,24,22,4,1,11,5,5,0,5,24,17,17,22,35,9,Florida,0.518293,85,0.402439,33,0.353659,29,41,-6,112,106,20,1,41,17,14,0,20,20072008,6,5,L,1,Florida Panthers,Panthers de la Floride,Panthers,FLA,https://assets.nhle.com/logos/nhl/svg/FLA_19992000-20152016_light.svg,0,9,0,0.463415,38,,True,Floride,
,XVW,14,14,Western,5,12,2008-04-06,PAC,4,5,Pacific,3,4,2,82,-17,-0.207317,231,214,2.609756,41,-12,123,111,20,4,38,14,12,0,17,10,-14,39,25,6,2,6,2,1,0,2,29,28,9,23,37,7,Phoenix,0.506098,83,0.402439,33,0.353659,29,41,-5,108,103,17,3,45,19,17,0,21,20072008,6,5,OT,1,Phoenix Coyotes,Coyotes de Phoenix,Coyotes,PHX,https://assets.nhle.com/logos/nhl/svg/PHX_20032004-20132014_light.svg,0,8,0,0.463415,38,,True,,
,XVE,13,11,Eastern,11,12,2008-04-06,NE,5,4,Northeast,5,5,2,82,-29,-0.353659,260,231,2.817073,41,-26,147,121,17,6,42,17,13,0,18,10,-11,39,28,5,1,9,4,4,0,4,26,22,19,24,35,11,Toronto,0.506098,83,0.402439,33,0.341463,28,41,-3,113,110,18,5,41,16,15,0,18,20072008,4,3,L,2,Toronto Maple Leafs,Maple Leafs de Toronto,Maple Leafs,TOR,https://assets.nhle.com/logos/nhl/svg/TOR_19871988-20152016_light.svg,0,7,0,0.439024,36,,True,,
,XVW,12,15,Western,14,13,2008-04-06,CEN,4,5,Central,4,4,2,82,-25,-0.304878,218,193,2.353659,41,-1,106,105,14,7,47,18,18,0,20,10,-11,27,16,7,1,5,2,2,0,2,20,29,28,25,36,12,Columbus,0.487805,80,0.378049,31,0.353659,29,41,-24,112,88,22,5,33,13,11,0,14,20072008,8,3,L,3,Columbus Blue Jackets,Blue Jackets de Columbus,Blue Jackets,CBJ,https://assets.nhle.com/logos/nhl/svg/CBJ_light.svg,0,6,0,0.414634,34,,True,,
,XVE,15,12,Eastern,13,13,2008-04-06,ATL,5,5,Atlantic,5,5,2,82,-49,-0.597561,243,194,2.365854,41,-21,110,89,18,5,41,17,14,0,18,10,-9,27,18,5,2,8,2,2,0,3,28,24,25,26,38,9,NY Islanders,0.481707,79,0.365854,30,0.304878,25,41,-28,133,105,20,4,38,13,11,0,17,20072008,3,5,W,1,New York Islanders,Islanders de New York,Islanders,NYI,https://assets.nhle.com/logos/nhl/svg/NYI_19971998-20092010_light.svg,0,4,0,0.426829,35,,True,,
,XVW,13,10,Western,15,14,2008-04-06,CEN,5,4,Central,5,5,2,82,-32,-0.390244,237,205,2.5,41,11,96,107,15,6,46,19,19,0,20,10,2,27,29,4,2,10,3,2,0,4,23,19,29,27,36,13,St. Louis,0.481707,79,0.365854,30,0.353659,29,41,-43,141,98,21,7,33,11,10,0,13,20072008,5,3,W,2,St. Louis Blues,Blues de St. Louis,Blues,STL,https://assets.nhle.com/logos/nhl/svg/STL_20002001-20072008_light.svg,0,5,0,0.402439,33,,True,,
,XVE,14,14,Eastern,14,14,2008-04-06,SE,5,4,Southeast,4,4,2,82,-56,-0.682927,272,216,2.634146,41,-7,129,122,19,3,41,13,9,0,19,10,-11,33,22,7,0,6,3,3,0,3,27,27,26,28,40,8,Atlanta,0.463415,76,0.304878,25,0.231707,19,41,-49,143,94,21,5,35,12,10,0,15,20072008,6,9,W,1,Atlanta Thrashers,Thrashers d'Atlanta,Thrashers,ATL,https://assets.nhle.com/logos/nhl/svg/ATL_19992000-20102011_light.svg,0,3,0,0.414634,34,,True,,
,XVW,15,11,Western,13,15,2008-04-06,PAC,5,3,Pacific,5,5,2,82,-35,-0.426829,266,231,2.817073,41,-4,132,128,21,3,37,15,14,0,17,10,-4,31,27,5,1,9,3,3,0,4,30,20,27,29,43,7,Los Angeles,0.432927,71,0.329268,27,0.304878,25,41,-31,134,103,22,4,34,12,11,0,15,20072008,3,5,L,1,Los Angeles Kings,Kings de Los Angeles,Kings,LAK,https://assets.nhle.com/logos/nhl/svg/LAK_20022003-20092010_light.svg,0,1,0,0.390244,32,,True,,
,XVE,12,15,Eastern,15,15,2008-04-06,SE,4,5,Southeast,5,5,2,82,-44,-0.536585,267,223,2.719512,41,3,118,121,18,3,43,19,18,0,20,10,-17,37,20,7,1,5,2,2,0,2,25,30,30,30,42,9,Tampa Bay,0.432927,71,0.353659,29,0.329268,27,41,-47,149,102,24,6,28,10,9,0,11,20072008,1,2,L,4,Tampa Bay Lightning,Lightning de Tampa Bay,Lightning,TBL,https://assets.nhle.com/logos/nhl/svg/TBL_20072008-20102011_light.svg,0,2,0,0.378049,31,,True,,
