Name,GP,GS,MIN,PTS,OR,DR,REB,AST,STL,BLK,TO,PF,AST/TO,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,SC-EFF,SH-EFF,Position,Traded
Alonzo Mourning,60,59.0,33.6,21.5,3.0,7.2,10.2,1.4,0.5,3.1,3.3,3.5,0.4,7.1,14.1,50.5,0.0,0.0,0.0,7.2,9.5,76.2,7.1,14.1,50.7,1.523,0.51,C,False
Larry D. Johnson,51,51.0,34.5,16.4,2.8,6.0,8.8,3.6,0.6,0.3,2.3,2.6,1.6,6.8,13.2,51.5,0.1,0.4,23.8,2.7,3.9,69.5,6.7,12.8,52.4,1.241,0.52,F,False
Dell Curry,82,0.0,26.5,16.3,0.9,2.3,3.2,2.7,1.2,0.3,1.5,2.0,1.8,6.5,14.3,45.5,1.9,4.6,40.2,1.4,1.6,87.3,4.6,9.7,48.0,1.14,0.52,G,False
Hersey Hawkins,82,82.0,32.3,14.4,1.1,3.5,4.6,2.6,1.6,0.3,1.9,2.0,1.4,4.8,10.5,46.0,1.0,2.9,33.2,3.8,4.4,86.2,3.9,7.6,50.8,1.374,0.51,G,False
Johnny Newman,18,18.0,23.8,13.0,1.2,2.1,3.2,1.6,1.0,0.3,1.6,2.4,1.0,5.1,9.7,52.3,0.2,0.9,25.0,2.7,3.3,81.4,4.8,8.8,55.1,1.345,0.53,F,True
Eddie A. Johnson,73,27.0,20.0,11.5,1.1,2.0,3.1,1.7,0.5,0.1,1.2,2.0,1.5,4.6,10.1,45.9,0.8,2.1,39.3,1.4,1.7,78.0,3.8,8.1,47.6,1.133,0.5,G,False
Tyrone Bogues,77,77.0,35.7,10.8,1.0,3.1,4.1,10.1,1.7,0.0,2.2,1.9,4.6,4.6,9.8,47.1,0.0,0.2,16.7,1.6,2.0,80.6,4.6,9.6,47.6,1.112,0.47,G,False
Marty Conlon,16,8.0,23.6,10.2,2.1,3.4,5.6,1.8,0.3,0.4,1.4,2.3,1.2,4.1,6.8,60.5,0.0,0.1,0.0,1.9,2.4,81.6,4.1,6.8,61.1,1.495,0.61,F,True
Frank Brickowski,28,6.0,23.3,10.1,1.1,3.3,4.5,2.0,1.0,0.4,2.0,2.8,1.0,4.2,8.3,50.2,0.0,0.1,50.0,1.7,2.3,74.6,4.1,8.3,50.2,1.21,0.5,C,True
Kenny Gattison,77,18.0,21.4,7.7,1.4,3.3,4.6,1.2,0.8,0.6,1.0,3.0,1.2,3.0,5.8,52.4,0.0,0.0,0.0,1.6,2.5,64.6,3.0,5.8,52.4,1.33,0.52,F,False
David Wingate,50,36.0,20.1,6.2,0.6,2.1,2.7,2.1,0.8,0.1,1.1,1.7,2.0,2.7,5.7,48.1,0.1,0.2,33.3,0.7,1.0,66.7,2.6,5.4,48.7,1.095,0.49,G,False
Scott Burrell,51,16.0,15.0,4.8,0.9,1.7,2.6,1.2,0.7,0.3,0.9,1.7,1.4,1.9,4.6,41.9,0.0,0.1,33.3,0.9,1.4,65.7,1.9,4.5,42.1,1.043,0.42,G,False
Leron Ellis,50,1.0,13.6,4.4,1.4,2.4,3.8,0.5,0.3,0.5,0.4,1.7,1.1,1.8,3.6,48.4,0.0,0.0,0.0,0.9,1.4,66.2,1.8,3.6,48.4,1.214,0.48,C,False
Mike Gminski,21,6.0,12.1,3.5,0.9,1.9,2.8,0.5,0.6,0.6,0.5,1.0,1.0,1.5,3.8,39.2,0.0,0.0,0.0,0.5,0.7,78.6,1.5,3.8,39.2,0.924,0.39,C,True
Tony Bennett,74,5.0,13.3,3.4,0.2,1.0,1.2,2.2,0.5,0.0,0.5,1.1,4.1,1.4,3.6,39.9,0.4,1.0,36.0,0.1,0.2,73.3,1.1,2.5,41.5,0.943,0.45,G,False
Tim Kempton,9,0.0,11.4,2.8,0.7,0.9,1.6,0.7,0.4,0.1,0.4,2.8,1.5,1.0,2.9,34.6,0.0,0.0,0.0,0.8,1.1,70.0,1.0,2.9,34.6,0.962,0.35,F,True
Rumeal Robinson,14,0.0,6.8,2.1,0.1,0.4,0.6,1.3,0.2,0.0,1.3,1.1,1.0,0.9,2.4,39.4,0.1,0.4,20.0,0.2,0.6,33.3,0.9,2.0,42.9,0.909,0.41,G,True
Steve Henson,3,0.0,5.7,1.0,0.0,0.3,0.3,1.7,0.0,0.0,0.3,1.0,5.0,0.3,0.7,50.0,0.3,0.3,100.0,0.0,0.0,0.0,0.0,0.3,0.0,1.5,0.75,G,False
Lorenzo Williams,1,0.0,19.0,0.0,0.0,4.0,4.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,C,True
Total,82,,,106.5,12.4,30.2,42.6,27.0,8.8,4.8,15.4,21.3,1.7,41.2,86.6,47.6,4.1,11.2,36.7,19.9,26.0,76.4,37.1,75.4,49.3,1.23,0.5,Total,False
