Name,GP,GS,MIN,PTS,OR,DR,REB,AST,STL,BLK,TO,PF,AST/TO,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,SC-EFF,SH-EFF,Position,Traded
Joe Dumars,69,69.0,37.6,20.4,0.5,1.7,2.2,3.8,0.9,0.1,2.3,1.7,1.6,7.3,16.2,45.2,1.8,4.6,38.8,4.0,4.8,83.6,5.5,11.6,47.7,1.261,0.51,G,False
Terry Mills,80,74.0,34.7,17.3,2.4,6.0,8.4,2.2,0.8,0.8,1.9,3.9,1.2,7.4,14.4,51.1,0.3,0.9,32.9,2.3,2.8,79.7,7.1,13.5,52.3,1.2,0.52,F,False
Isiah Thomas,58,56.0,30.2,14.8,0.8,1.9,2.7,6.9,1.2,0.1,3.5,2.2,2.0,5.5,13.2,41.7,0.7,2.2,31.0,3.1,4.4,70.2,4.8,11.0,43.8,1.122,0.44,G,False
Olden Polynice,37,36.0,36.5,13.1,4.0,8.3,12.3,0.6,0.6,1.0,1.3,2.9,0.4,6.0,11.0,54.7,0.0,0.0,0.0,1.1,2.5,45.7,6.0,10.9,54.8,1.197,0.55,C,True
Sean Elliott,73,73.0,33.0,12.1,0.9,2.7,3.6,2.7,0.7,0.4,1.8,2.4,1.5,4.9,10.8,45.5,0.4,1.2,29.9,1.9,2.4,80.3,4.6,9.6,47.4,1.119,0.47,F,False
Lindsey Hunter,82,26.0,26.5,10.3,0.6,1.7,2.3,4.8,1.5,0.1,2.2,2.1,2.1,4.1,10.9,37.5,0.8,2.5,33.3,1.3,1.7,73.2,3.2,8.4,38.8,0.944,0.41,SG,False
Bill Laimbeer,11,5.0,22.5,9.8,0.8,4.3,5.1,1.3,0.5,0.4,0.9,2.7,1.4,4.3,8.2,52.2,0.3,0.8,33.3,1.0,1.2,84.6,4.0,7.4,54.3,1.2,0.54,C,False
Allan Houston,79,20.0,19.2,8.5,0.2,1.3,1.5,1.3,0.4,0.2,1.3,2.1,1.0,3.4,8.5,40.5,0.4,1.5,29.9,1.1,1.4,82.4,3.0,7.0,42.8,0.996,0.43,SG,False
Greg Anderson,77,47.0,21.1,6.4,2.4,5.0,7.4,0.7,0.7,0.9,1.2,3.0,0.5,2.6,4.8,54.3,0.0,0.0,33.3,1.1,2.0,57.1,2.6,4.8,54.5,1.327,0.54,C,False
David Wood,78,3.0,15.2,4.1,1.3,1.7,3.1,0.7,0.5,0.2,0.4,2.6,1.5,1.5,3.3,45.9,0.3,0.6,44.9,0.8,1.1,75.6,1.2,2.7,46.2,1.243,0.5,F,False
Pete Chilcutt,30,0.0,13.0,3.8,1.0,2.4,3.3,0.5,0.3,0.4,0.6,1.6,0.8,1.7,4.0,42.5,0.1,0.5,21.4,0.3,0.4,76.9,1.6,3.5,45.3,0.958,0.44,F,True
Mark Macon,35,1.0,10.6,3.6,0.4,0.5,1.0,1.1,0.9,0.0,0.7,1.6,1.5,1.6,4.0,39.6,0.1,0.2,28.6,0.4,0.7,62.5,1.5,3.8,40.2,0.914,0.4,G,True
Ben Coleman,9,0.0,8.6,3.1,1.1,1.8,2.9,0.0,0.2,0.2,0.8,1.0,0.0,1.3,2.8,48.0,0.0,0.0,0.0,0.4,0.9,50.0,1.3,2.8,48.0,1.12,0.48,F,False
Marcus Liberty,35,0.0,7.8,2.9,0.7,0.9,1.6,0.4,0.3,0.1,0.6,0.8,0.7,1.0,3.3,31.0,0.3,0.8,37.0,0.5,1.1,48.6,0.7,2.5,29.2,0.862,0.35,F,True
Charles J Jones,42,0.0,20.9,2.2,2.1,3.5,5.6,0.7,0.3,1.0,0.3,3.2,2.4,0.9,1.9,46.2,0.0,0.0,0.0,0.5,0.8,55.9,0.9,1.8,46.8,1.167,0.46,F,False
Tod Murphy,7,0.0,8.1,2.1,0.6,0.7,1.3,0.4,0.3,0.0,0.1,1.1,3.0,0.9,1.7,50.0,0.0,0.0,0.0,0.4,0.9,50.0,0.9,1.7,50.0,1.25,0.5,F,True
Tracy Moore,3,0.0,3.3,2.0,0.0,0.3,0.3,0.0,0.7,0.0,0.0,0.0,0.0,0.7,1.0,66.7,0.0,0.0,0.0,0.7,0.7,100.0,0.7,1.0,66.7,2.0,0.67,G,False
Dan O'Sullivan,13,0.0,4.3,1.3,0.2,0.6,0.8,0.2,0.0,0.0,0.2,0.8,1.0,0.3,0.9,33.3,0.0,0.0,0.0,0.7,0.9,75.0,0.3,0.9,33.3,1.417,0.33,F,False
Total,82,,,96.9,12.5,28.3,40.8,21.5,7.3,3.8,15.1,23.6,1.4,38.6,85.6,45.2,4.4,12.7,34.4,15.3,20.9,73.1,34.3,72.9,47.0,1.133,0.48,Total,False
