Name,Team,P,G,A
Carlos Garcés,LA Galaxy,24,1,1
Chris Rindov,LA Galaxy,6,0,0
Christian Ramírez,LA Galaxy,25,4,1
Diego Fagundez,LA Galaxy,32,6,2
Edwin Cerrillo,LA Galaxy,32,0,1
Elijah Wynder,LA Galaxy,18,2,1
Eriq Zavaleta,LA Galaxy,5,0,0
Gabriel Pec,LA Galaxy,29,7,8
Harbor Miller,LA Galaxy,10,1,2
Isaiah Parente,LA Galaxy,25,0,1
John Nelson,LA Galaxy,31,0,2
Joseph Paintsil,LA Galaxy,26,10,5
Julián Aude,LA Galaxy,29,0,0
Lucas Sanabria,LA Galaxy,21,2,0
Marco Reus,LA Galaxy,22,5,9
Maruicio Cuevas,LA Galaxy,24,2,5
Matheus Nascimento,LA Galaxy,23,3,3
Mathias Jørgensen,LA Galaxy,17,0,1
Maya Yoshida,LA Galaxy,28,2,0
Miguel Berry,LA Galaxy,17,0,2
Miki Yamane,LA Galaxy,31,1,4
Novak Micovic,LA Galaxy,20,0,0
Ruben Ramos,LA Galaxy,6,0,0
Tucker Lepley,LA Galaxy,16,0,2
