Name,Team,P,G,A
Alonso Coello,Toronto FC,31,1,1
Charles Sharp,Toronto FC,0,0,1
Deandre Kerr,Toronto FC,20,4,0
Derrick Etienne Jr.,Toronto FC,25,0,2
Deybi Flores,Toronto FC,19,2,2
Federico Bernardeschi,Toronto FC,15,4,4
Jonathan Osorio,Toronto FC,24,4,3
José Cifuentes,Toronto FC,0,0,1
Jules-Anthony Vilsaint,Toronto FC,16,1,0
Kevin Long,Toronto FC,24,0,0
Kobe Franklin,Toronto FC,15,0,0
Kosi Thompson,Toronto FC,28,0,0
Lazar Stefanovic,Toronto FC,14,0,0
Lorenzo Insigne,Toronto FC,12,1,3
Malik Henry,Toronto FC,9,0,2
Markus Cimermancic,Toronto FC,9,0,0
Maxime Dominguez,Toronto FC,24,0,1
Ola Brynhildsen,Toronto FC,21,2,1
Raoul Petretta,Toronto FC,25,0,0
Richie Laryea,Toronto FC,17,1,1
Sean Johnson,Toronto FC,31,0,0
Sigurd Rosted,Toronto FC,31,1,1
Theo Corbeanu,Toronto FC,32,6,2
Zane Monlouis,Toronto FC,10,0,0
