Name,Team,P,G,A
Andrew Gutman,Chicago Fire FC,37,3,10
André Franco,Chicago Fire FC,6,0,4
Brian Gutiérrez,Chicago Fire FC,32,10,6
Carlos Terán,Chicago Fire FC,8,1,0
Chris Brady,Chicago Fire FC,30,0,0
D'Avilla Dje Tah,Chicago Fire FC,24,2,2
Hugo Cuypers,Chicago Fire FC,36,19,2
Jack Elliott,Chicago Fire FC,36,4,3
Jason Shokalook,Chicago Fire FC,0,0,1
Jeff Gal,Chicago Fire FC,8,0,0
Joel Waterman,Chicago Fire FC,27,1,1
Jonathan Bamba,Chicago Fire FC,37,6,12
Jonathan Dean,Chicago Fire FC,32,1,4
Justin Reynolds,Chicago Fire FC,4,1,0
Kellyn Acosta,Chicago Fire FC,20,0,0
Leonardo Barroso,Chicago Fire FC,19,1,2
Maren Haile-Selassie,Chicago Fire FC,33,2,8
Mauricio Pineda,Chicago Fire FC,30,0,2
Omar González,Chicago Fire FC,12,0,0
Omari Glasgow,Chicago Fire FC,14,0,1
Philip Zinckernagel,Chicago Fire FC,34,15,17
Rominigue Kouamé,Chicago Fire FC,21,3,2
Samual Rogers,Chicago Fire FC,23,0,0
Samuel Williams,Chicago Fire FC,7,0,0
Sergio Oregel,Chicago Fire FC,30,0,1
Tom Barlow,Chicago Fire FC,24,3,0
