Name,Team,P,G,A
Anderson Julio,FC Dallas,27,6,1
Bernard Kamungo,FC Dallas,30,2,1
Christian Cappis,FC Dallas,13,1,2
Jacob Jackson,FC Dallas,0,0,0
Joshua Torquato,FC Dallas,6,0,0
Kaick,FC Dallas,29,2,1
Lalas Abubakar,FC Dallas,30,1,0
Logan Farrington,FC Dallas,34,5,4
Luciano Acosta,FC Dallas,21,5,1
Léo Chú,FC Dallas,4,1,0
Maarten Paes,FC Dallas,22,0,0
Marco Farfan,FC Dallas,17,0,0
Michael Collodi,FC Dallas,11,0,0
Nolan Norris,FC Dallas,14,0,1
Osaze Urhoghide,FC Dallas,29,2,0
Patrickson Delgado,FC Dallas,31,1,6
Pedrinho,FC Dallas,25,2,3
Petar Musa,FC Dallas,32,19,6
Ramiro,FC Dallas,31,0,4
Samuel Sarver,FC Dallas,7,0,2
Sebastian Lletget,FC Dallas,21,1,3
Sebastien Ibeagha,FC Dallas,35,1,0
Shaq Moore,FC Dallas,35,3,4
Show,FC Dallas,6,0,0
Tsiki Ntsabeleng,FC Dallas,13,0,1
Álvaro Augusto,FC Dallas,7,0,0
