Name,Team,P,G,A
Alvas Powell,FC Cincinnati,29,0,1
Ayoub Jabbari,FC Cincinnati,8,0,0
Brad Smith,FC Cincinnati,17,0,0
Brenner,FC Cincinnati,10,6,1
Ender Echenique,FC Cincinnati,12,1,2
Evander,FC Cincinnati,36,18,16
Gerardo Valenzuela,FC Cincinnati,23,5,1
Gilberto Flores,FC Cincinnati,18,0,0
Kei Kamara,FC Cincinnati,20,0,1
Kévin Denkey,FC Cincinnati,33,16,1
Luca Orellano,FC Cincinnati,30,2,6
Lukas Engel,FC Cincinnati,36,0,4
Matt Miazga,FC Cincinnati,21,0,1
Miles Robinson,FC Cincinnati,30,1,0
Nick Hagglund,FC Cincinnati,20,1,0
Obinna Nwobodo,FC Cincinnati,18,0,0
Pavel Bucha,FC Cincinnati,37,3,8
Roman Celentano,FC Cincinnati,34,0,0
Samuel Gidi,FC Cincinnati,9,0,1
Tah Anunga,FC Cincinnati,31,0,2
Teenage Hadebe,FC Cincinnati,24,0,1
Yuya Kubo,FC Cincinnati,17,1,0
