Name,Team,P,G,A
Allen Obando,Inter Miami CF,6,1,0
Baltasar Rodríguez,Inter Miami CF,20,3,3
Benjamin Cremaschi,Inter Miami CF,22,1,3
Fafà Picault,Inter Miami CF,20,4,0
Federico Redondo,Inter Miami CF,20,0,1
Gonzalo Luján,Inter Miami CF,28,0,1
Héctor Martínez,Inter Miami CF,9,1,0
Ian Fray,Inter Miami CF,26,1,5
Jordi Alba,Inter Miami CF,36,6,20
Lionel Messi,Inter Miami CF,34,35,29
Luis Suárez,Inter Miami CF,32,10,12
Marcelo Weigandt,Inter Miami CF,27,1,3
Mateo Silvetti,Inter Miami CF,9,2,2
Maximiliano Falcón,Inter Miami CF,30,1,0
Noah Allen,Inter Miami CF,32,0,1
Oscar Ustari,Inter Miami CF,25,0,0
Rocco Ríos Novo,Inter Miami CF,16,0,0
Rodrigo De Paul,Inter Miami CF,17,1,5
Ryan Sailor,Inter Miami CF,5,0,0
Sergio Busquets,Inter Miami CF,39,0,9
Tadeo Allende,Inter Miami CF,37,20,2
Telasco Segovia,Inter Miami CF,37,9,5
Tomás Avilés,Inter Miami CF,27,2,0
Yannick Bright,Inter Miami CF,32,1,3
