Name,Team,P,G,A
Amine Bassi,Houston Dynamo FC,29,2,3
Antônio Carlos,Houston Dynamo FC,8,1,0
Artur,Houston Dynamo FC,33,1,1
Brooklyn Raines,Houston Dynamo FC,23,0,0
Daniel Steres,Houston Dynamo FC,8,0,0
Duane Holmes,Houston Dynamo FC,18,1,0
Erik Dueñas,Houston Dynamo FC,8,0,1
Erik Sviatchenko,Houston Dynamo FC,15,0,0
Ethan Bartlow,Houston Dynamo FC,22,0,2
Ezequiel Ponce,Houston Dynamo FC,32,10,1
Felipe Andrade,Houston Dynamo FC,23,4,1
Franco Escobar,Houston Dynamo FC,23,2,2
Gabriel Segal,Houston Dynamo FC,11,2,0
Griffin Dorsey,Houston Dynamo FC,33,2,5
Ibrahim Aliyu,Houston Dynamo FC,31,3,2
Jack McGlynn,Houston Dynamo FC,27,6,8
Jonathan Bond,Houston Dynamo FC,26,0,0
Júnior Urso,Houston Dynamo FC,19,1,1
Lawrence Ennali,Houston Dynamo FC,18,1,4
Nicolás Lodeiro,Houston Dynamo FC,16,1,1
Obafemi Awodesu,Houston Dynamo FC,24,1,0
Ondrej Lingr,Houston Dynamo FC,26,3,4
Pablo Ortíz,Houston Dynamo FC,20,1,0
Sebastian Kowalczyk,Houston Dynamo FC,29,1,3
Sergio Santos,Houston Dynamo FC,20,2,0
Toyosi Olusanya,Houston Dynamo FC,0,0,1
