Name,Team,P,G,A
Alexander Hack,Red Bull New York,22,1,1
Cameron Harper,Red Bull New York,12,3,2
Carlos Coronel,Red Bull New York,31,0,0
Daniel Edelman,Red Bull New York,26,1,0
Dennis Gjengaar,Red Bull New York,21,2,1
Dylan Nealis,Red Bull New York,18,1,0
Emil Forsberg,Red Bull New York,33,11,11
Eric Maxim Choupo-Moting,Red Bull New York,33,17,5
Gustaf Beggren,Red Bull New York,6,0,0
Julian Hall,Red Bull New York,26,1,0
Kyle Duncan,Red Bull New York,20,0,5
Lewis Morgan,Red Bull New York,3,0,0
Marcelo Morales,Red Bull New York,4,0,0
Mohammed Sofo,Red Bull New York,25,5,0
Noah Eile,Red Bull New York,30,1,1
Omar Valencia,Red Bull New York,20,0,5
Peter Stroud,Red Bull New York,27,0,3
Raheem Edwards,Red Bull New York,24,0,1
Ronald Donkor,Red Bull New York,20,0,2
Sean Nealis,Red Bull New York,25,0,0
Serge Ngoma,Red Bull New York,20,1,0
Tim Parker,Red Bull New York,13,1,0
Wikelman Carmona,Red Bull New York,34,0,1
Wiktor Bogacz,Red Bull New York,19,1,1
