Name,Team,P,G,A
Antony,Portland Timbers,32,7,10
Ariel Lassiter,Portland Timbers,23,0,3
Claudio Bravo,Portland Timbers,8,0,0
Cristhian Paredes,Portland Timbers,33,2,0
Dario Zuparic,Portland Timbers,21,0,0
David Ayala,Portland Timbers,37,2,1
David Da Costa,Portland Timbers,37,4,8
Diego Chará,Portland Timbers,31,0,1
Eric Miller,Portland Timbers,16,0,0
Felipe Mora,Portland Timbers,37,7,3
Finn Surman,Portland Timbers,35,0,1
Gage Guerra,Portland Timbers,8,1,0
Ian Smith,Portland Timbers,22,1,1
James Pantemis,Portland Timbers,23,0,1
Jimer Fory,Portland Timbers,29,0,3
Joao Ortiz,Portland Timbers,21,0,1
Jonathan Rodríguez,Portland Timbers,6,1,1
Juan Mosquera,Portland Timbers,32,1,5
Kamal Miller,Portland Timbers,28,2,0
Kevin Kelsy,Portland Timbers,37,7,2
Kristoffer Velde,Portland Timbers,12,2,2
Matías Rojas,Portland Timbers,8,1,0
Maxime Crépeau,Portland Timbers,15,0,0
Omir Fernández,Portland Timbers,29,1,2
Santiago Moreno,Portland Timbers,22,4,7
