Name,Team,P,G,A
Alexey Miranchuk,Atlanta United FC,33,6,6
Bartosz Slisz,Atlanta United FC,29,2,2
Brad Guzan,Atlanta United FC,26,0,0
Brooks Lennon,Atlanta United FC,25,1,3
Cayman Togashi,Atlanta United FC,0,0,1
Derrick Williams,Atlanta United FC,17,1,0
Edwin Mosquera,Atlanta United FC,10,1,0
Emmanuel Latte Lath,Atlanta United FC,30,7,1
Enea Mihaj,Atlanta United FC,9,0,1
Jamal Thiaré,Atlanta United FC,28,5,0
Jay Fortune,Atlanta United FC,15,1,0
Jayden Hibbert,Atlanta United FC,8,0,0
Juan Berrocal,Atlanta United FC,10,0,0
Luis Abram,Atlanta United FC,21,0,0
Luke Brennan,Atlanta United FC,14,0,1
Mateusz Klich,Atlanta United FC,16,0,1
Matt Edwards,Atlanta United FC,20,0,2
Miguel Almirón,Atlanta United FC,31,6,6
Pedro Amador,Atlanta United FC,26,1,0
Ronald Hernández,Atlanta United FC,21,1,1
Saba Lobjanidze,Atlanta United FC,33,0,7
Steven Alzate,Atlanta United FC,10,0,1
Stian Gregersen,Atlanta United FC,18,0,1
Tristan Muyumba,Atlanta United FC,24,1,0
Will Reilly,Atlanta United FC,11,1,0
