Name,Team,P,G,A
Adrián Marín,Orlando City SC,6,0,1
Alex Freeman,Orlando City SC,30,6,3
Colin Guske,Orlando City SC,6,0,0
César Araujo,Orlando City SC,23,2,3
Dagur Thórhallsson,Orlando City SC,31,3,0
David Brekalo,Orlando City SC,30,1,2
Duncan McGuire,Orlando City SC,19,3,2
Eduard Atuesta,Orlando City SC,29,0,7
Gustavo Caraballo,Orlando City SC,5,0,0
Iván Angulo,Orlando City SC,34,0,7
Javier Otero,Orlando City SC,2,0,0
Joran Gerbet,Orlando City SC,20,0,1
Kyle Smith,Orlando City SC,29,0,3
Luis Muriel,Orlando City SC,34,9,7
Marco Pasalic,Orlando City SC,34,12,5
Martín Ojeda,Orlando City SC,34,16,14
Nicolás Rodríguez,Orlando City SC,12,1,0
Pedro Gallese,Orlando City SC,33,0,1
Ramiro Enrique,Orlando City SC,24,8,1
Robin Jansson,Orlando City SC,31,1,1
Rodrigo Schlegel,Orlando City SC,32,0,0
Shakur Mohammed,Orlando City SC,2,0,0
Tyrese Spicer,Orlando City SC,30,4,2
Zakaria Taifi,Orlando City SC,6,0,0
