Name,Team,P,G,A
Aleksandr Guboglo,CF Montréal,23,0,1
Brandan Craig,CF Montréal,23,0,0
Bryce Duke,CF Montréal,18,0,1
Dante Sealy,CF Montréal,30,9,3
Dawid Bugaj,CF Montréal,23,0,2
Fabian Herbers,CF Montréal,16,1,1
Fernando Álvarez,CF Montréal,22,0,2
George Campbell,CF Montréal,16,0,1
Giacomo Vrioni,CF Montréal,10,3,0
Hennadii Synchuk,CF Montréal,14,1,0
Iván Jaime,CF Montréal,0,0,1
Jalen Neal,CF Montréal,14,1,1
Jonathan Sirois,CF Montréal,23,0,0
Kwadwo Opoku,CF Montréal,9,0,0
Luca Petrasso,CF Montréal,34,2,4
Matthew Longstaff,CF Montréal,0,0,2
Nathan Saliba,CF Montréal,16,1,0
Olger Escobar,CF Montréal,13,1,1
Prince Owusu,CF Montréal,34,13,5
Samuel Piette,CF Montréal,24,0,0
Sunusi Ibrahim,CF Montréal,10,0,0
Thomas Gillier,CF Montréal,8,0,0
Tom Pearce,CF Montréal,21,0,2
Victor Loturi,CF Montréal,34,2,3
