Name,Team,P,G,A
Andreas Maxsø,Colorado Rapids,32,1,0
Calvin Harris,Colorado Rapids,27,5,2
Chidozie Awaziem,Colorado Rapids,20,0,1
Cole Bassett,Colorado Rapids,28,3,4
Connor Ronan,Colorado Rapids,24,0,0
Darren Yapi,Colorado Rapids,29,8,2
Djordje Mihailovic,Colorado Rapids,34,13,9
Ian Murphy,Colorado Rapids,16,0,1
Jackson Travis,Colorado Rapids,9,0,0
Joshua Atencio,Colorado Rapids,27,0,0
Keegan Rosenberry,Colorado Rapids,16,2,2
Kévin Cabral,Colorado Rapids,18,0,0
Nico Hansen,Colorado Rapids,10,0,0
Oliver Larraz,Colorado Rapids,33,0,4
Paxten Aaronson,Colorado Rapids,7,1,0
Rafael Navarro,Colorado Rapids,31,12,3
Rafael Santos,Colorado Rapids,24,1,3
Reggie Cannon,Colorado Rapids,28,0,1
Rob Holding,Colorado Rapids,6,0,0
Sam Vines,Colorado Rapids,22,0,2
Samuel Bassett,Colorado Rapids,12,0,1
Ted Ku-Dipietro,Colorado Rapids,25,1,3
Wayne Frederick,Colorado Rapids,9,0,0
Zack Steffen,Colorado Rapids,23,0,0
