Name,Team,P,G,A
Alán Montes,Sporting Kansas City,8,0,0
Andrew Brody,Sporting Kansas City,12,0,1
Dany Rosero,Sporting Kansas City,5,0,0
Dejan Joveljic,Sporting Kansas City,32,18,2
Dániel Sallói,Sporting Kansas City,33,7,4
Erik Thommy,Sporting Kansas City,25,4,4
Ian James,Sporting Kansas City,8,0,0
Jacob Bartlett,Sporting Kansas City,30,0,1
Jacob Davis,Sporting Kansas City,28,0,1
Jansen Miller,Sporting Kansas City,29,0,1
Joaquín,Sporting Kansas City,17,0,0
John Pulskamp,Sporting Kansas City,34,0,2
Khiry Shelton,Sporting Kansas City,27,0,1
Logan Ndenbe,Sporting Kansas City,30,1,0
Manu García,Sporting Kansas City,27,2,8
Mason Toye,Sporting Kansas City,21,3,2
Memo Rodríguez,Sporting Kansas City,19,0,1
Nemanja Radoja,Sporting Kansas City,20,0,1
Robert Voloder,Sporting Kansas City,18,0,0
Santiago Muñoz,Sporting Kansas City,21,3,2
Shapi Suleymanov,Sporting Kansas City,32,2,4
Stephen Afrifa,Sporting Kansas City,9,0,0
Tim Leibold,Sporting Kansas City,19,1,3
Zorhan Bassong,Sporting Kansas City,25,1,3
