Name,Team,P,G,A
Albert Rusnák,Seattle Sounders FC,32,12,11
Alex Roldan,Seattle Sounders FC,32,0,5
Andy Thomas,Seattle Sounders FC,9,0,0
Cristian Roldan,Seattle Sounders FC,34,1,12
Daniel Leyva,Seattle Sounders FC,18,0,5
Daniel Musovski,Seattle Sounders FC,34,16,5
Georgi Minoungou,Seattle Sounders FC,23,1,3
Jackson Ragen,Seattle Sounders FC,27,2,1
Jesús Ferreira,Seattle Sounders FC,35,4,8
Jon Bell,Seattle Sounders FC,21,0,0
Jordan Morris,Seattle Sounders FC,20,7,2
João Paulo,Seattle Sounders FC,11,0,1
Kalani Kossa-Rienzi,Seattle Sounders FC,23,3,3
Kim Kee-Hee,Seattle Sounders FC,15,0,0
Nouhou Tolo,Seattle Sounders FC,30,1,3
Obed Vargas,Seattle Sounders FC,29,5,5
Osaze De Rosario,Seattle Sounders FC,14,1,0
Paul Rothrock,Seattle Sounders FC,36,4,9
Pedro de la Vega,Seattle Sounders FC,26,4,5
Reed Baker-Whiting,Seattle Sounders FC,14,0,1
Ryan Kent,Seattle Sounders FC,16,0,4
Snyder Brunell,Seattle Sounders FC,6,2,0
Stefan Frei,Seattle Sounders FC,29,0,0
Stuart Hawkins,Seattle Sounders FC,4,0,0
Yeimar Gómez,Seattle Sounders FC,27,0,1
