Name,Team,P,G,A
Aaron Herrera,D.C. United,26,0,4
Boris Enow,D.C. United,29,1,1
Brandon Servania,D.C. United,30,0,2
Caden Clark,D.C. United,30,0,5
Christian Benteke,D.C. United,25,9,3
Conner Antley,D.C. United,20,1,1
David Schnegg,D.C. United,32,0,4
Derek Dodson,D.C. United,14,0,1
Dominique Badji,D.C. United,21,1,0
Fidel Barajas,D.C. United,4,0,0
Gabriel Pirani,D.C. United,28,7,3
Garrison Tubbs,D.C. United,8,0,0
Hosei Kijima,D.C. United,29,2,0
Jackson Hopkins,D.C. United,17,3,0
Jacob Murrell,D.C. United,24,2,1
Jared Stroud,D.C. United,29,0,0
João Peglow,D.C. United,24,3,4
Kim Joon-Hong,D.C. United,8,0,0
Kye Rowles,D.C. United,31,0,0
Lucas Bartlett,D.C. United,30,0,1
Luis Barraza,D.C. United,24,0,1
Lukas MacNaughton,D.C. United,11,1,0
Matti Peltola,D.C. United,26,0,2
Randall Leal,D.C. United,15,0,1
Rida Zouhir,D.C. United,15,0,2
