Name,Team,P,G,A
Alhassan Yusuf,New England Revolution,34,2,3
Aljaz Ivacic,New England Revolution,24,0,0
Allan Oyirwoth,New England Revolution,5,0,0
Andrew Farrell,New England Revolution,3,0,0
Brandon Bye,New England Revolution,26,0,0
Brayan Ceballos,New England Revolution,29,1,0
Carles Gil,New England Revolution,34,10,14
Dor Turgeman,New England Revolution,3,3,1
Ignatius Ganago,New England Revolution,20,3,3
Ilay Feingold,New England Revolution,29,3,4
Jackson Yueill,New England Revolution,14,0,0
Keegan Hughes,New England Revolution,7,0,0
Leonardo Campana,New England Revolution,24,7,1
Luca Langoni,New England Revolution,27,2,2
Luis Díaz,New England Revolution,19,0,1
Mamadou Fofana,New England Revolution,30,0,1
Matt Polster,New England Revolution,26,1,1
Matt Turner,New England Revolution,10,0,0
Maximiliano Urruti,New England Revolution,20,2,0
Peyton Miller,New England Revolution,26,2,2
Tanner Beason,New England Revolution,27,0,1
Tomás Chancalay,New England Revolution,26,4,2
William Sands,New England Revolution,19,0,0
Wyatt Omsberg,New England Revolution,9,0,0
