Name,GP,GS,MIN,PTS,OR,DR,REB,AST,STL,BLK,TO,PF,AST/TO,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,SC-EFF,SH-EFF,Position,Traded
Kevin Love,77,77.0,36.3,26.1,2.9,9.6,12.5,4.4,0.8,0.5,2.5,1.8,1.7,8.4,18.5,45.7,2.5,6.6,37.6,6.8,8.2,82.1,6.0,11.9,50.2,1.414,0.52,F,False
Kevin Martin,68,68.0,32.0,19.1,0.5,2.5,3.0,1.8,1.0,0.1,1.6,1.8,1.2,6.5,15.0,43.0,1.7,4.4,38.7,4.5,5.0,89.1,4.8,10.7,44.8,1.269,0.49,SG,False
Nikola Pekovic,54,54.0,30.8,17.4,3.8,4.9,8.7,0.9,0.6,0.4,1.6,2.4,0.6,7.0,13.0,54.0,0.0,0.0,0.0,3.4,4.6,74.7,7.0,13.0,54.0,1.346,0.54,C,False
Corey Brewer,81,81.0,32.2,12.3,0.8,1.8,2.6,1.7,1.9,0.4,1.3,2.6,1.3,4.8,10.0,48.1,0.7,2.6,28.0,2.0,2.8,71.8,4.1,7.4,55.2,1.237,0.52,F,False
Ricky Rubio,82,82.0,32.2,9.5,0.7,3.4,4.2,8.6,2.3,0.1,2.7,2.7,3.2,3.1,8.2,38.1,0.5,1.6,33.1,2.8,3.5,80.2,2.6,6.5,39.3,1.166,0.41,PG,False
J.J. Barea,79,1.0,18.6,8.4,0.2,1.7,1.9,3.8,0.3,0.0,1.6,1.6,2.4,3.2,8.3,38.7,0.9,2.9,31.6,1.0,1.3,79.0,2.3,5.4,42.6,1.006,0.44,G,False
Chase Budinger,41,8.0,18.3,6.7,0.5,2.0,2.5,0.8,0.5,0.0,0.6,1.4,1.3,2.4,6.2,39.4,1.0,2.9,35.0,0.8,1.0,82.1,1.4,3.3,43.3,1.079,0.48,SF,False
Dante Cunningham,81,7.0,20.2,6.3,1.4,2.7,4.1,1.0,0.8,0.7,0.5,1.8,2.0,2.9,6.3,46.5,0.0,0.1,0.0,0.5,0.8,56.7,2.9,6.2,46.9,1.004,0.46,F,False
Derrick Williams,11,0.0,14.7,4.9,0.3,2.1,2.4,0.1,0.4,0.4,0.5,0.8,0.2,1.7,4.9,35.2,0.2,1.4,13.3,1.3,1.5,87.5,1.5,3.5,43.6,1.0,0.37,PF,True
Ronny Turiaf,31,10.0,19.5,4.8,1.8,3.8,5.6,0.7,0.3,1.6,0.8,2.1,1.0,2.1,3.5,59.8,0.0,0.0,0.0,0.7,1.6,42.0,2.1,3.5,59.8,1.393,0.6,C,False
Gorgui Dieng,60,15.0,13.6,4.8,1.7,3.3,5.0,0.7,0.5,0.8,0.9,1.8,0.7,1.9,3.8,49.8,0.0,0.0,100.0,1.0,1.6,63.4,1.9,3.8,49.6,1.26,0.5,C,False
Alexey Shved,63,0.0,10.5,4.0,0.3,1.0,1.3,1.1,0.4,0.3,0.8,0.6,1.4,1.2,3.8,32.1,0.5,1.6,29.4,1.1,1.4,75.6,0.7,2.1,34.1,1.055,0.38,PG,False
Shabazz Muhammad,37,0.0,7.8,3.9,0.6,0.8,1.4,0.2,0.2,0.0,0.4,0.6,0.4,1.5,3.4,46.0,0.1,0.3,27.3,0.7,1.1,65.0,1.5,3.1,47.8,1.153,0.47,F,False
Robbie John Hummel,53,5.0,12.4,3.4,0.7,1.8,2.5,0.4,0.3,0.0,0.2,1.1,2.3,1.3,3.3,37.9,0.6,1.7,36.0,0.3,0.3,93.8,0.7,1.7,39.8,1.023,0.47,SF,False
Luc Mbah a Moute,55,2.0,14.7,3.3,0.9,1.3,2.2,0.4,0.4,0.2,0.7,0.9,0.6,1.3,2.9,44.7,0.1,0.3,21.4,0.7,1.0,68.5,1.3,2.7,46.9,1.143,0.46,F,True
A.J. Price,28,0.0,3.5,1.6,0.0,0.3,0.4,0.5,0.0,0.0,0.3,0.2,1.9,0.7,1.6,41.3,0.2,0.8,27.3,0.0,0.1,0.0,0.5,0.9,54.2,0.957,0.48,PG,False
Othyus Jeffers,2,0.0,6.5,1.0,0.0,1.5,1.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,1.0,1.0,100.0,0.0,0.0,0.0,2.0,0.0,SG,True
Total,82,,,106.9,12.5,32.2,44.7,24.0,8.8,3.6,13.5,18.3,1.8,38.9,87.5,44.4,7.3,21.4,34.1,21.8,28.1,77.8,31.6,66.1,47.8,1.222,0.49,Total,False
