Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,SHG,OTG,GWG,S,S%,EVG,EVP,FO%,Season
Anthony Stewart,FLA,R,26,0,1,1,-1,0,368.423,0,0,0,0,0,21,0.0,0,1,,2007-2008
Branislav Mezei,FLA,D,57,2,2,4,-13,64,867.614,0,0,0,0,0,38,0.05263,2,4,,2007-2008
Brett McLean,FLA,C,67,14,23,37,-5,34,974.0,3,10,1,0,1,140,0.1,10,23,0.47435,2007-2008
Bryan Allen,FLA,D,73,2,14,16,5,67,1277.3287,0,2,0,0,0,67,0.02985,2,13,,2007-2008
Cory Murphy,FLA,D,47,2,15,17,0,22,923.4893,1,11,0,0,0,65,0.03076,1,5,,2007-2008
David Booth,FLA,L,73,22,18,40,13,26,970.3287,1,1,0,0,6,228,0.09649,21,38,0.3421,2007-2008
David Brine,FLA,C,9,0,1,1,-1,4,362.3333,0,0,0,0,0,3,0.0,0,1,0.38636,2007-2008
Drew Larman,FLA,C,6,0,1,1,1,2,359.5,0,0,0,0,0,1,0.0,0,1,0.38461,2007-2008
Garth Murray,FLA,C,7,0,0,0,0,19,373.8571,0,0,0,0,0,3,0.0,0,0,0.0,2007-2008
Gregory Campbell,FLA,C,81,5,13,18,-12,72,746.7037,0,0,2,0,1,113,0.04424,3,15,0.51086,2007-2008
Jassen Cullimore,FLA,D,65,3,10,13,21,38,1084.4461,0,0,0,1,1,55,0.05454,3,13,1.0,2007-2008
Jay Bouwmeester,FLA,D,82,15,22,37,-5,72,1635.0487,4,10,0,0,0,182,0.08241,11,23,,2007-2008
Jozef Stumpel,FLA,L,52,7,13,20,-11,10,1042.1538,3,3,0,0,1,64,0.10937,4,14,0.51166,2007-2008
Kamil Kreps,FLA,C,76,8,17,25,10,29,778.7894,1,3,0,0,2,99,0.0808,7,21,0.53866,2007-2008
Karlis Skrastins,FLA,D,60,2,3,5,-11,32,1116.45,0,0,0,0,1,45,0.04444,2,5,,2007-2008
Magnus Johansson,FLA,D,45,0,14,14,-5,18,945.1777,0,3,0,0,0,37,0.0,0,11,,2007-2008
Martin Lojek,FLA,D,2,0,0,0,-1,0,368.0,0,0,0,0,0,2,0.0,0,0,,2007-2008
Mike Van Ryn,FLA,D,20,0,2,2,-2,14,1068.8,0,0,0,0,0,16,0.0,0,2,,2007-2008
Nathan Horton,FLA,R,82,27,35,62,15,85,1124.2682,9,10,0,2,3,212,0.12735,18,43,0.39726,2007-2008
Noah Welch,FLA,D,4,0,0,0,1,7,484.0,0,0,0,0,0,0,,0,0,,2007-2008
Olli Jokinen,FLA,C,82,34,37,71,-19,67,1194.2439,18,15,0,1,5,341,0.0997,16,38,0.4307,2007-2008
Radek Dvorak,FLA,R,67,8,9,17,-1,16,906.9552,0,0,1,0,1,146,0.05479,7,15,0.16666,2007-2008
Richard Zednik,FLA,R,54,15,11,26,-5,43,1055.037,6,3,0,0,5,140,0.10714,9,17,0.0,2007-2008
Rob Globke,FLA,R,9,0,0,0,-3,2,463.5555,0,0,0,0,0,4,0.0,0,0,0.0,2007-2008
Rostislav Olesz,FLA,L,56,14,12,26,3,16,1023.9464,5,4,0,0,2,139,0.10071,9,17,0.7,2007-2008
Ruslan Salei,FLA,D,82,6,24,30,-4,98,1346.8292,1,9,0,0,1,111,0.05405,5,19,0.0,2007-2008
Shawn Matthias,FLA,L,4,2,0,2,-2,2,787.5,1,0,0,0,0,5,0.4,1,1,0.44736,2007-2008
Stefan Meyer,FLA,L,4,0,0,0,-1,0,145.5,0,0,0,0,0,0,,0,0,0.5,2007-2008
Stephen Weiss,FLA,C,74,13,29,42,14,40,1055.2162,4,9,0,0,4,132,0.09848,9,29,0.51168,2007-2008
Steve Montador,FLA,D,73,8,15,23,1,73,699.0,2,5,0,0,0,96,0.08333,6,16,,2007-2008
Tanner Glass,FLA,L,41,1,1,2,-5,39,265.2682,0,0,0,0,0,11,0.0909,1,2,0.0,2007-2008
Ville Peltonen,FLA,L,56,5,15,20,-2,20,949.2142,1,2,0,0,0,108,0.04629,4,17,0.1875,2007-2008
Wade Belak,FLA,R,47,1,0,1,-2,78,244.5744,0,0,0,0,0,17,0.05882,1,1,0.0,2007-2008
